"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1482C"	31	3	141	273.18	0.4207	0.59856	1.6261	1.7167
"U1482C"	31	4	1	273.23	0.45007	0.90772	1.4882	1.7396
"U1482C"	31	4	10	273.32	0.50327	0.60583	1.4648	1.7073
"U1482C"	31	4	21	273.43	0.59592	0.8001	2.0681	1.5773
"U1482C"	31	4	30	273.52	0.66538	1.066	3.1921	1.5929
"U1482C"	31	4	41	273.63	0.69015	1.4454	3.0067	1.712
"U1482C"	31	4	50	273.72	0.77674	1.2261	3.499	1.7306
"U1482C"	31	4	61	273.83	0.84807	1.2612	2.5472	1.7234
"U1482C"	31	4	70	273.92	0.8702	1.211	3.2974	1.7264
"U1482C"	31	4	81	274.03	0.69942	1.2747	3.1624	1.7089
"U1482C"	31	4	90	274.12	0.56954	1.0916	3.3407	1.698
"U1482C"	31	4	101	274.23	0.63345	1.6341	2.9651	1.6741
"U1482C"	31	4	110	274.32	0.57768	1.2357	2.4602	1.6708
"U1482C"	31	4	121	274.43	0.57695	1.0737	1.8629	1.6512
"U1482C"	31	4	130	274.52	0.57974	1.0227	2.8534	1.6686
"U1482C"	31	4	141	274.63	0.57183	1.1393	3.5314	1.7448
"U1482C"	31	5	1	274.67	0.40802	0.74559	2.5509	1.7134
"U1482C"	31	5	10	274.76	0.52685	0.99815	2.1138	1.6678
"U1482C"	31	5	21	274.87	0.55309	1.0448	2.937	1.6428
"U1482C"	31	5	30	274.96	0.55854	0.76963	2.4897	1.6428
"U1482C"	31	5	41	275.07	0.59602	1.3068	2.6677	1.6453
"U1482C"	31	5	50	275.16	0.60764	1.1931	3.0363	1.6765
"U1482C"	31	5	61	275.27	0.78449	1.411	4.3394	1.7058
"U1482C"	31	5	70	275.36	0.81405	1.1305	3.8614	1.718
"U1482C"	31	5	81	275.47	0.81495	1.0681	3.9482	1.7125
"U1482C"	31	5	90	275.56	0.71074	0.898	4.2818	1.6751
"U1482C"	31	5	101	275.67	0.68862	1.1744	2.3004	1.6525
"U1482C"	31	5	110	275.76	0.59081	1.343	1.7449	1.6524
"U1482C"	31	5	121	275.87	0.59028	1.0243	2.2006	1.6472
"U1482C"	31	5	130	275.96	0.51071	0.78485	2.3037	1.6195
"U1482C"	31	5	141	276.07	0.52386	0.96079	2.9264	1.6898
"U1482C"	31	6	1	276.15	0.51546	0.60682	1.6413	1.7324
"U1482C"	31	6	10	276.24	0.57622	0.90783	2.4835	1.7052
"U1482C"	31	6	21	276.35	0.55631	1.0705	2.2952	1.6998
"U1482C"	31	6	30	276.44	0.66088	0.80322	2.3966	1.6769
"U1482C"	31	6	41	276.55	0.53413	0.91135	2.5468	1.6693
"U1482C"	31	6	50	276.64	0.58608	1.2344	2.4875	1.6861
"U1482C"	31	6	61	276.75	0.61513	1.1873	2.2793	1.7057
"U1482C"	31	6	70	276.84	0.5896	1.1105	3.0312	1.6916
"U1482C"	31	6	81	276.95	0.50302	0.86273	2.7096	1.6254
"U1482C"	31	6	90	277.04	0.47525	0.85739	2.5777	1.6187
"U1482C"	31	6	101	277.15	0.52105	1.1702	1.9417	1.6584
"U1482C"	31	6	110	277.24	0.47662	1.1235	1.9619	1.7001
"U1482C"	31	6	121	277.35	0.60352	1.0034	2.7977	1.6389
"U1482C"	31	6	130	277.44	0.66303	1.0286	2.4331	1.6215
"U1482C"	31	6	141	277.55	0.76864	1.0768	2.3744	1.7138
"U1482C"	31	7	1	277.6	0.88215	1.1184	3.4449	1.749
"U1482C"	31	7	10	277.69	0.92949	1.3151	4.4132	1.7275
"U1482C"	31	7	21	277.8	0.97437	1.4529	3.5163	1.7358
"U1482C"	31	7	30	277.89	0.86273	1.4201	3.932	1.7629
"U1482C"	31	7	41	278	0.70679	1.2627	4.2392	1.7509
"U1482C"	31	7	50	278.09	0.58535	1.1408	3.1784	1.7534
"U1482C"	31	7	61	278.2	0.57014	0.91919	1.7997	1.7419
"U1482C"	31	7	70	278.29	0.46475	0.52895	1.9645	1.7477
"U1482C"	31	7	81	278.4	0.42626	0.69937	2.1021	1.7553
"U1482C"	32	1	1	278.41	0.49038	0.73704	3.4305	1.6821
"U1482C"	31	7	90	278.49	0.55905	0.86925	2.6249	1.7528
"U1482C"	32	1	10	278.5	0.57621	1.0619	3.0945	1.6996
"U1482C"	31	7	101	278.6	0.72321	1.2177	3.4134	1.757
"U1482C"	32	1	21	278.61	0.52381	1.0063	2.4204	1.5825
"U1482C"	31	7	110	278.69	0.96179	1.5121	4.2442	1.7598
"U1482C"	32	1	30	278.7	0.69951	0.86991	2.2853	1.5721
"U1482C"	31	7	121	278.8	0.98145	1.317	4.6899	1.7529
"U1482C"	32	1	41	278.81	0.76105	1.0474	3.3092	1.743
"U1482C"	31	7	130	278.89	1.1307	1.5172	6.4882	1.7874
"U1482C"	32	1	50	278.9	0.92975	1.1928	4.2546	1.796
"U1482C"	31	7	141	279	1.1508	1.8317	4.9657	1.7939
"U1482C"	32	1	61	279.01	0.98239	1.3433	3.8867	1.8076
"U1482C"	32	1	70	279.1	1.1492	1.5565	5.1967	1.8199
"U1482C"	32	1	81	279.21	1.1514	1.4784	6.4736	1.8279
"U1482C"	32	1	90	279.3	1.2089	1.5002	6.0998	1.8433
"U1482C"	32	1	101	279.41	1.3618	1.9444	6.3798	1.8613
"U1482C"	32	1	110	279.5	1.2211	1.4442	5.5479	1.8119
"U1482C"	32	1	121	279.61	0.92468	1.2483	4.3115	1.7636
"U1482C"	32	1	130	279.7	0.72122	0.96945	3.5131	1.7205
"U1482C"	32	1	141	279.81	0.55531	0.7108	3.444	1.6825
"U1482C"	32	2	1	279.85	0.39855	0.71212	1.1947	1.741
"U1482C"	32	2	10	279.94	0.45538	0.75141	2.1361	1.6872
"U1482C"	32	2	21	280.05	0.39861	0.82869	1.9228	1.6225
"U1482C"	32	2	30	280.14	0.48157	0.99976	2.1989	1.6985
"U1482C"	32	2	41	280.25	0.4503	1.0107	2.9025	1.726
"U1482C"	32	2	50	280.34	0.53107	0.99198	2.6321	1.7507
"U1482C"	32	2	61	280.45	0.78656	0.95731	3.5525	1.7833
"U1482C"	32	2	70	280.54	0.83508	1.3129	4.5163	1.8023
"U1482C"	32	2	81	280.65	0.89841	1.3077	3.9959	1.7993
"U1482C"	32	2	90	280.74	0.81989	0.93336	5.0787	1.778
"U1482C"	32	2	101	280.85	0.82147	1.3245	3.6491	1.732
"U1482C"	32	2	110	280.94	0.66845	1.5511	2.8782	1.6301
"U1482C"	32	2	121	281.05	0.52845	1.0241	2.7049	1.543
"U1482C"	32	2	130	281.14	0.50971	1.2715	2.0238	1.6062
"U1482C"	32	2	141	281.25	0.35641	0.91745	1.929	1.6788
"U1482C"	32	3	1	281.33	0.27491	1.1876	1.705	1.7424
"U1482C"	32	3	10	281.42	0.43367	0.99541	2.3255	1.7193
"U1482C"	32	3	21	281.53	0.43829	1.0278	2.2665	1.69
"U1482C"	32	3	30	281.62	0.57392	0.84914	2.1452	1.7079
"U1482C"	32	3	41	281.73	0.43897	0.97978	1.9526	1.7183
"U1482C"	32	3	50	281.82	0.57609	0.9651	2.4853	1.7154
"U1482C"	32	3	61	281.93	0.63055	0.75751	2.5131	1.7218
"U1482C"	32	3	70	282.02	0.70273	1.2505	2.3574	1.7227
"U1482C"	32	3	81	282.13	0.61331	1.0661	3.8148	1.6975
"U1482C"	32	3	90	282.22	0.58192	1.1353	3.1565	1.6839
"U1482C"	32	3	101	282.33	0.65726	1.2503	3.2745	1.6934
"U1482C"	32	3	110	282.42	0.74214	1.1551	2.2769	1.6918
"U1482C"	32	3	121	282.53	0.75766	0.87813	3.2717	1.6531
"U1482C"	32	3	130	282.62	0.63022	0.86205	3.3119	1.656
"U1482C"	32	3	141	282.73	0.72308	1.3931	3.4469	1.6871
"U1482C"	32	4	1	282.8	0.45092	0.7844	2.6816	1.7247
"U1482C"	32	4	10	282.89	0.66298	0.9338	1.8608	1.6827
"U1482C"	32	4	21	283	0.53273	1.1614	2.034	1.6735
"U1482C"	32	4	30	283.09	0.48862	0.94694	2.1613	1.6623
"U1482C"	32	4	41	283.2	0.39475	0.87461	1.8701	1.6467
"U1482C"	32	4	50	283.29	0.40314	0.77363	1.906	1.6943
"U1482C"	32	4	61	283.4	0.40316	0.77447	1.4888	1.6841
"U1482C"	32	4	70	283.49	0.57767	1.1966	2.1079	1.6586
"U1482C"	32	4	81	283.6	0.45055	0.81819	2.3	1.6664
"U1482C"	32	4	90	283.69	0.50689	1.0296	2.5297	1.6494
"U1482C"	32	4	101	283.8	0.68133	1.1115	2.6754	1.6864
"U1482C"	32	4	110	283.89	0.68832	1.0465	2.6532	1.7196
"U1482C"	32	4	121	284	0.83606	1.4076	3.3711	1.6857
"U1482C"	32	4	130	284.09	0.91871	1.3451	4.3943	1.6139
"U1482C"	32	4	141	284.2	0.97901	1.4038	4.7774	1.7495
"U1482C"	32	5	1	284.27	0.84025	0.97868	2.6167	1.7676
"U1482C"	32	5	10	284.36	0.97569	1.5031	5.0043	1.7754
"U1482C"	32	5	21	284.47	1.029	1.1847	4.5109	1.7626
"U1482C"	32	5	30	284.56	0.83865	1.526	3.2259	1.7083
"U1482C"	32	5	41	284.67	0.65449	1.0402	2.8227	1.6771
"U1482C"	32	5	50	284.76	0.62127	1.0977	2.9661	1.693
"U1482C"	32	5	61	284.87	0.68743	1.1764	2.679	1.6855
"U1482C"	32	5	70	284.96	0.49412	1.0988	2.1673	1.729
"U1482C"	32	5	81	285.07	0.51156	1.0407	2.6149	1.7389
"U1482C"	32	5	90	285.16	0.54239	0.95196	3.1222	1.7025
"U1482C"	32	5	101	285.27	0.63356	0.95475	3.1696	1.7088
"U1482C"	32	5	110	285.36	0.71245	1.1986	2.7153	1.7041
"U1482C"	32	5	121	285.47	0.96691	1.453	3.5706	1.7068
"U1482C"	32	5	130	285.56	0.96979	1.5588	4.7147	1.7397
"U1482C"	32	5	141	285.67	1.1259	1.7311	5.0936	1.8212
"U1482C"	32	6	1	285.73	1.1856	1.4631	6.5966	1.8008
"U1482C"	32	6	10	285.82	1.4366	2.0072	6.7943	1.8181
"U1482C"	32	6	21	285.93	1.4098	1.6071	6.1865	1.8134
"U1482C"	32	6	30	286.02	1.4886	1.4907	7.2843	1.7903
"U1482C"	32	6	41	286.13	1.2335	1.5878	6.3791	1.8011
"U1482C"	32	6	50	286.22	1.1428	1.5534	5.4816	1.7838
"U1482C"	32	6	61	286.33	1.0728	1.5741	4.1672	1.7311
"U1482C"	32	6	70	286.42	0.977	1.4831	3.5793	1.6956
"U1482C"	32	6	81	286.53	0.56299	1.0361	3.0964	1.653
"U1482C"	32	6	90	286.62	0.50363	0.8728	2.946	1.6346
"U1482C"	32	6	101	286.73	0.4329	1.0116	2.1168	1.6127
"U1482C"	32	6	110	286.82	0.5141	1.0195	1.4284	1.6568
"U1482C"	32	6	121	286.93	0.49071	0.70512	1.6645	1.7245
"U1482C"	32	6	130	287.02	0.52896	0.89962	2.2685	1.6916
"U1482C"	32	6	141	287.13	0.61893	1.3343	2.7153	1.7582
"U1482C"	32	7	1	287.18	0.71623	0.73861	2.1489	1.6785
"U1482C"	32	7	10	287.27	0.78348	1.3174	3.5804	1.689
"U1482C"	32	7	21	287.38	0.81608	1.2739	3.7547	1.7202
"U1482C"	32	7	30	287.47	1.0991	1.4685	5.1044	1.8034
"U1482C"	32	7	41	287.58	1.1649	1.5474	6.5151	1.8482
"U1482C"	32	7	50	287.67	1.1275	1.6527	5.5502	1.8239
"U1482C"	32	7	61	287.78	1.1892	1.6414	5.1132	1.8281
"U1482C"	32	7	70	287.87	1.3547	1.8102	5.2575	1.8108
"U1482C"	33	1	1	287.91	1.0125	1.1519	4.8043	1.7309
"U1482C"	32	7	81	287.98	1.2456	1.3782	6.4369	1.7495
"U1482C"	33	1	10	288	1.0369	1.1702	4.6187	1.7019
"U1482C"	32	7	90	288.07	0.92989	1.2192	5.861	1.7113
"U1482C"	33	1	21	288.11	0.88657	1.1583	4.1857	1.6958
"U1482C"	32	7	101	288.18	0.94466	1.2701	3.9097	1.6496
"U1482C"	33	1	30	288.2	0.86661	1.2083	4.3805	1.6959
"U1482C"	32	7	110	288.27	0.7337	1.0562	2.789	1.5917
"U1482C"	33	1	41	288.31	0.67828	1.1862	4.3378	1.727
"U1482C"	32	7	121	288.38	1.0189	1.3926	3.3742	1.2541
"U1482C"	33	1	50	288.4	0.58212	1.014	3.893	1.7326
"U1482C"	33	1	61	288.51	0.67636	1.4881	2.593	1.7172
"U1482C"	33	1	70	288.6	0.59987	0.99973	2.0085	1.7094
"U1482C"	33	1	81	288.71	0.51479	1.0513	2.628	1.703
"U1482C"	33	1	90	288.8	0.46911	0.81897	1.7035	1.6946
"U1482C"	33	1	101	288.91	0.55913	1.1684	2.4658	1.6988
"U1482C"	33	1	110	289	0.66299	1.1108	2.6972	1.7395
"U1482C"	33	1	121	289.11	0.77123	1.203	3.4304	1.7766
"U1482C"	33	1	130	289.2	0.78185	1.1238	2.795	1.754
"U1482C"	33	1	141	289.31	0.81523	1.0259	3.3719	1.3298
"U1482C"	33	2	1	289.34	0.44912	0.79646	2.726	1.5566
"U1482C"	33	2	10	289.43	0.51816	0.94737	2.5158	1.6833
"U1482C"	33	2	21	289.54	0.45699	0.88152	2.015	1.6893
"U1482C"	33	2	30	289.63	0.4816	0.6171	1.715	1.6807
"U1482C"	33	2	41	289.74	0.43281	0.82775	2.4271	1.6664
"U1482C"	33	2	50	289.83	0.46653	1.0126	2.2013	1.6548
"U1482C"	33	2	61	289.94	0.47535	0.89179	1.7703	1.629
"U1482C"	33	2	70	290.03	0.65372	1.0504	2.0216	1.6673
"U1482C"	33	2	81	290.14	0.61554	0.95292	3.5665	1.6955
"U1482C"	33	2	90	290.23	0.79126	1.1822	4.6363	1.7319
"U1482C"	33	2	101	290.34	0.93032	1.6912	4.2852	1.7613
"U1482C"	33	2	110	290.43	0.96234	1.6252	4.5036	1.7732
"U1482C"	33	2	121	290.54	1.0406	1.7037	4.6503	1.7826
"U1482C"	33	2	130	290.63	0.9224	1.6142	4.1943	1.7738
"U1482C"	33	2	141	290.74	0.78266	1.1514	3.0852	1.7261
"U1482C"	33	3	1	290.8	0.53663	0.92799	2.0703	1.7422
"U1482C"	33	3	10	290.89	0.58722	1.2388	2.6156	1.7396
"U1482C"	33	3	21	291	0.5551	0.8518	1.7272	1.724
"U1482C"	33	3	30	291.09	0.5271	0.91565	2.7923	1.7192
"U1482C"	33	3	41	291.2	0.44717	0.90476	2.2928	1.7039
"U1482C"	33	3	50	291.29	0.51122	0.67391	2.2589	1.7042
"U1482C"	33	3	61	291.4	0.57343	1.1052	2.3371	1.7173
"U1482C"	33	3	70	291.49	0.64953	1.3733	2.8412	1.7385
"U1482C"	33	3	81	291.6	0.79219	1.0307	4.0514	1.7747
"U1482C"	33	3	90	291.69	0.91172	1.4825	5.0593	1.813
"U1482C"	33	3	101	291.8	1.0786	1.9645	4.9032	1.8422
"U1482C"	33	3	110	291.89	1.2192	1.6869	5.5401	1.8261
"U1482C"	33	3	121	292	1.1213	1.6217	5.6133	1.8067
"U1482C"	33	3	130	292.09	1.0642	1.3781	4.7263	1.797
"U1482C"	33	3	141	292.2	0.83882	1.3009	4.411	1.7581
"U1482C"	33	4	1	292.26	0.72013	1.1912	2.4276	1.8004
"U1482C"	33	4	10	292.35	0.70478	1.1931	2.9316	1.7671
"U1482C"	33	4	21	292.46	0.61086	0.95647	2.8305	1.7297
"U1482C"	33	4	30	292.55	0.48649	0.64361	1.9425	1.7398
"U1482C"	33	4	41	292.66	0.4662	0.84832	1.7086	1.7216
"U1482C"	33	4	50	292.75	0.4667	1.122	1.7044	1.6924
"U1482C"	33	4	61	292.86	0.5461	1.1714	1.9792	1.7108
"U1482C"	33	4	70	292.95	0.61834	0.95055	2.0198	1.731
"U1482C"	33	4	81	293.06	0.56657	1.0411	2.7688	1.7197
"U1482C"	33	4	90	293.15	0.63936	1.1481	2.6706	1.7496
"U1482C"	33	4	101	293.26	0.78824	1.6771	3.4752	1.7629
"U1482C"	33	4	110	293.35	0.90444	1.6305	3.3489	1.7674
"U1482C"	33	4	121	293.46	0.82432	1.3736	3.5894	1.7743
"U1482C"	33	4	130	293.55	0.82974	1.2948	3.7508	1.7607
"U1482C"	33	4	141	293.66	0.65201	1.2399	3.4845	1.7521
"U1482C"	33	5	1	293.71	0.42989	0.72072	2.394	1.7725
"U1482C"	33	5	10	293.8	0.50854	0.74178	2.1612	1.7406
"U1482C"	33	5	21	293.91	0.48139	0.75094	3.1247	1.6805
"U1482C"	33	5	30	294	0.48131	1.0242	2.8096	1.658
"U1482C"	33	5	41	294.11	0.5545	1.1632	2.4939	1.6218
"U1482C"	33	5	50	294.2	0.55849	1.0945	3.1775	1.6237
"U1482C"	33	5	61	294.31	0.55372	0.96737	1.7944	1.6771
"U1482C"	33	5	70	294.4	0.59138	1.2063	1.7629	1.6628
"U1482C"	33	5	81	294.51	0.62496	1.1589	2.7202	1.6453
"U1482C"	33	5	90	294.6	0.6227	0.96856	3.6031	1.6933
"U1482C"	33	5	101	294.71	0.78393	1.6388	4.2674	1.7232
"U1482C"	33	5	110	294.8	0.85824	1.2546	3.1905	1.7337
"U1482C"	33	5	121	294.91	0.8885	1.1497	3.3313	1.7471
"U1482C"	33	5	130	295	0.85216	1.213	3.4912	1.7367
"U1482C"	33	5	141	295.11	0.71542	1.4182	3.2386	1.7444
"U1482C"	33	5	150	295.2	0.57803	0.9305	2.397	1.7811
"U1482C"	33	6	1	295.21	0.52817	0.62944	2.2284	1.79
"U1482C"	33	6	10	295.3	0.65407	1.0876	3.0585	1.7453
"U1482C"	33	6	21	295.41	0.61834	1.1011	3.9876	1.7088
"U1482C"	33	6	30	295.5	0.67777	0.9517	3.0817	1.7191
"U1482C"	33	6	41	295.61	0.56694	1.1643	3.1765	1.7073
"U1482C"	33	6	50	295.7	0.59504	0.98331	2.8313	1.7248
"U1482C"	33	6	61	295.81	0.70841	1.1182	3.0031	1.7543
"U1482C"	33	6	70	295.9	0.753	1.1977	3.2253	1.7455
"U1482C"	33	6	81	296.01	0.71724	1.3538	3.1947	1.781
"U1482C"	33	6	90	296.1	0.76135	1.0347	4.3178	1.8101
"U1482C"	33	6	101	296.21	0.88928	1.7284	3.7709	1.7617
"U1482C"	33	6	110	296.3	0.89447	1.5906	3.7982	1.7284
"U1482C"	33	6	121	296.41	0.86441	1.2794	3.1524	1.7374
"U1482C"	33	6	130	296.5	0.89196	1.2449	3.8678	1.7265
"U1482C"	33	6	141	296.61	0.75141	1.4474	3.3421	1.7034
"U1482C"	33	7	1	296.67	0.41707	0.66475	2.2772	1.7516
"U1482C"	33	7	10	296.76	0.50788	0.82851	2.2324	1.7557
"U1482C"	33	7	21	296.87	0.59023	1.0803	2.2647	1.7227
"U1482C"	33	7	30	296.96	0.51692	0.94547	2.2006	1.6649
"U1482C"	33	7	41	297.07	0.48046	0.97175	2.3994	1.6282
"U1482C"	33	7	50	297.16	0.59651	1.2519	2.5111	1.533
"U1482C"	33	7	61	297.27	0.57925	1.1628	2.1129	1.6322
"U1482C"	33	7	70	297.36	0.56675	1.306	1.9481	1.6658
"U1482C"	34	1	1	297.41	0.6031	0.93478	2.3613	1.6893
"U1482C"	33	7	81	297.47	0.67322	1.4435	2.1065	1.6838
"U1482C"	34	1	10	297.5	0.56337	0.79626	2.9843	1.7095
"U1482C"	33	7	90	297.56	0.64237	1.3859	2.6203	1.7014
"U1482C"	34	1	21	297.61	0.6192	1.1088	3.0194	1.7156
"U1482C"	33	7	101	297.67	0.88422	1.5074	4.2191	1.7123
"U1482C"	34	1	30	297.7	0.5856	1.1418	2.5809	1.7224
"U1482C"	33	7	110	297.76	0.82902	1.431	2.5682	1.7514
"U1482C"	34	1	41	297.81	0.5437	1.1405	3.9424	1.7429
"U1482C"	33	7	121	297.87	0.92365	1.0231	3.6992	1.8138
"U1482C"	34	1	50	297.9	0.5903	1.0493	3.0635	1.7516
"U1482C"	33	7	130	297.96	0.85281	1.3769	4.8233	1.7536
"U1482C"	34	1	61	298.01	0.76315	1.0636	2.5946	1.7645
"U1482C"	34	1	70	298.1	0.77072	1.0728	3.2145	1.7709
"U1482C"	34	1	81	298.21	0.57185	0.95603	2.8495	1.7712
"U1482C"	34	1	90	298.3	0.59565	0.89361	3.4869	1.7702
"U1482C"	34	1	101	298.41	0.57882	0.85933	2.2571	1.77
"U1482C"	34	1	110	298.5	0.52303	1.1726	2.0777	1.7608
"U1482C"	34	1	121	298.61	0.57759	0.90229	2.4224	1.7513
"U1482C"	34	1	130	298.7	0.55244	0.72765	2.2902	1.7593
"U1482C"	34	1	141	298.81	0.5142	0.90365	3.2301	1.759
"U1482C"	34	2	1	298.83	0.58453	0.67922	1.5347	1.7698
"U1482C"	34	2	10	298.92	0.62463	1.1446	2.909	1.7808
"U1482C"	34	2	21	299.03	0.68638	1.0354	3.6324	1.8172
"U1482C"	34	2	30	299.12	0.92167	1.1431	3.4749	1.8108
"U1482C"	34	2	41	299.23	0.83919	1.2579	4.6092	1.7898
"U1482C"	34	2	50	299.32	0.83234	1.539	4.3272	1.8136
"U1482C"	34	2	61	299.43	1.041	1.5959	4.0515	1.827
"U1482C"	34	2	70	299.52	0.91932	1.3205	4.4326	1.8081
"U1482C"	34	2	81	299.63	0.77091	1.0522	3.9289	1.7937
"U1482C"	34	2	90	299.72	0.63986	0.98658	3.2664	1.7804
"U1482C"	34	2	101	299.83	0.69076	0.98108	2.5412	1.7755
"U1482C"	34	2	110	299.92	0.58296	0.92223	2.8113	1.7837
"U1482C"	34	2	121	300.03	0.56994	0.78722	2.9839	1.7895
"U1482C"	34	2	130	300.12	0.62267	0.68803	2.4201	1.7261
"U1482C"	34	2	141	300.23	0.60013	1.2031	4.2053	1.2818
"U1482C"	34	3	1	300.25	0.52345	0.65461	1.7895	1.3756
"U1482C"	34	3	10	300.34	0.62475	0.86541	2.4797	1.7078
"U1482C"	34	3	21	300.45	0.60197	0.93827	2.6304	1.8073
"U1482C"	34	3	30	300.54	0.71958	1.3719	3.487	1.8249
"U1482C"	34	3	41	300.65	0.74105	1.2753	3.201	1.845
"U1482C"	34	3	50	300.74	0.74918	1.2991	3.2697	1.852
"U1482C"	34	3	61	300.85	0.98967	1.5433	3.5298	1.8481
"U1482C"	34	3	70	300.94	0.97752	1.1876	3.4848	1.8496
"U1482C"	34	3	81	301.05	0.80375	1.2481	4.2601	1.8386
"U1482C"	34	3	90	301.14	0.70419	0.91665	3.2902	1.7892
"U1482C"	34	3	101	301.25	0.62762	1.0657	2.4471	1.7381
"U1482C"	34	3	110	301.34	0.56436	0.77663	2.6526	1.72
"U1482C"	34	3	121	301.45	0.52162	0.83923	2.2146	1.7297
"U1482C"	34	3	130	301.54	0.45826	0.91702	1.9374	1.7474
"U1482C"	34	3	141	301.65	0.47324	0.7252	2.0893	1.762
"U1482C"	34	4	1	301.69	0.40593	0.69361	0.61654	1.5157
"U1482C"	34	4	10	301.78	0.49133	0.96918	1.6868	1.6695
"U1482C"	34	4	21	301.89	0.60627	0.87816	2.32	1.7428
"U1482C"	34	4	30	301.98	0.64948	1.1008	2.3539	1.7677
"U1482C"	34	4	41	302.09	0.68776	1.0704	3.3902	1.7624
"U1482C"	34	4	50	302.18	0.75179	1.2661	3.6951	1.7881
"U1482C"	34	4	61	302.29	0.91831	1.3802	3.3072	1.8207
"U1482C"	34	4	70	302.38	0.87461	1.1269	3.5783	1.8363
"U1482C"	34	4	81	302.49	0.70953	1.3419	4.3293	1.8257
"U1482C"	34	4	90	302.58	0.66847	1.0145	3.3351	1.8079
"U1482C"	34	4	101	302.69	0.72087	1.3801	2.543	1.7742
"U1482C"	34	4	110	302.78	0.64385	0.971	2.8083	1.7396
"U1482C"	34	4	121	302.89	0.51457	0.7938	2.1464	1.7207
"U1482C"	34	4	130	302.98	0.40239	0.65285	1.6774	1.7011
"U1482C"	34	4	141	303.09	0.71182	0.77822	3.1856	1.4076
"U1482C"	34	5	1	303.12	0.37113	0.51745	2.4808	1.8131
"U1482C"	34	5	10	303.21	0.52491	0.6663	2.1803	1.7976
"U1482C"	34	5	21	303.32	0.48411	0.69114	2.0365	1.7064
"U1482C"	34	5	30	303.41	0.61871	1.0542	1.7656	1.552
"U1482C"	34	5	41	303.52	0.43249	1.0756	2.0501	1.603
"U1482C"	34	5	50	303.61	0.38526	1.1312	2.9407	1.6607
"U1482C"	34	5	61	303.72	0.53783	1.1127	2.0954	1.7057
"U1482C"	34	5	70	303.81	0.57231	1.2502	2.1382	1.7231
"U1482C"	34	5	81	303.92	0.55679	1.1562	2.4352	1.7498
"U1482C"	34	5	90	304.01	0.68611	1.3112	3.0712	1.754
"U1482C"	34	5	101	304.12	0.63206	1.2781	2.7921	1.7085
"U1482C"	34	5	110	304.21	0.71576	1.2783	1.9852	1.6151
"U1482C"	34	5	121	304.32	0.67585	0.94138	2.9208	1.4055
"U1482C"	34	5	130	304.41	0.58853	1.2083	2.3654	1.2292
"U1482C"	34	5	141	304.52	0.44877	0.95464	2.2053	1.657
"U1482C"	34	6	1	304.6	0.483	0.77253	2.1324	1.7512
"U1482C"	34	5	150	304.61	0.36027	0.96717	1.8429	1.7626
"U1482C"	34	6	10	304.69	0.46555	0.7253	2.0168	1.748
"U1482C"	34	6	21	304.8	0.50591	0.91832	2.3623	1.7116
"U1482C"	34	6	30	304.89	0.47398	0.81455	2.5164	1.6536
"U1482C"	34	6	41	305	0.47037	1.0115	2.3514	1.5442
"U1482C"	34	6	50	305.09	0.48523	0.96048	2.4541	1.5125
"U1482C"	34	6	61	305.2	0.48733	1.0696	1.7589	1.6753
"U1482C"	34	6	70	305.29	0.50872	1.0405	2.1025	1.6628
"U1482C"	34	6	81	305.4	0.56463	0.84559	2.2979	1.5436
"U1482C"	34	6	90	305.49	0.52787	0.99259	2.2423	1.5741
"U1482C"	34	6	101	305.6	0.48297	1.1023	1.9163	1.6804
"U1482C"	34	6	110	305.69	0.58797	1.1105	2.0478	1.6604
"U1482C"	34	6	121	305.8	0.6196	1.1777	2.1848	1.5964
"U1482C"	34	6	130	305.89	0.56877	1.0943	1.7614	1.6118
"U1482C"	34	6	141	306	0.56038	1.5506	2.7935	1.6652
"U1482C"	34	6	150	306.09	0.56785	0.55839	2.8647	1.6939
"U1482C"	34	7	1	306.1	0.55842	0.96506	3.7436	1.1675
"U1482C"	34	7	10	306.19	0.58258	1.1581	2.7679	1.5584
"U1482C"	34	7	21	306.3	0.69562	1.0349	2.9168	1.6785
"U1482C"	34	7	30	306.39	0.75612	1.0405	3.5519	1.6916
"U1482C"	34	7	41	306.5	0.67538	0.93819	3.1348	1.708
"U1482C"	34	7	50	306.59	0.66251	0.95388	3.9748	1.7143
"U1482C"	34	7	61	306.7	0.75991	0.96782	3.1024	1.6982
"U1482C"	34	7	70	306.79	0.76251	1.189	3.7836	1.6869
"U1482C"	34	7	81	306.9	0.65677	1.0402	2.5868	1.7025
"U1482C"	35	1	1	306.91	0.44772	0.97683	1.1028	1.6551
"U1482C"	34	7	90	306.99	0.59254	0.76647	2.6472	1.6841
"U1482C"	35	1	10	307	0.49558	0.9661	2.152	1.6748
"U1482C"	34	7	101	307.1	0.58178	1.315	2.357	1.4758
"U1482C"	35	1	21	307.11	0.68685	0.91329	2.8121	1.7662
"U1482C"	34	7	110	307.19	0.46537	0.80184	2.2593	1.4601
"U1482C"	35	1	30	307.2	0.72633	1.3908	2.8641	1.8001
"U1482C"	34	7	121	307.3	0.39451	0.8627	2.3296	1.6503
"U1482C"	35	1	41	307.31	0.77327	1.3504	3.5151	1.8174
