Time_Ma,GR_gAPI
7.284,35.45792578
7.285,35.24994563
7.286,35.04918288
7.287,34.8567926
7.288,34.68642579
7.289,34.55051549
7.29,34.45371678
7.291,34.40296866
7.292,34.3761865
7.293,34.36364448
7.294,34.36351453
7.295,34.38101326
7.296,34.42013341
7.297,34.47805796
7.298,34.56575843
7.299,34.66190234
7.3,34.73750574
7.301,34.7805332
7.302,34.78861642
7.303,34.76939968
7.304,34.73183129
7.305,34.68928204
7.306,34.65886877
7.307,34.6439828
7.308,34.64139728
7.309,34.63314613
7.31,34.61546579
7.311,34.59299175
7.312,34.5680717
7.313,34.54076002
7.314,34.50760042
7.315,34.46258056
7.316,34.40014696
7.317,34.31605348
7.318,34.20583959
7.319,34.07479194
7.32,33.95845933
7.321,33.88141564
7.322,33.85534348
7.323,33.89423241
7.324,33.99099641
7.325,34.13279644
7.326,34.30552977
7.327,34.49779152
7.328,34.71437167
7.329,34.95767123
7.33,35.22322319
7.331,35.50433708
7.332,35.7827965
7.333,36.028351
7.334,36.20658423
7.335,36.33018796
7.336,36.40174913
7.337,36.42449491
7.338,36.40381367
7.339,36.34539051
7.34,36.24917631
7.341,36.12002935
7.342,35.95383076
7.343,35.74799844
7.344,35.5033182
7.345,35.21517893
7.346,34.89275393
7.347,34.53549187
7.348,34.1438575
7.349,33.72705099
7.35,33.37293392
7.351,33.07602694
7.352,32.83139703
7.353,32.65964633
7.354,32.58753023
7.355,32.64970155
7.356,32.87497136
7.357,33.23455095
7.358,33.72730094
7.359,34.34843189
7.36,35.08563812
7.361,35.84776448
7.362,36.62879762
7.363,37.42799263
7.364,38.2429725
7.365,39.06739196
7.366,39.88191483
7.367,40.65992072
7.368,41.40647563
7.369,42.11855134
7.37,42.76986317
7.371,43.29745638
7.372,43.7267311
7.373,44.08412813
7.374,44.36970888
7.375,44.57916422
7.376,44.70281846
7.377,44.69297392
7.378,44.51862249
7.379,44.19579508
7.38,43.72449766
7.381,43.12759646
7.382,42.47937133
7.383,41.79837509
7.384,41.09483799
7.385,40.36905131
7.386,39.62731269
7.387,38.8831403
7.388,38.17280262
7.389,37.5160653
7.39,36.91014327
7.391,36.35503499
7.392,35.84278996
7.393,35.33649922
7.394,34.83194945
7.395,34.32924043
7.396,33.82842034
7.397,33.33544297
7.398,32.86459862
7.399,32.4649145
7.4,32.10710505
7.401,31.79110139
7.402,31.5169021
7.403,31.28210663
7.404,31.07315033
7.405,30.91828231
7.406,30.826618
7.407,30.80126096
7.408,30.84009084
7.409,30.93943212
7.41,31.07982794
7.411,31.24245773
7.412,31.42673143
7.413,31.63264811
7.414,31.86013256
7.415,32.11280897
7.416,32.36322833
7.417,32.5960113
7.418,32.80665339
7.419,32.99569572
7.42,33.16344568
7.421,33.32406857
7.422,33.49649279
7.423,33.68312858
7.424,33.88419104
7.425,34.09921478
7.426,34.29355368
7.427,34.44882824
7.428,34.56141245
7.429,34.62968556
7.43,34.65378083
7.431,34.62768749
7.432,34.56535918
7.433,34.44680109
7.434,34.26494205
7.435,34.01772046
7.436,33.70265632
7.437,33.33350683
7.438,32.96777353
7.439,32.6501853
7.44,32.40199243
7.441,32.22319282
7.442,32.12843765
7.443,32.0872485
7.444,32.06732856
7.445,32.05522396
7.446,32.04493412
7.447,32.03662442
7.448,32.03555543
7.449,32.03631104
7.45,32.01066827
7.451,31.94125925
7.452,31.82808337
7.453,31.65957578
7.454,31.47575516
7.455,31.30859962
7.456,31.17953827
7.457,31.10129252
7.458,31.08119602
7.459,31.0869546
7.46,31.06157503
7.461,31.00787542
7.462,30.93509669
7.463,30.84278024
7.464,30.72625457
7.465,30.62504703
7.466,30.56444124
7.467,30.56508886
7.468,30.64156481
7.469,30.80884785
7.47,31.07066301
7.471,31.45499525
7.472,31.94873552
7.473,32.52999259
7.474,33.2030145
7.475,33.97957462
7.476,34.80594578
7.477,35.63955818
7.478,36.43400535
7.479,37.14367439
7.48,37.74730842
7.481,38.26105633
7.482,38.67277172
7.483,38.97651115
7.484,39.17144149
7.485,39.24300907
7.486,39.18774001
7.487,39.0026002
7.488,38.68230041
7.489,38.24408605
7.49,37.7350197
7.491,37.13604151
7.492,36.46696505
7.493,35.75791298
7.494,35.01953537
7.495,34.24760256
7.496,33.43096936
7.497,32.57244965
7.498,31.70892224
7.499,30.88411778
7.5,30.13321559
7.501,29.46806855
7.502,28.9020172
7.503,28.4165649
7.504,28.0126285
7.505,27.69958822
7.506,27.49527142
7.507,27.45285929
7.508,27.54867494
7.509,27.76002297
7.51,28.05084032
7.511,28.38579347
7.512,28.77012557
7.513,29.20646427
7.514,29.68701092
7.515,30.21719447
7.516,30.79406152
7.517,31.40148374
7.518,31.98702424
7.519,32.55555392
7.52,33.10652144
7.521,33.63605482
7.522,34.142046
7.523,34.64526883
7.524,35.15312988
7.525,35.66512038
7.526,36.16781535
7.527,36.64554856
7.528,37.08377529
7.529,37.50693735
7.53,37.917987
7.531,38.31692097
7.532,38.70370633
7.533,39.07536455
7.534,39.38092282
7.535,39.60233293
7.536,39.74509631
7.537,39.82247466
7.538,39.85765396
7.539,39.88865147
7.54,39.90943276
7.541,39.92162598
7.542,39.92523292
7.543,39.9127683
7.544,39.86778563
7.545,39.79743622
7.546,39.72949639
7.547,39.66392675
7.548,39.59782209
7.549,39.52384479
7.55,39.41530473
7.551,39.24811471
7.552,39.02687021
7.553,38.75111539
7.554,38.43159254
7.555,38.09891938
7.556,37.77546468
7.557,37.44879068
7.558,37.11849618
7.559,36.78467318
7.56,36.44787603
7.561,36.11279666
7.562,35.77837706
7.563,35.44430072
7.564,35.11049754
7.565,34.77302634
7.566,34.41476287
7.567,34.01822719
7.568,33.65282058
7.569,33.32474189
7.57,33.0339897
7.571,32.78121991
7.572,32.6029999
7.573,32.48996922
7.574,32.44105647
7.575,32.45656425
7.576,32.53718284
7.577,32.69667757
7.578,32.94817283
7.579,33.18448024
7.58,33.38580577
7.581,33.54910738
7.582,33.67352309
7.583,33.75066976
7.584,33.80470075
7.585,33.85392963
7.586,33.90666847
7.587,33.96198975
7.588,34.0101202
7.589,33.9758067
7.59,33.89577474
7.591,33.78325446
7.592,33.64404998
7.593,33.47613345
7.594,33.274133
7.595,33.05106236
7.596,32.8360499
7.597,32.64581978
7.598,32.48037527
7.599,32.34588266
7.6,32.35316587
7.601,32.48100775
7.602,32.71471952
7.603,33.04287658
7.604,33.477675
7.605,34.00601586
7.606,34.59180797
7.607,35.19805431
7.608,35.79960516
7.609,36.39497166
7.61,36.98247226
7.611,37.52759191
7.612,38.02199374
7.613,38.4624737
7.614,38.84942365
7.615,39.17308336
7.616,39.42766577
7.617,39.58304765
7.618,39.65962064
7.619,39.68719759
7.62,39.67623791
7.621,39.62062064
7.622,39.55428772
7.623,39.48750449
7.624,39.4113389
7.625,39.30054098
7.626,39.14695598
7.627,38.95674253
7.628,38.77637574
7.629,38.60794366
7.63,38.43472972
7.631,38.23722325
7.632,38.01406787
7.633,37.76880327
7.634,37.50099824
7.635,37.21756725
7.636,36.9354455
7.637,36.6563271
7.638,36.37955269
7.639,36.06624941
7.64,35.7033731
7.641,35.29999059
7.642,34.89245157
7.643,34.4809159
7.644,34.07226889
7.645,33.68875181
7.646,33.33953077
7.647,32.9977516
7.648,32.64958233
7.649,32.29627979
7.65,31.95538594
7.651,31.64354638
7.652,31.37386641
7.653,31.15554217
7.654,30.98224357
7.655,30.85097018
7.656,30.75003224
7.657,30.66945472
7.658,30.62269944
7.659,30.62719673
7.66,30.67470784
7.661,30.75127683
7.662,30.83463721
7.663,30.89667112
7.664,30.99601486
7.665,31.12987137
7.666,31.29761805
7.667,31.51479398
7.668,31.80056874
7.669,32.15624866
7.67,32.52485361
7.671,32.90481233
7.672,33.29613698
7.673,33.69887309
7.674,34.11352509
7.675,34.50521767
7.676,34.86585433
7.677,35.19497256
7.678,35.48734691
7.679,35.73352864
7.68,35.91267296
7.681,36.05995761
7.682,36.17788251
7.683,36.26644892
7.684,36.31508627
7.685,36.27571025
7.686,36.13523417
7.687,35.91261202
7.688,35.60801484
7.689,35.22847016
7.69,34.79012426
7.691,34.3376472
7.692,33.89125136
7.693,33.45311011
7.694,33.02405892
7.695,32.60862006
7.696,32.23752015
7.697,31.92963584
7.698,31.68484954
7.699,31.50451235
7.7,31.38803285
7.701,31.33515819
7.702,31.32827494
7.703,31.38315533
7.704,31.5121639
7.705,31.72071892
7.706,32.00865739
7.707,32.38966655
7.708,32.85419328
7.709,33.3575753
7.71,33.89038601
7.711,34.45219299
7.712,35.04515424
7.713,35.65261776
7.714,36.25364817
7.715,36.82794734
7.716,37.36456549
7.717,37.86337767
7.718,38.31174308
7.719,38.70781919
7.72,39.06930729
7.721,39.40470282
7.722,39.71803418
7.723,40.00648505
7.724,40.23871852
7.725,40.40975669
7.726,40.52903213
7.727,40.60478415
7.728,40.63668667
7.729,40.61263358
7.73,40.59083485
7.731,40.55947454
7.732,40.50529918
7.733,40.41656921
7.734,40.28703668
7.735,40.13754405
7.736,39.99449828
7.737,39.83866118
7.738,39.64593982
7.739,39.40747565
7.74,39.11587042
7.741,38.76190094
7.742,38.34715064
7.743,37.88775188
7.744,37.41047886
7.745,36.91114798
7.746,36.39038136
7.747,35.83439269
7.748,35.25100206
7.749,34.65729803
7.75,34.06869471
7.751,33.48549086
7.752,32.92306617
7.753,32.39521533
7.754,31.89903596
7.755,31.40889511
7.756,30.9245036
7.757,30.44460703
7.758,30.00255461
7.759,29.61789148
7.76,29.30073361
7.761,29.07595229
7.762,28.94029431
7.763,28.87392936
7.764,28.85256882
7.765,28.86284914
7.766,28.92447144
7.767,29.06014263
7.768,29.25523129
7.769,29.49243207
7.77,29.75513822
7.771,30.02639881
7.772,30.25116755
7.773,30.43506322
7.774,30.58086592
7.775,30.70636226
7.776,30.82840855
7.777,30.93777756
7.778,31.01392078
7.779,31.06221346
7.78,31.07877321
7.781,31.05690785
7.782,30.98852135
7.783,30.92775312
7.784,30.88887953
7.785,30.87147509
7.786,30.86554551
7.787,30.8560436
7.788,30.82845776
7.789,30.75612966
7.79,30.64455069
7.791,30.49527636
7.792,30.32264046
7.793,30.16435231
7.794,30.01128434
7.795,29.85268061
7.796,29.68820629
7.797,29.52226254
7.798,29.36344645
7.799,29.23122663
7.8,29.18013656
7.801,29.21108308
7.802,29.32598592
7.803,29.51377248
7.804,29.73458229
7.805,29.96459669
7.806,30.17649258
7.807,30.36782943
7.808,30.53981098
7.809,30.69570412
7.81,30.86004052
7.811,31.02409162
7.812,31.18379437
7.813,31.33771896
7.814,31.48736069
7.815,31.64151929
7.816,31.81179826
7.817,31.97889204
7.818,32.13891549
7.819,32.29103199
7.82,32.43508708
7.821,32.50205959
7.822,32.50557874
7.823,32.45773944
7.824,32.36408199
7.825,32.22533788
7.826,32.04061402
7.827,31.8445011
7.828,31.62274549
7.829,31.36554518
7.83,31.06708311
7.831,30.72435059
7.832,30.3397849
7.833,29.92604072
7.834,29.4804382
7.835,29.00113025
7.836,28.48798857
7.837,27.93268762
7.838,27.36285394
7.839,26.80238798
7.84,26.28866992
7.841,25.85659905
7.842,25.51647276
7.843,25.26426227
7.844,25.07191685
7.845,24.92538402
7.846,24.81303894
7.847,24.72739017
7.848,24.67589674
7.849,24.66976907
7.85,24.71750361
7.851,24.80854214
7.852,24.92230499
7.853,25.06283906
7.854,25.22866221
7.855,25.42117728
7.856,25.6540192
7.857,25.94941064
7.858,26.34844332
7.859,26.86821455
7.86,27.45862274
7.861,28.07607294
7.862,28.68703321
7.863,29.27109512
7.864,29.80584766
7.865,30.29816071
7.866,30.7660927
7.867,31.2195764
7.868,31.66598478
7.869,32.1126247
7.87,32.55951299
7.871,33.00660958
7.872,33.47454211
7.873,33.97465237
7.874,34.50044342
7.875,35.03887511
7.876,35.58721256
7.877,36.12823296
7.878,36.63567863
7.879,37.08506791
7.88,37.484307
7.881,37.8432925
7.882,38.16658041
7.883,38.47055384
7.884,38.77245796
7.885,39.08282614
7.886,39.38912997
7.887,39.6921776
7.888,39.99181818
7.889,40.28470444
7.89,40.56467228
7.891,40.82066678
7.892,41.04238619
7.893,41.23220685
7.894,41.39459009
7.895,41.53732587
7.896,41.67260683
7.897,41.75946833
7.898,41.79320854
7.899,41.77244964
7.9,41.69177314
7.901,41.53925168
7.902,41.28836658
7.903,41.00086873
7.904,40.67752237
7.905,40.31852568
7.906,39.92574038
7.907,39.50526201
7.908,39.04856412
7.909,38.54906162
7.91,38.00477093
7.911,37.41760011
7.912,36.79174328
7.913,36.13402788
7.914,35.46693797
7.915,34.79572778
7.916,34.1226776
7.917,33.45076279
7.918,32.81730621
7.919,32.23561414
7.92,31.74663111
7.921,31.36200577
7.922,31.08137721
7.923,30.91211736
7.924,30.81674575
7.925,30.78163317
7.926,30.80559388
7.927,30.88795656
7.928,31.02898945
7.929,31.25318705
7.93,31.55929625
7.931,31.92400849
7.932,32.33436771
7.933,32.78323688
7.934,33.27594167
7.935,33.79417657
7.936,34.32831906
7.937,34.86072931
7.938,35.37876722
7.939,35.88216994
7.94,36.36508917
7.941,36.77618874
7.942,37.10823889
7.943,37.35118998
7.944,37.49394938
7.945,37.5173337
7.946,37.43141418
7.947,37.24772481
7.948,36.99566154
7.949,36.70928502
7.95,36.41138712
7.951,36.10034812
7.952,35.80427071
7.953,35.5333484
7.954,35.27993879
7.955,35.0202047
7.956,34.75132247
7.957,34.47492058
7.958,34.21346715
7.959,33.97851332
7.96,33.77908633
7.961,33.6413393
7.962,33.56768803
7.963,33.55675307
7.964,33.62033257
7.965,33.76290368
7.966,33.97693476
7.967,34.27344005
7.968,34.63394017
7.969,35.01883507
7.97,35.39894914
7.971,35.75284618
7.972,36.04393648
7.973,36.27272982
7.974,36.44567805
7.975,36.58189804
7.976,36.6990202
7.977,36.79800577
7.978,36.88161329
7.979,36.95277446
7.98,37.00533037
7.981,37.02768422
7.982,37.00721805
7.983,36.97771915
7.984,36.97300339
7.985,36.99161605
7.986,37.03880807
7.987,37.12166836
7.988,37.25063307
7.989,37.3629102
7.99,37.45333237
7.991,37.52093408
7.992,37.57498524
7.993,37.63685428
7.994,37.70707369
7.995,37.76558759
7.996,37.8125008
7.997,37.8471916
7.998,37.86820356
7.999,37.86852722
8,37.86980394
8.001,37.88844371
8.002,37.92769006
8.003,37.97811143
8.004,38.01053892
8.005,37.983131
8.006,37.94366591
8.007,37.90027626
8.008,37.85626032
8.009,37.8158417
8.01,37.84235384
8.011,37.9371484
8.012,38.09378251
8.013,38.31180576
8.014,38.59197199
8.015,38.94371929
8.016,39.39513871
8.017,39.8974861
8.018,40.41519971
8.019,40.92772571
8.02,41.43463951
8.021,41.91131734
8.022,42.34343916
8.023,42.73424129
8.024,43.08510451
8.025,43.39673864
8.026,43.66324319
8.027,43.84207282
8.028,43.93617789
8.029,43.95937051
8.03,43.92380287
8.031,43.82769211
8.032,43.65766723
8.033,43.43112313
8.034,43.1521299
8.035,42.82756665
8.036,42.46542632
8.037,42.05805839
8.038,41.64886088
8.039,41.27988823
8.04,40.98356484
8.041,40.78702459
8.042,40.72183136
8.043,40.80327144
8.044,41.00309751
8.045,41.32026803
8.046,41.72104655
8.047,42.13748382
8.048,42.56193013
8.049,42.99262465
8.05,43.40900234
8.051,43.79409372
8.052,44.1227518
8.053,44.30767139
8.054,44.34635399
8.055,44.25349186
8.056,44.02089888
8.057,43.66368203
8.058,43.23473451
8.059,42.80878094
8.06,42.38517237
8.061,41.93413192
8.062,41.43152043
8.063,40.86127226
8.064,40.21363571
8.065,39.49504891
8.066,38.71215638
8.067,37.91707238
8.068,37.16069031
8.069,36.45371589
8.07,35.80315967
8.071,35.19871758
8.072,34.65445608
8.073,34.20690715
8.074,33.90957396
8.075,33.77565976
8.076,33.74683361
8.077,33.81807489
8.078,33.95473773
8.079,34.10431686
8.08,34.20046912
8.081,34.23883564
8.082,34.2270661
8.083,34.16505541
8.084,34.05196355
8.085,33.88557355
8.086,33.6496932
8.087,33.4127395
8.088,33.17617045
8.089,32.94053425
8.09,32.70584073
8.091,32.47231863
8.092,32.23853243
8.093,32.00153584
8.094,31.76069271
8.095,31.52068575
8.096,31.29747697
8.097,31.13274796
8.098,31.02390246
8.099,30.97648613
8.1,30.99320312
8.101,31.07416822
8.102,31.23620439
8.103,31.46930705
8.104,31.75323997
8.105,32.08116489
8.106,32.45080161
8.107,32.86671398
8.108,33.26932833
8.109,33.65832099
8.11,34.02934494
8.111,34.37966723
8.112,34.70930171
8.113,35.01396447
8.114,35.30260254
8.115,35.57609555
8.116,35.83537409
8.117,36.0813217
8.118,36.3117708
8.119,36.51682978
8.12,36.69295079
8.121,36.83307739
8.122,36.93106001
8.123,36.98108284
8.124,36.97356875
8.125,36.93990003
8.126,36.88385303
8.127,36.8025597
8.128,36.68862667
8.129,36.53437813
8.13,36.34530848
8.131,36.12924716
8.132,35.88689776
8.133,35.61645817
8.134,35.31073476
8.135,34.96644866
8.136,34.58906927
8.137,34.17756646
8.138,33.74440339
8.139,33.31859671
8.14,32.95109269
8.141,32.63064871
8.142,32.3639335
8.143,32.15606762
8.144,32.0074109
8.145,31.9095014
8.146,31.85664494
8.147,31.84315628
8.148,31.87554961
8.149,31.95893378
8.15,32.09461936
8.151,32.27918846
8.152,32.50241633
8.153,32.76535394
8.154,33.07047026
8.155,33.4202939
8.156,33.81638509
8.157,34.23952746
8.158,34.68745999
8.159,35.13943874
8.16,35.56674023
8.161,35.93358479
8.162,36.25519139
8.163,36.55055382
8.164,36.82066436
8.165,37.0713455
8.166,37.31453194
8.167,37.55410476
8.168,37.78909472
8.169,38.01950822
8.17,38.24564035
8.171,38.46984046
8.172,38.70347926
8.173,38.94644243
8.174,39.19611644
8.175,39.45229185
8.176,39.71687152
8.177,39.99499685
8.178,40.3076767
8.179,40.64501243
8.18,41.00458574
8.181,41.38533403
8.182,41.78531473
8.183,42.18844579
8.184,42.58114657
8.185,42.9261616
8.186,43.20305574
8.187,43.40108859
8.188,43.51486898
8.189,43.5339434
8.19,43.47590576
8.191,43.37807192
8.192,43.26277763
8.193,43.13231222
8.194,42.98331817
8.195,42.82026205
8.196,42.63626914
8.197,42.41122484
8.198,42.12476394
8.199,41.76941991
8.2,41.44570145
8.201,41.16649326
8.202,40.92634769
8.203,40.71525587
8.204,40.52250221
8.205,40.35340114
8.206,40.24966154
8.207,40.22707849
8.208,40.27531476
8.209,40.36842904
8.21,40.49861752
8.211,40.66410711
8.212,40.81293505
8.213,40.93304132
8.214,41.00985239
8.215,40.99742122
8.216,40.87956072
8.217,40.68601776
8.218,40.44216289
8.219,40.16954571
8.22,39.88194355
8.221,39.55730131
8.222,39.18294385
8.223,38.77230729
8.224,38.33572143
8.225,37.88337806
8.226,37.42469104
8.227,36.97346812
8.228,36.52854122
8.229,36.11449292
8.23,35.752409
8.231,35.45199128
8.232,35.14844523
8.233,34.82187919
8.234,34.47257158
8.235,34.12361689
8.236,33.80628838
8.237,33.52641818
8.238,33.29869
8.239,33.11701113
8.24,32.96875923
8.241,32.82582601
8.242,32.63413746
8.243,32.40875212
8.244,32.20838792
8.245,32.03526704
8.246,31.88480245
8.247,31.74831178
8.248,31.61534815
8.249,31.48678615
8.25,31.36315639
8.251,31.24469106
8.252,31.14430868
8.253,31.12058183
8.254,31.20519736
8.255,31.34922355
8.256,31.54321968
8.257,31.78317722
8.258,32.06858666
8.259,32.39456777
8.26,32.75266525
8.261,33.11655658
8.262,33.47692481
8.263,33.83086244
8.264,34.15789791
8.265,34.39601879
8.266,34.56142654
8.267,34.66374263
8.268,34.70988429
8.269,34.69831529
8.27,34.61414885
8.271,34.4715853
8.272,34.29773493
8.273,34.12001833
8.274,33.96167272
8.275,33.82658278
8.276,33.74997661
8.277,33.73500978
8.278,33.77600066
8.279,33.86438227
8.28,33.99983909
8.281,34.18898035
8.282,34.45440593
8.283,34.79885322
8.284,35.20386555
8.285,35.63252602
8.286,36.09083423
8.287,36.56777349
8.288,37.05092862
8.289,37.53539516
8.29,38.01905162
8.291,38.49577744
8.292,38.96541437
8.293,39.39433322
8.294,39.75551032
8.295,40.03188227
8.296,40.21993067
8.297,40.29210073
8.298,40.27371545
8.299,40.17534707
8.3,40.00362069
8.301,39.75929322
8.302,39.40726303
8.303,38.94629921
8.304,38.38696608
8.305,37.75804508
8.306,37.08611048
8.307,36.36828598
8.308,35.61840974
8.309,34.84301142
8.31,34.04344041
8.311,33.22261815
8.312,32.3854352
8.313,31.54489064
8.314,30.76246723
8.315,30.03522924
8.316,29.36468226
8.317,28.75314217
8.318,28.21087018
8.319,27.75097603
8.32,27.37086638
8.321,27.07184692
8.322,26.85987006
8.323,26.74927745
8.324,26.78166058
8.325,26.91851867
8.326,27.15101368
8.327,27.47713963
8.328,27.88819017
8.329,28.37311843
8.33,28.93018778
8.331,29.55131351
8.332,30.2326878
8.333,30.95522058
8.334,31.66977116
8.335,32.3564614
8.336,33.01464158
8.337,33.6432575
8.338,34.24129755
8.339,34.79416249
8.34,35.29559677
8.341,35.73126274
8.342,36.07864579
8.343,36.32512456
8.344,36.47564874
8.345,36.5476127
8.346,36.54160332
8.347,36.47819188
8.348,36.36734209
8.349,36.21034754
8.35,36.01478685
8.351,35.78917766
8.352,35.54630603
8.353,35.37903023
8.354,35.31529419
8.355,35.34452092
8.356,35.46790862
8.357,35.68452519
8.358,35.974426
8.359,36.30633359
8.36,36.68037015
8.361,37.12487052
8.362,37.66104497
8.363,38.26751982
8.364,38.89627987
8.365,39.52252369
8.366,40.14277177
8.367,40.7467392
8.368,41.32365698
8.369,41.87594784
8.37,42.40711579
8.371,42.91734832
8.372,43.3541141
8.373,43.66280847
8.374,43.82834558
8.375,43.84336211
8.376,43.68696543
8.377,43.38479487
8.378,42.97644614
8.379,42.47257533
8.38,41.89213043
8.381,41.26224011
8.382,40.58650539
8.383,39.88597394
8.384,39.23417793
8.385,38.63360199
8.386,38.1051813
8.387,37.65849916
8.388,37.29300732
8.389,37.00725113
8.39,36.80444804
8.391,36.68181877
8.392,36.61989124
8.393,36.61796431
8.394,36.67830018
8.395,36.80322432
8.396,36.98697212
8.397,37.20201738
8.398,37.42641329
8.399,37.65890322
8.4,37.86179977
8.401,38.02533404
8.402,38.1541184
8.403,38.25572769
8.404,38.33187172
8.405,38.37465645
8.406,38.35186514
8.407,38.26940053
8.408,38.14997493
8.409,38.00243525
8.41,37.8291437
8.411,37.6363681
8.412,37.43340266
8.413,37.2163762
8.414,36.98046509
8.415,36.72552654
8.416,36.4722516
8.417,36.24392793
8.418,36.05500686
8.419,35.90844292
8.42,35.81454231
8.421,35.76979406
8.422,35.76079886
8.423,35.78386247
8.424,35.81623271
8.425,35.82878568
8.426,35.80552044
8.427,35.74392704
8.428,35.60567863
8.429,35.39960214
8.43,35.13948189
8.431,34.83135239
8.432,34.47727701
8.433,34.07996154
8.434,33.64511126
8.435,33.17641959
8.436,32.7992742
8.437,32.5118319
8.438,32.31176824
8.439,32.19574122
8.44,32.15767898
8.441,32.18485795
8.442,32.24894148
8.443,32.35016168
8.444,32.52497944
8.445,32.79415308
8.446,33.13667422
8.447,33.509655
8.448,33.87753933
8.449,34.24025797
8.45,34.5757834
8.451,34.88519786
8.452,35.23411032
8.453,35.66241996
8.454,36.18109518
8.455,36.75593155
8.456,37.29744293
8.457,37.80152076
8.458,38.2952083
8.459,38.78184554
8.46,39.27085355
8.461,39.78383314
8.462,40.33320336
8.463,40.8872229
8.464,41.30164909
8.465,41.5646219
8.466,41.74256461
8.467,41.88026666
8.468,41.98785998
8.469,42.05865555
8.47,42.0854753
8.471,42.06607511
8.472,41.90095734
8.473,41.56712481
8.474,41.08937747
8.475,40.48866359
8.476,39.77816912
8.477,38.98622587
8.478,38.17091759
8.479,37.32729691
8.48,36.40424909
8.481,35.38905593
8.482,34.29057219
8.483,33.20021307
8.484,32.19019175
8.485,31.26552121
8.486,30.45008144
8.487,29.76733046
8.488,29.20186276
8.489,28.76332768
8.49,28.45483576
8.491,28.28522253
8.492,28.26516643
8.493,28.39301556
8.494,28.66092984
8.495,29.03502594
8.496,29.49234974
8.497,29.93837745
8.498,30.33325202
8.499,30.69205398
8.5,31.04872643
8.501,31.42272543
8.502,31.80477861
8.503,32.18255705
8.504,32.55557584
8.505,32.9072496
8.506,33.22433109
8.507,33.5121018
8.508,33.79886819
8.509,34.10675894
8.51,34.43226032
8.511,34.75862567
8.512,35.08298726
8.513,35.38974858
8.514,35.65996609
8.515,35.88984143
8.516,36.08521821
8.517,36.2746604
8.518,36.45806144
8.519,36.59484706
8.52,36.67076108
8.521,36.68935626
8.522,36.65886809
8.523,36.5889169
8.524,36.47457026
8.525,36.33078637
8.526,36.15756524
8.527,35.93262117
8.528,35.63394882
8.529,35.25594553
8.53,34.81686632
8.531,34.34501625
8.532,33.84140678
8.533,33.33723019
8.534,32.84086814
8.535,32.34479446
8.536,31.83551499
8.537,31.30381851
8.538,30.74959577
8.539,30.23334219
8.54,29.75008563
8.541,29.29975575
8.542,28.88231386
8.543,28.49692705
8.544,28.14060506
8.545,27.80713334
8.546,27.49979856
8.547,27.23070748
8.548,26.99927187
8.549,26.79141505
8.55,26.58358028
8.551,26.35979321
8.552,26.12863184
8.553,25.93007657
8.554,25.76559052
8.555,25.64868286
8.556,25.5910846
8.557,25.59777869
8.558,25.67228621
8.559,25.81859056
8.56,26.03669229
8.561,26.33947001
8.562,26.71464431
8.563,27.16361217
8.564,27.68849773
8.565,28.29027804
8.566,28.96524091
8.567,29.70311368
8.568,30.50926917
8.569,31.33208787
8.57,32.14634801
8.571,32.94565189
8.572,33.70590875
8.573,34.40685335
8.574,35.04721989
8.575,35.618394
8.576,36.10941416
8.577,36.52871926
8.578,36.87120563
8.579,37.13551624
8.58,37.33811028
8.581,37.50210081
8.582,37.62796442
8.583,37.70798759
8.584,37.74293635
8.585,37.72230969
8.586,37.5889383
8.587,37.31662793
8.588,36.91972045
8.589,36.43369742
8.59,35.87791842
8.591,35.28190394
8.592,34.7093412
8.593,34.16412393
8.594,33.65082158
8.595,33.17363123
8.596,32.74195147
8.597,32.38956837
8.598,32.18000882
8.599,32.09406165
8.6,32.09740292
8.601,32.18279404
8.602,32.30434344
8.603,32.39397912
8.604,32.41515032
8.605,32.37582704
8.606,32.36501665
8.607,32.38038792
8.608,32.43436488
8.609,32.53380508
8.61,32.67001836
8.611,32.81317609
8.612,32.90955575
8.613,32.95256445
8.614,33.01379326
8.615,33.09535424
8.616,33.17219372
8.617,33.20977553
8.618,33.18318727
8.619,33.09228113
8.62,32.92784765
8.621,32.69478866
8.622,32.48313999
8.623,32.34154288
8.624,32.27947826
8.625,32.28024026
8.626,32.32260567
8.627,32.40885412
8.628,32.52258913
8.629,32.65709337
8.63,32.81528291
8.631,33.00081148
8.632,33.21564935
8.633,33.44635859
8.634,33.64095923
8.635,33.79241306
8.636,33.90830431
8.637,33.99044209
8.638,34.0391318
8.639,34.05479373
8.64,34.03785435
8.641,33.98647239
8.642,33.87867445
8.643,33.70835761
8.644,33.49364175
8.645,33.25825728
8.646,33.01069249
8.647,32.75678616
8.648,32.50726773
8.649,32.26305451
8.65,32.02015991
8.651,31.77381286
8.652,31.52806817
8.653,31.31377376
8.654,31.14948872
8.655,31.03466798
8.656,30.96756539
8.657,30.95268502
8.658,30.98706303
8.659,31.0675955
8.66,31.19424815
8.661,31.37675256
8.662,31.62626579
8.663,31.94283827
8.664,32.30653667
8.665,32.6779291
8.666,33.05608855
8.667,33.4284399
8.668,33.79057158
8.669,34.1396008
8.67,34.47073406
8.671,34.77987399
8.672,35.05777063
8.673,35.25822777
8.674,35.38331047
8.675,35.45306272
8.676,35.48406931
8.677,35.48321433
8.678,35.45059154
8.679,35.38385842
8.68,35.2823673
8.681,35.1205902
8.682,34.89186168
8.683,34.60871629
