Age_Ma,GR_gAPI
6.482,34.13453601
6.483,33.2093838
6.484,32.32983218
6.485,31.49587732
6.486,30.79891739
6.487,30.31241102
6.488,30.03634598
6.489,29.97070133
6.49,30.13417621
6.491,30.58284737
6.492,31.3167104
6.493,32.33572477
6.494,33.63892644
6.495,35.05787472
6.496,36.58689847
6.497,38.14041883
6.498,39.69196833
6.499,41.0504089
6.5,42.12673951
6.501,42.92098361
6.502,43.43316215
6.503,43.68695345
6.504,43.72669328
6.505,43.55239043
6.506,43.16406981
6.507,42.5671885
6.508,41.8929952
6.509,41.1414908
6.51,40.31268728
6.511,39.40658396
6.512,38.46330178
6.513,37.48480417
6.514,36.5566611
6.515,35.70533715
6.516,35.00408883
6.517,34.49330719
6.518,34.17297813
6.519,34.0430858
6.52,34.06490772
6.521,34.13219823
6.522,34.24495453
6.523,34.40317227
6.524,34.59715305
6.525,34.71958302
6.526,34.77430749
6.527,34.7613359
6.528,34.68066944
6.529,34.67156481
6.53,34.81225751
6.531,35.10273703
6.532,35.54299037
6.533,36.12298322
6.534,36.81500047
6.535,37.61903919
6.536,38.53508473
6.537,39.57100011
6.538,40.61557903
6.539,41.66882089
6.54,42.73072409
6.541,43.80128946
6.542,44.77297384
6.543,45.62086929
6.544,46.34498719
6.545,46.94533557
6.546,47.39181715
6.547,47.72314685
6.548,47.93933533
6.549,48.04039001
6.55,48.01799719
6.551,47.77018038
6.552,47.29694373
6.553,46.59831844
6.554,45.68290433
6.555,44.71678918
6.556,43.69863286
6.557,42.62843968
6.558,41.50621348
6.559,40.40846215
6.56,39.36537668
6.561,38.42915666
6.562,37.67237466
6.563,37.01390303
6.564,36.38171675
6.565,35.7758175
6.566,35.19619949
6.567,34.67002488
6.568,34.27042055
6.569,33.99515821
6.57,33.84421942
6.571,33.81760335
6.572,33.88557155
6.573,34.03007192
6.574,34.25109491
6.575,34.54863807
6.576,34.92668507
6.577,35.40443193
6.578,35.92966533
6.579,36.4298022
6.58,36.88655295
6.581,37.20486283
6.582,37.38473364
6.583,37.42618463
6.584,37.32921642
6.585,37.19377754
6.586,37.03357605
6.587,36.84861527
6.588,36.63889576
6.589,36.45054923
6.59,36.31270482
6.591,36.22535925
6.592,36.18850789
6.593,36.18661326
6.594,36.19433678
6.595,36.21167895
6.596,36.23863787
6.597,36.27838733
6.598,36.35824908
6.599,36.4724603
6.6,36.62101587
6.601,36.80391553
6.602,36.99307352
6.603,37.18297452
6.604,37.37361866
6.605,37.5650057
6.606,37.74006161
6.607,37.85062168
6.608,37.89668714
6.609,37.87826683
6.61,37.79490657
6.611,37.6961275
6.612,37.58897724
6.613,37.47345772
6.614,37.34956832
6.615,37.23325423
6.616,37.12216347
6.617,37.01629539
6.618,36.91564981
6.619,36.83149314
6.62,36.81070269
6.621,36.85327779
6.622,36.95920922
6.623,37.13788135
6.624,37.36882273
6.625,37.64758181
6.626,37.97415156
6.627,38.34853181
6.628,38.70109449
6.629,39.01383342
6.63,39.2867521
6.631,39.51985323
6.632,39.70881997
6.633,39.82503207
6.634,39.86849091
6.635,39.83920645
6.636,39.71971549
6.637,39.53139951
6.638,39.27689688
6.639,38.95621704
6.64,38.56935991
6.641,38.14505931
6.642,37.670919
6.643,37.14694294
6.644,36.57313494
6.645,35.98249448
6.646,35.42030998
6.647,34.88657971
6.648,34.38130098
6.649,33.91936067
6.65,33.54527398
6.651,33.25912191
6.652,33.06089259
6.653,32.95058566
6.654,32.85410074
6.655,32.76886339
6.656,32.69487287
6.657,32.63212819
6.658,32.63415856
6.659,32.76482192
6.66,33.02411275
6.661,33.41201656
6.662,33.91248949
6.663,34.3549455
6.664,34.73938471
6.665,35.06581467
6.666,35.33423672
6.667,35.56895342
6.668,35.78574962
6.669,35.98462738
6.67,36.16558743
6.671,36.35316188
6.672,36.59609595
6.673,36.89438888
6.674,37.24803284
6.675,37.63364632
6.676,37.98177983
6.677,38.29243556
6.678,38.41499838
6.679,38.31940907
6.68,38.22204309
6.681,38.16332982
6.682,38.14326349
6.683,38.16184384
6.684,38.18325889
6.685,38.18396964
6.686,38.16397637
6.687,38.12328202
6.688,38.0372314
6.689,37.87611616
6.69,37.64016532
6.691,37.32938852
6.692,36.9438037
6.693,36.5001251
6.694,35.99524339
6.695,35.57978564
6.696,35.28397781
6.697,35.05415012
6.698,34.90972557
6.699,34.8507016
6.7,34.87706752
6.701,34.99255267
6.702,35.09526835
6.703,35.18107202
6.704,35.24996555
6.705,35.30195032
6.706,35.36175973
6.707,35.45610965
6.708,35.58499734
6.709,35.74842017
6.71,35.95544807
6.711,36.21806598
6.712,36.53627217
6.713,36.91005976
6.714,37.31297925
6.715,37.61702425
6.716,37.81681152
6.717,37.91235447
6.718,37.90365435
6.719,37.8773573
6.72,37.82090864
6.721,37.73430771
6.722,37.61755983
6.723,37.44128286
6.724,37.22723099
6.725,36.97540625
6.726,36.68581245
6.727,36.35510451
6.728,35.99785965
6.729,35.61734166
6.73,35.21355434
6.731,34.78649687
6.732,34.43009772
6.733,34.17301249
6.734,34.01523377
6.735,33.95675359
6.736,34.03078973
6.737,34.30369467
6.738,34.7754639
6.739,35.44607128
6.74,36.30106555
6.741,37.1804437
6.742,38.0592431
6.743,38.93746338
6.744,39.81510508
6.745,40.68206685
6.746,41.55073146
6.747,42.42109996
6.748,43.29317102
6.749,44.14096776
6.75,44.93945058
6.751,45.68862308
6.752,46.38848949
6.753,47.0287461
6.754,47.4779793
6.755,47.70800497
6.756,47.71885063
6.757,47.51052265
6.758,47.18845524
6.759,46.76816126
6.76,46.2496431
6.761,45.63291353
6.762,44.90499224
6.763,44.06715699
6.764,43.11940859
6.765,42.06176095
6.766,40.89441877
6.767,39.72849688
6.768,38.62073964
6.769,37.57114398
6.77,36.579704
6.771,35.72437485
6.772,35.02420478
6.773,34.47918462
6.774,34.08929958
6.775,33.86042118
6.776,33.70944311
6.777,33.62919045
6.778,33.61965417
6.779,33.68046453
6.78,33.82635377
6.781,34.08210004
6.782,34.44769048
6.783,34.92312101
6.784,35.39695509
6.785,35.80367579
6.786,36.14328864
6.787,36.41579846
6.788,36.62500777
6.789,36.77550515
6.79,36.86631091
6.791,36.89743335
6.792,36.86887231
6.793,36.8523881
6.794,36.82987808
6.795,36.80133972
6.796,36.76677647
6.797,36.69592051
6.798,36.58020878
6.799,36.41964239
6.8,36.2142267
6.801,35.96605259
6.802,35.73734821
6.803,35.55048524
6.804,35.40546096
6.805,35.30227165
6.806,35.26020931
6.807,35.31022743
6.808,35.45232422
6.809,35.6864873
6.81,36.0335124
6.811,36.43094228
6.812,36.87446263
6.813,37.36406822
6.814,37.89837088
6.815,38.39975827
6.816,38.82289016
6.817,39.16776919
6.818,39.43440474
6.819,39.5807266
6.82,39.63108398
6.821,39.58548093
6.822,39.44392817
6.823,39.19168104
6.824,38.79057821
6.825,38.23876689
6.826,37.53626497
6.827,36.68307567
6.828,35.8210178
6.829,35.02513016
6.83,34.29541052
6.831,33.63185094
6.832,33.09967975
6.833,32.81698701
6.834,32.78376656
6.835,32.9999894
6.836,33.45426699
6.837,33.9740047
6.838,34.49589515
6.839,35.01993449
6.84,35.54612626
6.841,36.09418836
6.842,36.69571849
6.843,37.35071132
6.844,38.05916397
6.845,38.76698906
6.846,39.34661356
6.847,39.79115643
6.848,40.10063279
6.849,40.27121462
6.85,40.2581202
6.851,40.08895292
6.852,39.76373244
6.853,39.28246307
6.854,38.77356445
6.855,38.3202829
6.856,37.92261527
6.857,37.58055633
6.858,37.28257662
6.859,36.97859471
6.86,36.66077259
6.861,36.32911124
6.862,35.98361184
6.863,35.6490763
6.864,35.26705546
6.865,34.83754452
6.866,34.36055554
6.867,33.80812039
6.868,33.18413839
6.869,32.49079968
6.87,31.72811218
6.871,30.89353319
6.872,30.042868
6.873,29.24075908
6.874,28.48720495
6.875,27.78219966
6.876,27.15775823
6.877,26.69183855
6.878,26.38443929
6.879,26.23553871
6.88,26.27718044
6.881,26.51958112
6.882,26.9438348
6.883,27.54992066
6.884,28.33783396
6.885,29.19697053
6.886,29.9750475
6.887,30.67205941
6.888,31.28802409
6.889,31.7471973
6.89,32.19145316
6.891,32.63297676
6.892,33.07176763
6.893,33.49614705
6.894,33.84900883
6.895,34.14134446
6.896,34.37317024
6.897,34.54447916
6.898,34.70738612
6.899,34.86214145
6.9,35.00875084
6.901,35.01578165
6.902,34.95339712
6.903,35.00677448
6.904,35.18864301
6.905,35.49898427
6.906,35.9378006
6.907,36.31555109
6.908,36.65491203
6.909,36.95588961
6.91,37.21848353
6.911,37.42968008
6.912,37.58241595
6.913,37.67703727
6.914,37.71354971
6.915,37.69495344
6.916,37.60282048
6.917,37.40166898
6.918,37.22293858
6.919,37.07557271
6.92,36.92247604
6.921,36.73297434
6.922,36.50706497
6.923,36.24475501
6.924,35.92906986
6.925,35.61424642
6.926,35.34047224
6.927,35.10774547
6.928,34.91606134
6.929,34.74799781
6.93,34.56785081
6.931,34.3756228
6.932,34.17131316
6.933,33.99200323
6.934,33.8857295
6.935,33.85450141
6.936,33.89831115
6.937,34.01916769
6.938,34.23886995
6.939,34.5622049
6.94,34.98916184
6.941,35.51973564
6.942,36.0635995
6.943,36.53968492
6.944,36.94799636
6.945,37.2885395
6.946,37.57480841
6.947,37.8071675
6.948,37.96332609
6.949,38.04328977
6.95,38.04706444
6.951,37.97959238
6.952,37.91287029
6.953,37.84690078
6.954,37.78168121
6.955,37.71335395
6.956,37.65972377
6.957,37.6275335
6.958,37.61678239
6.959,37.62869836
6.96,37.68108196
6.961,37.73064962
6.962,37.77740063
6.963,37.82133612
6.964,37.89745386
6.965,37.90261736
6.966,37.82651433
6.967,37.66915466
6.968,37.41304786
6.969,37.02345453
6.97,36.53980486
6.971,35.96210577
6.972,35.29036466
6.973,34.51087025
6.974,33.73040643
6.975,32.94897798
6.976,32.16658146
6.977,31.40629642
6.978,30.76146783
6.979,30.25967569
6.98,29.90090995
6.981,29.68515912
6.982,29.74883012
6.983,30.14216473
6.984,30.86514712
6.985,31.91774297
6.986,33.26068326
6.987,34.67948252
6.988,36.12624558
6.989,37.60096852
6.99,39.09477345
6.991,40.45388014
6.992,41.60462676
6.993,42.5470237
6.994,43.28109224
6.995,43.75677098
6.996,43.99636284
6.997,44.00420191
6.998,43.78031026
6.999,43.31371273
7,42.64146654
7.001,41.84509635
7.002,40.92462765
7.003,39.88005382
7.004,38.88852225
7.005,38.03780794
7.006,37.3279075
7.007,36.75880554
7.008,36.37075425
7.009,36.15824665
7.01,36.07122219
7.011,36.10966247
7.012,36.27357001
7.013,36.50199617
7.014,36.73811771
7.015,36.98192408
7.016,37.23342402
7.017,37.41562751
7.018,37.53692633
7.019,37.62987697
7.02,37.69448361
7.021,37.72865186
7.022,37.72171319
7.023,37.74418002
7.024,37.79606373
7.025,37.87734849
7.026,38.06720314
7.027,38.25075624
7.028,38.39898108
7.029,38.5118811
7.03,38.6005254
7.031,38.70272443
7.032,38.79702638
7.033,38.88342079
7.034,38.96191929
7.035,38.94260546
7.036,38.87316189
7.037,38.75683644
7.038,38.59363316
7.039,38.35433845
7.04,37.97976398
7.041,37.48059743
7.042,36.85685694
7.043,36.10854182
7.044,35.4003101
7.045,34.75738692
7.046,34.17976627
7.047,33.66744431
7.048,33.23510836
7.049,32.92749543
7.05,32.75904587
7.051,32.72974505
7.052,32.83958928
7.053,33.00378794
7.054,33.19629932
7.055,33.41712168
7.056,33.66625259
7.057,33.93236783
7.058,34.17577064
7.059,34.38486834
7.06,34.55966365
7.061,34.70042948
7.062,34.81579932
7.063,34.91945095
7.064,35.01138469
7.065,35.09160198
7.066,35.13681762
7.067,35.1898698
7.068,35.26451321
7.069,35.36074616
7.07,35.4831187
7.071,35.63618931
7.072,35.78613741
7.073,35.93296462
7.074,36.07666978
7.075,36.24626343
7.076,36.3958241
7.077,36.51845267
7.078,36.61415248
7.079,36.67809275
7.08,36.72778362
7.081,36.80387151
7.082,36.90635451
7.083,37.03523059
7.084,37.13321845
7.085,37.19618281
7.086,37.22438521
7.087,37.21782654
7.088,37.19474355
7.089,37.15460688
7.09,37.06475627
7.091,36.9251947
7.092,36.73592651
7.093,36.55322887
7.094,36.36039411
7.095,36.15741672
7.096,35.94430194
7.097,35.68986367
7.098,35.36591793
7.099,34.98128212
7.1,34.53596062
7.101,34.0299577
7.102,33.45865152
7.103,32.85836018
7.104,32.22908671
7.105,31.57083241
7.106,30.91794727
7.107,30.31013131
7.108,29.75111827
7.109,29.24090323
7.11,28.78072273
7.111,28.39468532
7.112,28.08500856
7.113,27.85168442
7.114,27.69470948
7.115,27.60162119
7.116,27.57103805
7.117,27.60591277
7.118,27.7062395
7.119,27.86702129
7.12,28.03664343
7.121,28.16868615
7.122,28.26314923
7.123,28.32003856
7.124,28.33231455
7.125,28.38246173
7.126,28.49587376
7.127,28.6725456
7.128,28.91196838
7.129,29.22564168
7.13,29.64573835
7.131,30.1722589
7.132,30.80518681
7.133,31.53708665
7.134,32.27603683
7.135,33.00303492
7.136,33.71808177
7.137,34.43621728
7.138,35.18726114
7.139,35.94007337
7.14,36.69464868
7.141,37.45099215
7.142,38.12288384
7.143,38.71827014
7.144,39.24213421
7.145,39.69448105
7.146,40.06159353
7.147,40.30508314
7.148,40.41527529
7.149,40.39218698
7.15,40.23582018
7.151,40.03514149
7.152,39.71517895
7.153,39.26673238
7.154,38.68981433
7.155,38.00103075
7.156,37.23152658
7.157,36.38130788
7.158,35.45037292
7.159,34.43873617
7.16,33.3130581
7.161,32.26535723
7.162,31.30684416
7.163,30.43750946
7.164,29.66356479
7.165,28.97558929
7.166,28.35132698
7.167,27.79077428
7.168,27.29392556
7.169,26.95475674
7.17,26.72667778
7.171,26.60831078
7.172,26.59965083
7.173,26.70069328
7.174,26.93384122
7.175,27.32250429
7.176,27.86666664
7.177,28.5663241
7.178,29.22448255
7.179,29.83254403
7.18,30.39051802
7.181,30.89840403
7.182,31.37529715
7.183,31.8016574
7.184,32.13747672
7.185,32.38276245
7.186,32.53751925
7.187,32.65804861
7.188,32.77094914
7.189,32.87621983
7.19,32.97386226
7.191,33.04146721
7.192,33.04881109
7.193,32.98979208
7.194,32.8644156
7.195,32.6726831
7.196,32.41324226
7.197,32.1223355
7.198,31.7999673
7.199,31.44613816
7.2,31.10264343
7.201,30.82033399
7.202,30.60850012
7.203,30.46713594
7.204,30.39572805
7.205,30.37031757
7.206,30.41995994
7.207,30.54465323
7.208,30.74438995
7.209,31.02597887
7.21,31.34594053
7.211,31.66274055
7.212,31.97637718
7.213,32.28559356
7.214,32.55558392
7.215,32.81683741
7.216,33.06935498
7.217,33.31313698
7.218,33.5373422
7.219,33.7609841
7.22,34.00774466
7.221,34.2776246
7.222,34.56934477
7.223,34.85542734
7.224,35.17131633
7.225,35.51701867
7.226,35.89252574
7.227,36.34741743
7.228,36.87049246
7.229,37.41671878
7.23,37.98609337
7.231,38.57718059
7.232,39.15622011
7.233,39.63258908
7.234,40.00628741
7.235,40.27732718
7.236,40.4174063
7.237,40.41841858
7.238,40.29423702
7.239,40.04487008
7.24,39.66874816
7.241,39.13189306
7.242,38.50046443
7.243,37.7744727
7.244,36.95392135
7.245,36.09154504
7.246,35.26659053
7.247,34.51152987
7.248,33.82635973
7.249,33.21434457
7.25,32.76649677
7.251,32.60711154
7.252,32.73617679
7.253,33.1536685
7.254,33.84400516
7.255,34.70436119
7.256,35.64282242
7.257,36.65938071
7.258,37.75256974
7.259,38.85622989
7.26,39.8547882
7.261,40.74578701
7.262,41.52923837
7.263,42.17093082
7.264,42.67591768
7.265,43.08734264
7.266,43.4052134
7.267,43.62914439
7.268,43.63484037
7.269,43.41859988
7.27,42.98024817
7.271,42.31979605
7.272,41.52620004
7.273,40.71343639
7.274,39.91037889
7.275,39.11702766
7.276,38.33338099
7.277,37.67501183
7.278,37.11945621
7.279,36.66439088
7.28,36.30981244
7.281,36.01819578
7.282,35.74260223
7.283,35.47723299
7.284,35.2220846
7.285,34.97716004
7.286,34.74616076
7.287,34.56848751
7.288,34.44973563
7.289,34.38990142
7.29,34.36691847
7.291,34.35896951
7.292,34.3789906
7.293,34.42698288
7.294,34.50294069
7.295,34.63178495
7.296,34.73128673
7.297,34.78407247
7.298,34.79014658
7.299,34.75331024
7.3,34.69654057
7.301,34.6590262
7.302,34.64076421
7.303,34.64175511
7.304,34.62279356
7.305,34.59556868
7.306,34.56499696
7.307,34.53107824
7.308,34.48675483
7.309,34.41664945
7.31,34.31348423
7.311,34.17726484
7.312,34.00798999
7.313,33.89019955
7.314,33.85292149
7.315,33.90063012
7.316,34.03331986
7.317,34.23380935
7.318,34.46419742
7.319,34.72989622
7.32,35.03090522
7.321,35.36722007
7.322,35.72155214
7.323,36.02458108
7.324,36.24323619
7.325,36.37752265
7.326,36.42988797
7.327,36.41047295
7.328,36.33879989
7.329,36.21487007
7.33,36.03868908
7.331,35.79860211
7.332,35.49843035
7.333,35.14385662
7.334,34.73488438
7.335,34.27022863
7.336,33.75285035
7.337,33.31842236
7.338,32.96694901
7.339,32.69841719
7.34,32.57722922
7.341,32.6535005
7.342,32.9428817
7.343,33.4453614
7.344,34.15806088
7.345,35.06145784
7.346,35.99642838
7.347,36.9602145
7.348,37.95281687
7.349,38.96593553
7.35,39.96518567
7.351,40.91453566
7.352,41.81398457
7.353,42.65516899
7.354,43.30241613
7.355,43.82790229
7.356,44.23944042
7.357,44.53703403
7.358,44.7036398
7.359,44.6915626
7.36,44.44389529
7.361,43.96065534
7.362,43.24185471
7.363,42.4466173
7.364,41.60903702
7.365,40.73615281
7.366,39.82796807
7.367,38.91318984
7.368,38.04175324
7.369,37.25094891
7.37,36.5407671
7.371,35.91120763
7.372,35.2900942
7.373,34.67133208
7.374,34.05556711
7.375,33.44279907
7.376,32.86506828
7.377,32.374739
7.378,31.95074834
7.379,31.59308436
7.38,31.30175
7.381,31.04540408
7.382,30.86557328
7.383,30.79095068
7.384,30.82153002
7.385,30.9434011
7.386,31.11773356
7.387,31.32640669
7.388,31.56942067
7.389,31.84677129
7.39,32.15675269
7.391,32.46338222
7.392,32.73488174
7.393,32.97125272
7.394,33.17704703
7.395,33.37332643
7.396,33.59163828
7.397,33.83283998
7.398,34.09693113
7.399,34.33534453
7.4,34.51270529
7.401,34.6197585
7.402,34.65650974
7.403,34.62449864
7.404,34.5418459
7.405,34.36273619
7.406,34.07991878
7.407,33.69340061
7.408,33.23852276
7.409,32.79197902
7.41,32.4555412
7.411,32.22920549
7.412,32.1129606
7.413,32.07525915
7.414,32.05930628
7.415,32.04623282
7.416,32.03603854
7.417,32.03540091
7.418,32.03698984
7.419,31.9691387
7.42,31.83184558
7.421,31.62512181
7.422,31.39478388
7.423,31.2088823
7.424,31.10360681
7.425,31.07895258
7.426,31.09000299
7.427,31.03728755
7.428,30.95429765
7.429,30.84104456
7.43,30.6975227
7.431,30.57966506
7.432,30.54426713
7.433,30.62918076
7.434,30.83440225
7.435,31.17650522
7.436,31.72715596
7.437,32.41769047
7.438,33.24334836
7.439,34.20412363
7.44,35.23921808
7.441,36.24877137
7.442,37.12381335
7.443,37.86434675
7.444,38.46808553
7.445,38.90153864
7.446,39.16244297
7.447,39.25024152
7.448,39.16494534
7.449,38.86863708
7.45,38.35535084
7.451,37.73083232
7.452,36.99509582
7.453,36.14813956
7.454,35.25862744
7.455,34.31669491
7.456,33.31485583
7.457,32.2531133
7.458,31.19513291
7.459,30.25123816
7.46,29.43524108
7.461,28.74712522
7.462,28.18688987
7.463,27.75679798
7.464,27.49711542
7.465,27.44508456
7.466,27.60069371
7.467,27.93204778
7.468,28.33340508
7.469,28.80490062
7.47,29.34654461
7.471,29.95832916
7.472,30.65486366
7.473,31.40010762
7.474,32.11844402
7.475,32.80987241
7.476,33.47304498
7.477,34.09414818
7.478,34.71149792
7.479,35.33540018
7.48,35.96585419
7.481,36.56315575
7.482,37.10076881
7.483,37.61915506
7.484,38.11832392
7.485,38.59826679
7.486,39.05884789
7.487,39.43370433
7.488,39.68377288
7.489,39.80905988
7.49,39.85310085
7.491,39.89112836
7.492,39.91553423
7.493,39.92631354
7.494,39.92347183
7.495,39.86869497
7.496,39.78239087
7.497,39.69984702
7.498,39.62106391
7.499,39.53532377
7.5,39.40216768
7.501,39.18715256
7.502,38.88564845
7.503,38.49765807
7.504,38.08953729
7.505,37.69305384
7.506,37.2908287
7.507,36.88285782
7.508,36.46953216
7.509,36.05845947
7.51,35.64835283
7.511,35.23867898
7.512,34.82943915
7.513,34.3899244
7.514,33.89995989
7.515,33.4692196
7.516,33.09770548
7.517,32.7854084
7.518,32.56676951
7.519,32.44851066
7.52,32.43246494
7.521,32.51862822
7.522,32.71429509
7.523,33.03684246
7.524,33.31012942
7.525,33.52308389
7.526,33.67571608
7.527,33.76931853
7.528,33.82676649
7.529,33.88978498
7.53,33.95837007
7.531,34.01741612
7.532,33.95724959
7.533,33.83592682
7.534,33.67226627
7.535,33.46626762
7.536,33.21584497
7.537,32.93289588
7.538,32.68926408
7.539,32.48495845
7.54,32.31996399
7.541,32.37041925
7.542,32.6041326
7.543,32.98769652
7.544,33.52110375
7.545,34.18200224
7.546,34.92866399
7.547,35.66877844
7.548,36.39916931
7.549,37.11984184
7.55,37.77274226
7.551,38.33966719
7.552,38.82165966
7.553,39.2187228
7.554,39.51713108
7.555,39.64504352
7.556,39.68915514
7.557,39.67570989
7.558,39.60470597
7.559,39.51939535
7.56,39.44087162
7.561,39.30739906
7.562,39.11898221
7.563,38.87562269
7.564,38.669631
7.565,38.46188396
7.566,38.2195846
7.567,37.94273367
7.568,37.63073481
7.569,37.2825472
7.57,36.93642946
7.571,36.59400925
7.572,36.25529117
7.573,35.83358263
7.574,35.33925992
7.575,34.83929431
7.576,34.33369017
7.577,33.83474352
7.578,33.40419169
7.579,32.98489974
7.58,32.55746216
7.581,32.12188006
7.582,31.72044851
7.583,31.38592427
7.584,31.11808583
7.585,30.91692367
7.586,30.78244038
7.587,30.67637736
7.588,30.61901835
7.589,30.62990895
7.59,30.70904608
7.591,30.81982222
7.592,30.89527027
7.593,31.01714438
7.594,31.19279658
7.595,31.42221714
7.596,31.76253481
7.597,32.1988801
7.598,32.65324104
7.599,33.12561591
7.6,33.61604014
7.601,34.1247319
7.602,34.60447483
7.603,35.03420743
7.604,35.4139332
7.605,35.72174006
7.606,35.94151288
7.607,36.11470097
7.608,36.2413066
7.609,36.32133275
7.61,36.27302657
7.611,36.09162019
7.612,35.78014597
7.613,35.33861059
7.614,34.80128997
7.615,34.24619472
7.616,33.7004497
7.617,33.16912761
7.618,32.65222757
7.619,32.19696517
7.62,31.82877016
7.621,31.56283543
7.622,31.39915455
7.623,31.33428834
7.624,31.32678775
7.625,31.41816625
7.626,31.63575726
7.627,31.97955564
7.628,32.44697463
7.629,33.0349916
7.63,33.67042062
7.631,34.35185642
7.632,35.07929655
7.633,35.82561493
7.634,36.55938619
7.635,37.23337139
7.636,37.8475716
7.637,38.39762271
7.638,38.86832783
7.639,39.29221179
7.64,39.68108807
7.641,40.03495729
7.642,40.31230635
7.643,40.48955053
7.644,40.59773635
7.645,40.63687411
7.646,40.60696026
7.647,40.58117936
7.648,40.53191886
7.649,40.42783291
7.65,40.26892344
7.651,40.08154628
7.652,39.91294126
7.653,39.68881293
7.654,39.39626699
7.655,39.03531258
7.656,38.57343272
7.657,38.01757744
7.658,37.43336241
7.659,36.82078728
7.66,36.17610467
7.661,35.46827271
7.662,34.738914
7.663,34.01682015
7.664,33.30199054
7.665,32.62343643
7.666,32.0125061
7.667,31.41117192
7.668,30.81692429
7.669,30.22976534
7.67,29.72399135
7.671,29.32265706
7.672,29.04689712
7.673,28.89670368
7.674,28.8533161
7.675,28.85111846
7.676,28.9267162
7.677,29.09659083
7.678,29.36073858
7.679,29.67753121
7.68,30.0137209
7.681,30.2894654
7.682,30.5047687
7.683,30.65963321
7.684,30.81208674
7.685,30.94625976
7.686,31.03624461
7.687,31.08204103
7.688,31.07349065
7.689,30.98944965
7.69,30.91489968
7.691,30.87441528
7.692,30.86799361
7.693,30.85902585
7.694,30.82518376
7.695,30.72906045
7.696,30.57066155
7.697,30.35444689
7.698,30.16026026
7.699,29.97264764
7.7,29.77572063
7.701,29.56947917
7.702,29.37230254
7.703,29.21009632
7.704,29.16635088
7.705,29.25581528
7.706,29.47848443
7.707,29.74937213
7.708,30.0323626
7.709,30.28273148
7.71,30.50048213
7.711,30.69145571
7.712,30.89306229
7.713,31.09423085
7.714,31.28623149
7.715,31.46906455
7.716,31.65818508
7.717,31.86947909
7.718,32.07129378
7.719,32.26056205
7.72,32.43728769
7.721,32.51798203
7.722,32.497906
7.723,32.4051319
7.724,32.23966429
7.725,32.01304653
7.726,31.77000588
7.727,31.48047698
7.728,31.12548054
7.729,30.70501903
7.73,30.23016917
7.731,29.7096608
7.732,29.13577975
7.733,28.50821692
7.734,27.82697816
7.735,27.12371882
7.736,26.44736924
7.737,25.90056367
7.738,25.48329946
7.739,25.18554578
7.74,24.97923517
7.741,24.83206081
7.742,24.72698759
7.743,24.66401374
7.744,24.67320114
7.745,24.77353038
7.746,24.90991949
7.747,25.08232557
7.748,25.29075047
7.749,25.54290898
7.75,25.87720027
7.751,26.36673036
7.752,27.01149575
7.753,27.76561624
7.754,28.52645379
7.755,29.24595987
7.756,29.90199
7.757,30.49454332
7.758,31.05592462
7.759,31.60352867
7.76,32.15146295
7.761,32.69973095
7.762,33.24832905
7.763,33.85233529
7.764,34.49727989
7.765,35.15782359
7.766,35.8339655
7.767,36.48761494
7.768,37.04566006
7.769,37.53544339
7.77,37.96858958
7.771,38.34509675
7.772,38.71301024
7.773,39.09376744
7.774,39.46935633
7.775,39.83977895
7.776,40.2046731
7.777,40.54993229
7.778,40.8639843
7.779,41.12742359
7.78,41.34025185
7.781,41.51697809
7.782,41.68293969
7.783,41.78458841
7.784,41.79976448
7.785,41.72847276
7.786,41.54337905
7.787,41.23559521
7.788,40.87093086
7.789,40.44938919
7.79,39.9716916
7.791,39.4558521
7.792,38.88966215
7.793,38.25240955
7.794,37.54409526
7.795,36.7762991
7.796,35.96843024
7.797,35.14651826
7.798,34.32168658
7.799,33.49393609
7.8,32.71681662
7.801,32.01517501
7.802,31.47911414
7.803,31.10862586
7.804,30.90097923
7.805,30.79036319
7.806,30.77522342
7.807,30.85274608
7.808,31.02293006
7.809,31.29797388
7.81,31.69859143
7.811,32.18083613
7.812,32.72418178
7.813,33.32862808
7.814,33.9681447
7.815,34.63132289
7.816,35.27169801
7.817,35.88926845
7.818,36.48135049
7.819,36.95783831
7.82,37.30445686
7.821,37.49210832
7.822,37.52079601
7.823,37.39208618
7.824,37.10879056
7.825,36.76039323
7.826,36.39493448
7.827,36.01241189
7.828,35.65676641
7.829,35.34851664
7.83,35.03031543
7.831,34.70045285
7.832,34.35921272
7.833,34.05305905
7.834,33.79705333
7.835,33.62806638
7.836,33.54609629
7.837,33.56541171
7.838,33.71511766
7.839,33.97768928
7.84,34.34179755
7.841,34.80744166
7.842,35.28513585
7.843,35.72684986
7.844,36.08395712
7.845,36.3524567
7.846,36.53235151
7.847,36.6809911
7.848,36.80242581
7.849,36.90411306
7.85,36.98605258
7.851,37.03318609
7.852,37.00863927
7.853,36.97245025
7.854,36.9732764
7.855,37.01111553
7.856,37.10348298
7.857,37.26169584
7.858,37.39751562
7.859,37.49712705
7.86,37.56053149
7.861,37.6363592
7.862,37.72250381
7.863,37.79024397
7.864,37.83957759
7.865,37.86817123
7.866,37.86856829
7.867,37.87030452
7.868,37.90473599
7.869,37.97186218
7.87,38.01164397
7.871,37.97543041
7.872,37.92270842
7.873,37.86899471
7.874,37.81428399
7.875,37.84680887
7.876,37.9800214
7.877,38.21063616
7.878,38.53865189
7.879,38.97017267
7.88,39.53391415
