Depth_mbrt,GR_gAPI
1215,38.85318338
1215.2,36.87173361
1215.4,33.41349457
1215.6,25.31847453
1215.8,21.69924673
1216,28.3077429
1216.2,33.66756749
1216.4,36.48926715
1216.6,38.41196932
1216.8,35.01881218
1217,32.29190632
1217.2,34.28296505
1217.4,38.1845872
1217.6,43.26926862
1217.8,41.35909465
1218,34.50647599
1218.2,36.79478574
1218.4,32.71791786
1218.6,21.6412768
1218.8,20.67207507
1219,32.96985395
1219.104991,43.56435644
1219.2,40.02571464
1219.4,40.52016672
1219.6,29.51287054
1219.8,28.10294006
1220,29.91479511
1220.2,33.91677894
1220.4,31.99668046
1220.6,32.4777784
1220.8,35.7510716
1221,39.21852743
1221.2,42.57344157
1221.4,43.35990819
1221.6,42.40303076
1221.8,37.78519234
1222,40.49216155
1222.2,47.6001575
1222.4,47.33475558
1222.6,35.6902904
1222.8,32.79826636
1223,31.70078833
1223.2,31.11635622
1223.4,33.34876951
1223.6,39.41577315
1223.8,38.42257233
1224,37.42258321
1224.2,35.48756351
1224.4,32.34614996
1224.6,31.23483917
1224.8,32.77002564
1225,28.65569292
1225.2,26.84068799
1225.4,24.84936052
1225.6,27.9605696
1225.8,34.0411841
1226,38.13592599
1226.2,41.86871696
1226.4,50.32776696
1226.6,54.80451556
1226.8,41.11248567
1227,31.38398955
1227.022375,27.72277228
1227.2,36.33640732
1227.4,36.5054409
1227.6,32.30854745
1227.8,32.32218665
1228,38.03933668
1228.2,36.63500442
1228.4,33.09129503
1228.6,29.32857478
1228.8,27.62314178
1229,27.37456252
1229.2,28.99081401
1229.4,27.40723998
1229.6,28.09549809
1229.8,29.77417127
1230,32.35524877
1230.2,32.82677935
1230.4,28.57643365
1230.6,25.24385826
1230.8,33.58873993
1231,48.06498317
1231.2,40.92122373
1231.4,22.82974034
1231.6,16.07263259
1231.8,25.83060525
1232,40.37509446
1232.2,45.45268766
1232.4,42.53560805
1232.6,35.64168275
1232.8,24.89119613
1233,30.72502888
1233.2,36.19325764
1233.4,33.59802201
1233.6,37.34601564
1233.8,39.98289076
1234,37.50456499
1234.2,32.67958332
1234.4,33.31119126
1234.6,39.32295874
1234.8,40.32926764
1235,34.46230472
1235.2,29.23056597
1235.283993,25.74257426
1235.4,31.41326403
1235.6,34.5253864
1235.8,35.4584469
1236,29.55908203
1236.2,33.41793887
1236.4,42.34972886
1236.6,44.63392364
1236.8,36.84275651
1237,37.76574656
1237.2,36.52969473
1237.4,33.01343329
1237.6,34.50437756
1237.8,44.48833477
1238,51.55981956
1238.2,44.9483011
1238.4,42.56109657
1238.6,43.71047098
1238.8,31.86405327
1239,30.33126408
1239.2,40.74422087
1239.4,42.3425941
1239.6,40.60880215
1239.8,36.60493671
1240,35.59146906
1240.2,35.90851401
1240.4,37.70433445
1240.6,31.99268137
1240.8,30.67469837
1241,28.54723673
1241.2,32.19167662
1241.4,41.19327338
1241.6,39.9293335
1241.8,30.0452088
1242,29.84627843
1242.2,36.20499103
1242.4,35.15457347
1242.6,27.83508803
1242.8,30.44476071
1243,30.58684697
1243.2,27.5684559
1243.4,27.1629428
1243.6,29.13407094
1243.8,27.46884465
1244,26.94276229
1244.2,29.94034342
1244.4,31.66118739
1244.6,29.46085942
1244.8,34.87146659
1245,35.0264636
1245.2,30.60996033
1245.4,33.95069757
1245.6,35.99442841
1245.8,33.47022445
1246,32.65195631
1246.2,33.91496441
1246.4,32.35286092
1246.6,29.99268947
1246.8,29.54654969
1247,28.19360564
1247.2,31.57911958
1247.4,37.90138592
1247.6,33.51219381
1247.8,30.30895409
1248,44.4198441
1248.2,48.46869436
1248.4,38.62949124
1248.6,39.49548979
1248.8,39.19462859
1249,32.38824571
1249.2,30.9911388
1249.4,29.95884496
1249.6,28.967337
1249.8,32.58609862
1250,34.5294558
1250.2,32.5676759
1250.4,36.31713533
1250.6,42.69972542
1250.8,42.27250417
1251,39.47266099
1251.2,37.57459637
1251.4,36.60911926
1251.6,30.47736976
1251.8,32.61639513
1252,38.78823992
1252.2,39.05253801
1252.4,36.03246584
1252.6,35.62848092
1252.8,28.36774176
1253,26.50976314
1253.2,35.34155439
1253.4,40.92315387
1253.6,41.65108416
1253.8,34.34067003
1254,33.89117088
1254.2,32.90444592
1254.4,29.24782369
1254.6,26.16683575
1254.8,22.90445658
1255,21.82314348
1255.2,31.83444367
1255.4,38.61673903
1255.6,35.86243885
1255.8,35.65734577
1256,38.35272293
1256.2,31.8689181
1256.4,29.88908666
1256.6,36.25646486
1256.8,40.66409783
1257,39.60470323
1257.2,36.31578915
1257.4,37.92459335
1257.6,38.29515961
1257.8,32.03666639
1258,28.69777942
1258.2,25.80131211
1258.4,30.18913013
1258.6,33.91164004
1258.8,31.40488272
1259,30.02055818
1259.2,37.54590617
1259.4,42.88640722
1259.6,41.32937687
1259.8,39.47415064
1260,43.68210167
1260.2,40.22259726
1260.4,36.17319776
1260.6,36.73162061
1260.8,35.89201587
1261,25.50445994
1261.2,26.45080644
1261.4,39.7262116
1261.6,41.648481
1261.8,40.0089759
1262,40.0074815
1262.2,40.94302077
1262.4,35.1698201
1262.6,29.15271655
1262.8,27.75651925
1263,31.24326115
1263.2,32.98149838
1263.4,39.40679118
1263.6,43.71318167
1263.8,43.54903398
1264,37.76550423
1264.2,34.80625087
1264.4,31.70213605
1264.6,32.03471302
1264.8,36.47629035
1265,37.55067078
1265.2,27.7740842
1265.4,29.3046065
1265.6,33.72468158
1265.8,34.72818822
1266,28.40194326
1266.2,24.92695289
1266.4,28.35919447
1266.6,34.11739044
1266.8,32.46757852
1267,28.31881059
1267.2,34.28875887
1267.4,35.08225465
1267.6,33.39117761
1267.8,35.53984876
1268,37.68921762
1268.2,39.19911968
1268.4,42.21422307
1268.6,34.53184746
1268.8,36.24932417
1269,40.69521392
1269.2,43.85041749
1269.4,39.5868923
1269.6,36.69104183
1269.8,30.75149339
1270,28.65198523
1270.2,37.75555001
1270.4,47.23063317
1270.567986,57.42574257
1270.6,51.3704019
1270.8,41.69008567
1271,29.73780647
1271.2,31.41717265
1271.4,36.20422811
1271.6,34.68853174
1271.8,32.00708963
1272,34.92670547
1272.2,35.52479743
1272.4,31.26924172
1272.6,30.16807387
1272.8,34.3027523
1273,34.552
1273.2,40.95979812
1273.4,40.55970994
1273.6,36.14520959
1273.8,31.43199756
1274,26.99492612
1274.2,29.99566161
1274.4,29.8250086
1274.6,27.21646332
1274.8,27.73574389
1275,23.8924751
1275.2,18.42529545
1275.4,23.39677923
1275.6,31.44374921
1275.8,37.39982014
1276,43.28727125
1276.2,41.71974088
1276.4,38.88011997
1276.6,29.39125123
1276.8,29.77850812
1277,30.22253267
1277.2,30.97466136
1277.4,34.5957004
1277.6,32.82753754
1277.8,24.42537648
1278,24.30864824
1278.2,29.01602363
1278.4,29.62313845
1278.6,22.42895491
1278.8,25.98307602
1279,35.29325165
1279.2,34.33270556
1279.4,38.83863869
1279.6,41.41693956
1279.8,42.20415999
1280,40.27044186
1280.2,37.05649329
1280.4,37.56099199
1280.6,38.24227699
1280.8,33.16086294
1281,40.64707346
1281.2,42.21027862
1281.4,40.89762596
1281.6,38.72262776
1281.8,42.71615704
1282,41.67544069
1282.2,42.83652982
1282.4,40.50115294
1282.6,44.12943673
1282.8,52.81637739
1283,47.35105709
1283.2,45.63597053
1283.4,45.49866898
1283.6,45.41544067
1283.8,37.46314475
1284,27.60969861
1284.2,28.82148223
1284.4,26.97950924
1284.6,24.74080906
1284.8,30.31198068
1285,30.14281831
1285.2,31.75728103
1285.4,31.15964314
1285.6,35.68155625
1285.8,39.25554212
1286,37.67167193
1286.2,33.14034296
1286.4,34.0058202
1286.6,34.42926205
1286.8,32.99451082
1287,30.21167586
1287.2,34.3827949
1287.4,39.29899355
1287.6,36.80412847
1287.8,36.97715231
1288,39.27441188
1288.2,38.78571499
1288.4,38.61475238
1288.6,40.73691025
1288.8,39.19132232
1289,30.5067723
1289.2,27.33767506
1289.4,34.33595014
1289.6,36.95864068
1289.8,40.40650152
1290,43.14258867
1290.2,38.96263635
1290.4,33.93904718
1290.6,31.20013422
1290.8,29.55827942
1291,27.85819531
1291.2,27.51988252
1291.4,28.18630615
1291.6,28.27362889
1291.8,29.22884985
1292,32.93763742
1292.2,34.67604511
1292.4,29.63608661
1292.6,24.547449
1292.8,27.42541894
1293,26.08238324
1293.2,25.29603882
1293.4,25.11629474
1293.6,27.26135526
1293.8,24.50269141
1294,25.22206588
1294.2,27.47440696
1294.4,30.37651753
1294.6,32.62775758
1294.8,28.16923577
1295,27.44422603
1295.2,27.79517861
1295.4,27.49330149
1295.6,25.08039354
1295.8,32.42160871
1296,37.47982967
1296.041308,43.56435644
1296.2,37.31051772
1296.4,28.59349053
1296.6,23.43704629
1296.8,30.10527298
1297,37.08251725
1297.2,36.7023928
1297.4,31.24255503
1297.6,33.10638434
1297.8,36.84277488
1298,32.63837177
1298.2,31.07063352
1298.4,45.5676453
1298.6,42.86784491
1298.795181,27.72277228
1298.8,34.45431976
1299,34.16540326
1299.2,31.8931925
1299.4,24.76669386
1299.483649,21.78217822
1299.6,26.76354019
1299.8,25.12439288
1300,27.88219888
1300.2,37.9356534
1300.4,34.54336702
1300.6,30.27753719
1300.8,33.03117168
1301,30.46670375
1301.2,24.8283401
1301.4,20.23168054
1301.6,19.15380803
1301.8,25.52243285
1302,29.60696542
1302.2,28.28968083
1302.4,25.75453198
1302.6,33.88557567
1302.8,40.3402244
1303,37.00701686
1303.2,29.45941953
1303.4,23.39026939
1303.6,26.00337956
1303.8,31.32054878
1304,31.1915192
1304.2,31.44426559
1304.4,39.30778336
1304.6,38.67778298
1304.8,31.03215688
1305,30.65615478
1305.2,33.21579404
1305.4,35.28242247
1305.6,37.56336879
1305.8,39.81264206
1306,39.5174132
1306.2,36.95319468
1306.4,38.93193763
1306.473595,44.66019417
1306.6,41.01768354
1306.8,38.12147096
1307,29.54112361
1307.2,31.36381997
1307.4,35.52716794
1307.6,41.53533223
1307.8,43.63410441
1308,37.60476609
1308.2,33.90250995
1308.4,39.41315056
1308.6,42.61285946
1308.8,37.86666384
1309,35.790216
1309.2,31.34427447
1309.4,31.19936848
1309.6,39.71921289
1309.8,40.53538475
1310,32.60744972
1310.2,25.33845095
1310.4,34.13046733
1310.6,42.60383522
1310.8,40.5318879
1311,33.7427647
1311.2,27.18574363
1311.4,21.66956184
1311.6,23.63408034
1311.8,30.34027721
1312,30.96538882
1312.2,27.45429357
1312.4,30.84088089
1312.6,33.96229837
1312.8,35.85754716
1313,31.7368158
1313.2,30.67869238
1313.4,31.90876906
1313.6,31.04016135
1313.8,25.0448187
1314,24.0906631
1314.2,38.33274793
1314.4,41.603165
1314.6,34.10901586
1314.8,32.16945888
1315,30.41644863
1315.2,33.19037289
1315.4,36.42328152
1315.6,31.46808206
1315.8,24.62874666
1316,27.24385587
1316.2,29.80420634
1316.4,33.81113004
1316.6,38.32482817
1316.8,35.56945326
1317,35.12430061
1317.2,38.42682758
1317.4,33.5233118
1317.6,27.49842266
1317.8,28.73648518
1318,34.6085097
1318.2,40.54202098
1318.4,42.76973553
1318.6,34.46453876
1318.8,30.91319602
1319,31.10194448
1319.2,31.983081
1319.4,33.40558498
1319.6,30.88207185
1319.8,27.73405731
1320,25.64342499
1320.2,33.38284887
1320.4,33.44454818
1320.6,28.78310734
1320.8,28.88386175
1321,36.12837092
1321.2,36.36524216
1321.4,34.61198498
1321.6,31.89529746
1321.8,36.22856309
1322,39.69942697
1322.2,37.82745365
1322.4,33.27202764
1322.6,27.05926251
1322.8,20.95982074
1323,21.67646101
1323.2,25.28970623
1323.4,31.97532995
1323.6,39.13522645
1323.8,36.537199
1324,26.83729635
1324.2,19.61697656
1324.4,18.85299093
1324.6,26.88470903
1324.8,38.00566608
1325,37.52521145
1325.2,33.26922825
1325.4,26.65744504
1325.6,25.39054132
1325.8,22.66914079
1326,20.11014532
1326.2,19.37649193
1326.4,21.80190209
1326.6,26.44323756
1326.8,28.28484255
1327,28.06945458
1327.2,26.82138873
1327.4,25.80104879
1327.6,25.92388777
1327.8,24.24685379
1328,24.91755237
1328.2,32.36967261
1328.4,37.23339308
1328.6,37.14992084
1328.8,31.73664747
1329,28.69316289
1329.2,26.19844112
1329.4,32.88330897
1329.6,42.24294676
1329.8,42.84658285
1330,30.32712364
1330.153322,27.18446602
1330.2,30.05756079
1330.4,38.60721591
1330.6,40.35412222
1330.8,31.6660995
1331,39.03885364
1331.2,36.69830483
1331.4,24.24547093
1331.6,11.86003922
1331.8,13.03410769
1332,22.07591124
1332.2,27.66720172
1332.4,33.0775369
1332.6,32.65249475
1332.8,33.90980991
1333,38.14462403
1333.2,47.31137488
1333.4,48.05650315
1333.6,37.46319022
1333.8,27.38875946
1334,24.98337316
1334.2,26.68462492
1334.4,25.60693443
1334.6,30.72235308
1334.8,29.07871952
1335,27.08783323
1335.2,30.91923569
1335.4,38.11350484
1335.6,42.44731187
1335.8,37.89444661
1336,32.93952917
1336.2,34.58494923
1336.4,35.02810953
1336.6,34.91888233
1336.8,30.70521796
1337,28.06939282
1337.2,31.94169067
1337.4,31.88176853
1337.6,24.8801724
1337.8,24.71679329
1338,30.10650921
1338.2,34.08019602
1338.4,34.52902283
1338.6,28.01716103
1338.8,24.93148256
1339,29.4942521
1339.2,25.31379126
1339.4,30.67930357
1339.6,35.12439135
1339.8,40.34789751
1340,35.90038307
1340.2,29.56239274
1340.4,25.50482707
1340.545145,23.30097087
1340.6,27.55485071
1340.8,29.64494937
1341,33.68385709
1341.2,29.07886687
1341.4,25.33152299
1341.6,20.46461545
1341.8,22.64154158
1342,24.94957215
1342.2,33.11442251
1342.4,37.56341969
1342.6,35.52386799
1342.8,29.85548359
1343,24.14670775
1343.2,24.55861866
1343.4,32.49325309
1343.6,33.63306002
1343.8,27.722606
1344,27.53838051
1344.2,29.79722133
1344.4,32.05317783
1344.6,35.97567959
1344.8,37.01257923
1345,32.93861047
1345.2,26.09402313
1345.4,23.1041078
1345.6,29.33317322
1345.8,33.47688169
1346,33.63933888
1346.2,35.48808399
1346.4,30.24874559
1346.6,24.91559373
1346.8,30.39895429
1347,35.8425813
1347.2,38.52761853
1347.4,39.36160766
1347.6,34.9997959
1347.8,27.92857339
1348,25.44422523
1348.2,31.03386861
1348.4,36.34242162
1348.6,34.75118642
1348.8,32.16608345
1349,33.14213167
1349.2,34.68881455
1349.4,36.52504969
1349.6,33.98375312
1349.8,31.54407893
1350,26.30549757
1350.2,28.66372463
1350.4,25.38457672
1350.6,21.92996186
1350.8,22.64208222
1351,33.63074654
1351.2,37.33283017
1351.4,36.97808469
1351.6,31.47992107
1351.8,37.03744368
1352,47.49008357
1352.129472,50.48543689
1352.2,45.32149127
1352.4,34.2754542
1352.6,25.55020503
1352.8,31.01957516
1353,40.96021069
1353.2,43.5131146
1353.4,36.62003565
1353.6,33.12098275
1353.8,39.11080108
1354,44.52256599
1354.2,34.07432466
1354.4,25.50890826
1354.51448,21.3592233
1354.6,26.01135011
1354.8,37.84531003
1355,46.07375646
1355.2,41.22372862
1355.4,34.49658297
1355.6,39.22769719
1355.8,37.55410649
1356,41.35878394
1356.2,36.52536155
1356.4,30.99938432
1356.6,23.6723967
1356.8,18.66471195
1357,23.86822806
1357.2,28.3281538
1357.4,32.43698465
1357.6,34.12745097
1357.8,35.88663752
1358,34.7570049
1358.2,33.91074595
1358.4,29.2276886
1358.6,31.71837346
1358.8,35.31059912
1359,40.42593909
1359.2,40.42451226
1359.4,38.84450468
1359.6,32.74242392
1359.8,31.98135001
1360,29.83564532
1360.2,31.87174662
1360.4,30.39284465
1360.6,34.11115203
1360.8,39.08826188
1361,41.86605726
1361.2,42.64200787
1361.4,43.60508473
1361.6,44.83241651
1361.8,49.89341386
1362,53.3943396
1362.2,48.18233974
1362.4,46.50955509
1362.6,45.87626408
1362.8,39.3974771
1363,34.61059389
1363.2,29.44435612
1363.4,25.54876812
1363.6,28.25136122
1363.8,30.12266565
1364,34.2345316
1364.2,38.06590153
1364.4,35.0407174
1364.6,28.55631567
1364.8,24.71963621
1365,22.34589881
1365.2,24.00765463
1365.4,31.21353301
1365.6,36.91024874
1365.8,37.98245152
1365.92845,34.95145631
1366,37.4033237
1366.2,37.525688
1366.4,35.66584435
1366.6,29.57766418
1366.8,31.13533453
1367,28.69805101
1367.2,29.34017585
1367.4,28.83110839
1367.6,30.80891981
1367.8,32.67521466
1368,30.27728897
1368.2,31.74483022
1368.4,33.93225322
1368.6,36.45037274
1368.8,34.79816918
1369,35.14295128
1369.2,35.91738127
1369.4,34.45439882
1369.6,30.6476852
1369.8,26.6677388
1370,25.71164857
1370.2,30.76129856
1370.4,30.9984856
1370.6,30.2763802
1370.8,35.3550812
1371,34.44759444
1371.2,40.08030687
1371.4,39.20723986
1371.6,36.29691077
1371.8,32.52142533
1372,31.4292146
1372.2,31.52044459
1372.4,34.15016607
1372.6,39.51114398
1372.8,39.94396688
1373,32.59782473
1373.2,29.24450425
1373.4,30.95103495
1373.6,29.09057253
1373.8,26.82391342
1374,31.97970034
1374.2,40.63517404
1374.4,37.61546648
1374.6,35.15269678
1374.8,28.83929146
1375,24.39340433
1375.2,31.45120747
1375.4,37.35089467
1375.6,33.99416727
1375.8,29.52205064
1376,30.51540851
1376.2,35.62104795
1376.4,34.7748127
1376.6,31.6851473
1376.8,30.87479454
1377,35.52627268
1377.2,34.05906422
1377.4,38.0003729
1377.6,41.17029587
1377.8,38.58920609
1378,33.1134882
1378.2,34.72728845
1378.4,43.7140404
1378.6,46.89380534
1378.8,36.43267959
1378.875639,31.06796117
1379,34.4080225
1379.2,41.58254976
1379.4,45.80373976
1379.6,40.9140271
1379.8,37.52424792
1380,38.80455239
1380.2,32.80839283
1380.4,32.20762967
1380.6,40.424492
1380.8,40.35532482
1381,39.27442084
1381.2,37.72379281
1381.4,35.97874795
1381.6,33.38912799
1381.8,35.01367753
1382,32.24534391
1382.2,35.89466736
1382.4,42.26223529
1382.6,44.53039079
1382.8,38.18555021
1383,29.6439815
1383.2,21.32699718
1383.30494,17.47572816
1383.4,21.08819297
1383.6,28.77554966
1383.8,32.12345138
1384,35.49220545
1384.2,35.0546451
1384.4,36.02112033
1384.6,33.80784162
1384.8,34.36469339
1385,45.1081086
1385.2,45.80442531
1385.4,45.1011289
1385.6,41.53571433
1385.8,33.96894883
1385.860307,27.18446602
1386,32.27723706
1386.2,39.43124302
1386.4,48.98563961
1386.6,42.87091087
1386.8,37.2751062
1387,37.58143406
1387.2,36.56988111
1387.4,37.99790331
1387.6,37.23632629
1387.8,34.93115291
1388,32.67262244
1388.2,35.45772023
1388.4,40.98772151
1388.586031,44.66019417
1388.6,38.91726509
1388.8,32.5268086
1389,32.11552864
1389.2,37.16563294
1389.4,37.46776163
1389.6,38.50976023
1389.8,34.84379415
1390,27.99548496
1390.2,29.89257552
1390.4,28.35273215
1390.6,23.01235815
1390.8,21.78778436
1391,27.55390259
1391.2,30.03914028
1391.4,30.67758423
1391.6,28.42183538
1391.8,36.77490982
1392,37.91936989
1392.2,31.8528498
1392.4,30.52510589
1392.6,34.75027424
1392.8,30.40177368
1393,28.44736721
1393.2,31.82926669
1393.4,36.22023839
1393.6,30.68143411
1393.8,24.07676827
1394,23.5044952
1394.2,29.34803904
1394.4,37.26338129
1394.6,37.12303405
1394.8,27.07424604
1395,25.6030304
1395.2,25.55304058
1395.4,25.18237429
1395.6,27.92010387
1395.8,28.1942072
1396,23.55173321
1396.2,19.22797988
1396.4,17.11728892
1396.6,16.2352467
1396.8,20.26730565
1397,23.49114423
1397.2,26.30177017
1397.4,24.95078846
1397.6,23.23773058
1397.8,22.51912675
1398,33.76669417
1398.2,42.79043763
1398.4,39.16979893
1398.6,31.00840096
1398.8,31.41613006
1399,25.63322079
1399.2,19.43080556
1399.4,26.25015645
1399.6,43.38816193
1399.8,43.2822357
1400,42.16813102
1400.2,34.93328762
1400.4,30.00704674
1400.6,28.2841606
1400.8,30.44289309
1401,33.72627294
1401.2,36.94833503
1401.4,33.90826389
1401.6,30.91884284
1401.8,27.79184606
1402,26.26333416
1402.2,24.32461047
1402.4,25.75363379
1402.6,41.55842419
1402.8,45.59401536
1403,41.32143197
1403.2,39.92186216
1403.4,32.65437629
1403.6,30.45382666
1403.8,42.95890406
1404,40.03583076
1404.2,30.72770471
1404.4,34.87223184
1404.6,30.34698655
1404.8,24.99296874
1405,29.97096156
1405.2,33.62511389
1405.4,31.89265437
1405.6,34.46598047
1405.8,31.41431813
1406,25.87395472
1406.2,28.02103983
1406.4,33.80969394
1406.6,31.64611877
1406.8,28.11485173
1407,28.07804749
1407.2,26.49831976
1407.4,30.1918134
1407.6,33.4046048
1407.8,34.27866328
1408,31.60151587
1408.2,33.45745881
1408.4,36.51245193
1408.6,37.14737478
1408.8,33.25546667
1409,32.42457491
1409.2,32.20729418
1409.4,27.66614688
1409.6,24.19974965
1409.8,29.80063365
1410,32.1019591
1410.2,29.09472565
1410.4,36.60255328
1410.6,39.7685506
1410.8,37.92990913
1411,33.62139523
1411.2,34.96435164
1411.4,33.32898549
1411.6,34.95708262
1411.8,41.21796989
1412,38.33666763
1412.2,33.97410951
1412.4,37.46105618
1412.6,37.19953961
1412.8,33.42674739
1413,36.1344452
1413.2,37.7322913
1413.4,31.82431915
1413.6,27.94887331
1413.8,31.49013713
1414,37.89584239
1414.2,35.1008965
1414.4,31.26259305
1414.6,34.91344926
1414.8,37.96710769
1415,32.74689998
1415.2,35.99070135
1415.4,41.33400909
1415.6,35.81235054
1415.8,32.45269534
1416,33.86344957
1416.2,40.53161495
1416.4,35.62706244
1416.6,35.36322068
1416.8,33.24609801
1417,28.76053477
1417.2,28.32319992
1417.4,33.7058338
1417.6,40.9041916
1417.8,46.62486752
1418,38.92332119
1418.2,33.81958005
1418.4,37.03511113
1418.6,39.0261069
1418.8,38.72828108
1419,37.58905846
1419.2,31.77916767
1419.4,33.85947091
1419.6,33.81446196
1419.8,37.29802562
1420,34.45183187
1420.2,24.43053669
1420.4,25.8949061
1420.6,34.20855529
1420.8,38.86981213
1421,32.68872996
1421.2,29.36834115
1421.4,30.69858781
1421.6,28.1844462
1421.8,23.81507491
1422,25.08997566
1422.2,29.53354695
1422.4,36.84247628
1422.6,40.53822544
1422.8,38.47850436
1423,32.42305626
1423.2,36.33010603
1423.4,35.59016939
1423.6,26.96596781
1423.8,28.09143357
1424,33.07346081
1424.2,31.65975526
1424.4,29.54279305
1424.6,30.0541281
1424.8,39.36961294
1425,43.53895447
1425.2,42.03294922
1425.4,43.58040926
1425.6,46.08138247
1425.8,43.52735288
1425.996534,25.74257426
1426,29.4824873
1426.2,28.9100179
1426.4,35.15102298
1426.6,38.08941324
1426.8,38.40832367
1427,31.64617876
1427.2,29.86611532
1427.4,31.26463951
1427.6,32.60117803
1427.8,32.40751242
1428,40.04215332
1428.2,46.40565634
1428.4,44.41983271
1428.6,38.57666206
1428.8,33.41490732
1429,37.09393904
1429.2,42.11902335
1429.4,40.17633509
1429.6,34.30346964
1429.8,30.0452104
1430,28.00455483
1430.2,29.40338651
1430.4,28.51091522
1430.6,29.73418471
1430.8,33.65175108
1431,34.92020465
1431.2,40.03991419
1431.4,47.41632026
1431.6,45.01643691
1431.8,37.13613376
1432,31.44777663
1432.2,34.05639482
1432.4,35.15796104
1432.6,31.36702848
1432.8,34.53006623
1433,34.86959372
1433.2,34.5943338
1433.4,32.74533886
1433.6,33.24412721
1433.8,33.04053694
1434,30.81478511
1434.2,32.68963624
1434.4,36.72983572
1434.6,41.19301617
1434.8,39.73318517
1435,33.17695374
1435.2,29.68474063
1435.4,22.56358333
1435.6,20.03389631
1435.8,23.21124115
1436,28.2940389
1436.2,33.2608763
1436.4,33.67504806
1436.6,31.19446912
1436.8,28.54796902
1437,27.08707232
1437.2,30.93049922
1437.4,30.4985115
1437.6,28.01664688
1437.8,29.40000744
1438,33.59246083
1438.2,32.44081989
1438.4,29.54540695
1438.6,27.24839209
1438.8,29.4203467
1439,36.9042519
1439.2,40.93751118
1439.4,36.75815592
1439.6,34.05172672
1439.8,38.88470954
1440,42.95131566
1440.2,35.49359284
1440.4,29.52335241
1440.6,28.87122239
1440.8,27.37846847
1441,27.23522599
1441.2,30.42995995
1441.4,32.17183979
1441.6,32.43859343
1441.8,32.43603716
1442,31.10265924
1442.2,29.16108166
1442.4,26.5194984
1442.6,24.51060698
1442.8,28.0265988
1443,29.10622424
1443.2,28.98014361
1443.4,26.705113
1443.6,27.10863204
1443.8,30.11803373
1444,28.83284293
1444.2,31.29785034
1444.4,43.10772408
1444.6,50.12849497
1444.8,41.89836758
1445,29.19168376
1445.2,32.65005483
1445.4,34.01187853
1445.6,27.09171776
1445.8,29.12088181
1446,26.22014863
1446.2,23.99171767
1446.4,27.46339339
1446.6,27.98808
1446.8,36.42786781
1447,39.91791314
1447.140381,43.56435644
1447.2,39.63945104
1447.4,40.0639363
1447.6,34.6246768
1447.8,32.40550226
1448,34.55666708
1448.180243,31.68316832
1448.2,34.57349632
1448.4,40.14177605
1448.6,44.97228745
1448.8,42.89952668
1449,44.86331808
1449.2,41.64827506
1449.4,33.46375722
1449.6,21.36411846
1449.8,17.89016167
1450,26.28614952
1450.2,25.79179366
1450.4,26.34244317
1450.6,30.00629467
1450.8,27.52252152
1451,25.39114627
1451.2,28.87179536
1451.4,29.26625894
1451.6,25.07041054
1451.8,29.77803714
1452,31.28887108
1452.2,33.38436979
1452.4,35.89838672
1452.6,42.95565509
1452.8,40.17130087
1453,38.6486374
1453.2,34.746377
1453.4,30.13889415
1453.6,29.10029221
1453.8,34.45919415
1454,38.5112783
1454.2,50.51037911
1454.4,54.96954298
1454.6,44.77925369
1454.8,35.05053316
1455,36.72751924
1455.2,43.55647928
1455.4,36.09413537
1455.6,32.68006821
1455.8,39.85538619
1456,39.26482571
1456.2,37.72654885
1456.4,35.98432897
1456.6,33.9926578
1456.8,31.76634364
1457,34.75262534
1457.2,30.3630982
1457.4,28.90930714
1457.6,27.23462222
1457.8,32.46961595
1458,39.30503241
1458.2,34.82020766
1458.4,31.57483865
1458.6,28.59148516
1458.8,26.81863934
1459,30.84744407
1459.2,28.67915409
1459.4,23.23966996
1459.6,27.80598074
1459.8,37.33821216
1460,38.73928404
1460.2,35.96199061
1460.4,33.17042573
1460.6,28.76415262
1460.8,27.53455877
1461,33.93708931
1461.2,38.85178585
1461.4,43.65290027
1461.6,37.01600781
1461.8,35.79920604
1462,37.31240691
1462.2,32.36195311
1462.4,30.77072506
1462.6,29.17776115
1462.8,30.24079854
1463,35.63093222
1463.2,38.87994703
1463.4,40.96753548
1463.6,35.5215141
1463.8,27.78296221
1464,25.82778057
1464.2,28.46842604
1464.4,30.67406348
1464.6,26.86450327
1464.8,24.69620165
1464.991334,19.8019802
1465,25.13915945
1465.2,31.31919888
1465.4,37.68808223
1465.6,32.82466996
1465.8,27.43649096
1466,25.92312448
1466.2,26.08610553
1466.4,27.3815951
1466.6,35.93606242
1466.8,38.75595531
1467,32.39433014
1467.2,25.01606927
1467.4,22.6556318
1467.6,22.74031733
1467.8,21.09490586
1468,24.34516245
1468.2,33.60422308
1468.4,36.54212761
1468.6,29.790703
1468.8,28.5463288
1469,24.62126949
1469.2,22.31726241
1469.4,28.14893256
1469.6,34.36812294
1469.8,41.67703154
1470,38.06922113
1470.2,35.17781074
1470.4,38.7987826
1470.6,37.02153201
1470.8,33.35945125
1471,30.43677713
1471.2,32.05096097
1471.4,28.40947689
1471.403813,23.76237624
1471.6,26.80691816
1471.8,28.43898264
1472,31.59748588
1472.2,33.64717062
1472.4,25.33201659
1472.6,26.64000394
1472.8,35.63024651
1473,34.95142619
1473.2,30.11106637
1473.4,29.07737761
1473.6,34.06553063
1473.8,31.57671392
