Record,Sample_ID,depth mbsf,age_tuned,tuning target,age model source,benthic d13C VPDB,benthic d18O VPDB,benthic Species,benthic Source,benthic d13C VPDB Corr,benthic d18O VPDB Corr,IsotopeCorrNote,benthic d13C VPDB CorrAdjusted,benthic d18O VPDB CorrAdjusted,benthic_CorrAdjusted_Note,benthic d13C smoothLoess10,benthic d18O smoothLoess10
1264,"208-1264A-20H-3W,20-21",183.505,17.353,Eccentricity,Liebrand et al. 2016,1.33,1.93,CMUND,Liebrand et al. 2011;2016,1.33,2.57,d18O +0.64‰; d13C +0.00‰,0.83,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,22-23",183.525,17.357,Eccentricity,Liebrand et al. 2016,1.41,1.77,CMUND,Liebrand et al. 2011;2016,1.41,2.41,d18O +0.64‰; d13C +0.00‰,0.91,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,24-25",183.545,17.361,Eccentricity,Liebrand et al. 2016,1.54,1.75,CMUND,Liebrand et al. 2011;2016,1.54,2.39,d18O +0.64‰; d13C +0.00‰,1.04,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,26-27",183.565,17.365,Eccentricity,Liebrand et al. 2016,1.22,1.91,CMUND,Liebrand et al. 2011;2016,1.22,2.55,d18O +0.64‰; d13C +0.00‰,0.72,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,28-29",183.585,17.369,Eccentricity,Liebrand et al. 2016,1.29,1.69,CMUND,Liebrand et al. 2011;2016,1.29,2.33,d18O +0.64‰; d13C +0.00‰,0.79,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,32-33",183.625,17.377,Eccentricity,Liebrand et al. 2016,1.15,1.59,CMUND,Liebrand et al. 2011;2016,1.15,2.23,d18O +0.64‰; d13C +0.00‰,0.65,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,34-35",183.645,17.381,Eccentricity,Liebrand et al. 2016,1.22,1.63,CMUND,Liebrand et al. 2011;2016,1.22,2.27,d18O +0.64‰; d13C +0.00‰,0.72,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,36-37",183.665,17.385,Eccentricity,Liebrand et al. 2016,1.05,1.38,CMUND,Liebrand et al. 2011;2016,1.05,2.02,d18O +0.64‰; d13C +0.00‰,0.55,1.92,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,38-39",183.685,17.389,Eccentricity,Liebrand et al. 2016,1.38,1.68,CMUND,Liebrand et al. 2011;2016,1.38,2.32,d18O +0.64‰; d13C +0.00‰,0.88,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,40-41",183.705,17.393,Eccentricity,Liebrand et al. 2016,1.13,1.78,CMUND,Liebrand et al. 2011;2016,1.13,2.42,d18O +0.64‰; d13C +0.00‰,0.63,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,42-43",183.725,17.397,Eccentricity,Liebrand et al. 2016,1.3,1.58,CMUND,Liebrand et al. 2011;2016,1.3,2.22,d18O +0.64‰; d13C +0.00‰,0.8,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,44-45",183.745,17.401,Eccentricity,Liebrand et al. 2016,0.99,1.59,CMUND,Liebrand et al. 2011;2016,0.99,2.23,d18O +0.64‰; d13C +0.00‰,0.49,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,48-49",183.785,17.4091,Eccentricity,Liebrand et al. 2016,1.06,1.56,CMUND,Liebrand et al. 2011;2016,1.06,2.2,d18O +0.64‰; d13C +0.00‰,0.56,2.1,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,50-51",183.805,17.4133,Eccentricity,Liebrand et al. 2016,1.26,1.49,CMUND,Liebrand et al. 2011;2016,1.26,2.13,d18O +0.64‰; d13C +0.00‰,0.76,2.03,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,52-53",183.825,17.4175,Eccentricity,Liebrand et al. 2016,1.28,1.75,CMUND,Liebrand et al. 2011;2016,1.28,2.39,d18O +0.64‰; d13C +0.00‰,0.78,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,54-55",183.845,17.4217,Eccentricity,Liebrand et al. 2016,1.22,1.53,CMUND,Liebrand et al. 2011;2016,1.22,2.17,d18O +0.64‰; d13C +0.00‰,0.72,2.07,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,56-57",183.865,17.4259,Eccentricity,Liebrand et al. 2016,1.32,1.72,CMUND,Liebrand et al. 2011;2016,1.32,2.36,d18O +0.64‰; d13C +0.00‰,0.82,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,60-61",183.905,17.4343,Eccentricity,Liebrand et al. 2016,1.36,1.69,CMUND,Liebrand et al. 2011;2016,1.36,2.33,d18O +0.64‰; d13C +0.00‰,0.86,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,62-63",183.925,17.4385,Eccentricity,Liebrand et al. 2016,1.13,1.42,CMUND,Liebrand et al. 2011;2016,1.13,2.06,d18O +0.64‰; d13C +0.00‰,0.63,1.96,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,64-65",183.945,17.4427,Eccentricity,Liebrand et al. 2016,1.12,1.72,CMUND,Liebrand et al. 2011;2016,1.12,2.36,d18O +0.64‰; d13C +0.00‰,0.62,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,66-67",183.965,17.4469,Eccentricity,Liebrand et al. 2016,1.23,1.31,CMUND,Liebrand et al. 2011;2016,1.23,1.95,d18O +0.64‰; d13C +0.00‰,0.73,1.85,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,68-69",183.985,17.4511,Eccentricity,Liebrand et al. 2016,1.39,1.85,CMUND,Liebrand et al. 2011;2016,1.39,2.49,d18O +0.64‰; d13C +0.00‰,0.89,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,70-71",184.005,17.4553,Eccentricity,Liebrand et al. 2016,1.14,1.83,CMUND,Liebrand et al. 2011;2016,1.14,2.47,d18O +0.64‰; d13C +0.00‰,0.64,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,72-73",184.025,17.4596,Eccentricity,Liebrand et al. 2016,1.41,1.93,CMUND,Liebrand et al. 2011;2016,1.41,2.57,d18O +0.64‰; d13C +0.00‰,0.91,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,74-75",184.045,17.4638,Eccentricity,Liebrand et al. 2016,1.48,2.18,CMUND,Liebrand et al. 2011;2016,1.48,2.82,d18O +0.64‰; d13C +0.00‰,0.98,2.72,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,76-77",184.065,17.468,Eccentricity,Liebrand et al. 2016,1.46,1.73,CMUND,Liebrand et al. 2011;2016,1.46,2.37,d18O +0.64‰; d13C +0.00‰,0.96,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,78-79",184.085,17.4722,Eccentricity,Liebrand et al. 2016,1.09,1.64,CMUND,Liebrand et al. 2011;2016,1.09,2.28,d18O +0.64‰; d13C +0.00‰,0.59,2.18,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,82-83",184.125,17.4806,Eccentricity,Liebrand et al. 2016,1.48,1.74,CMUND,Liebrand et al. 2011;2016,1.48,2.38,d18O +0.64‰; d13C +0.00‰,0.98,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,84-85",184.145,17.4848,Eccentricity,Liebrand et al. 2016,1.66,2.14,CMUND,Liebrand et al. 2011;2016,1.66,2.78,d18O +0.64‰; d13C +0.00‰,1.16,2.68,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,86-87",184.165,17.489,Eccentricity,Liebrand et al. 2016,1.58,1.95,CMUND,Liebrand et al. 2011;2016,1.58,2.59,d18O +0.64‰; d13C +0.00‰,1.08,2.49,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,88-89",184.185,17.4932,Eccentricity,Liebrand et al. 2016,1.52,1.85,CMUND,Liebrand et al. 2011;2016,1.52,2.49,d18O +0.64‰; d13C +0.00‰,1.02,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,90-91",184.205,17.4974,Eccentricity,Liebrand et al. 2016,1.42,1.72,CMUND,Liebrand et al. 2011;2016,1.42,2.36,d18O +0.64‰; d13C +0.00‰,0.92,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,92-93",184.225,17.5016,Eccentricity,Liebrand et al. 2016,1.24,1.83,CMUND,Liebrand et al. 2011;2016,1.24,2.47,d18O +0.64‰; d13C +0.00‰,0.74,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,94-95",184.245,17.5058,Eccentricity,Liebrand et al. 2016,1.24,1.66,CMUND,Liebrand et al. 2011;2016,1.24,2.3,d18O +0.64‰; d13C +0.00‰,0.74,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,96-97",184.265,17.51,Eccentricity,Liebrand et al. 2016,1.37,1.94,CMUND,Liebrand et al. 2011;2016,1.37,2.58,d18O +0.64‰; d13C +0.00‰,0.87,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,100-101",184.305,17.5176,Eccentricity,Liebrand et al. 2016,1.22,1.81,CMUND,Liebrand et al. 2011;2016,1.22,2.45,d18O +0.64‰; d13C +0.00‰,0.72,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,104-105",184.345,17.5253,Eccentricity,Liebrand et al. 2016,1.47,1.83,CMUND,Liebrand et al. 2011;2016,1.47,2.47,d18O +0.64‰; d13C +0.00‰,0.97,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,106-107",184.365,17.5291,Eccentricity,Liebrand et al. 2016,1.02,1.58,CMUND,Liebrand et al. 2011;2016,1.02,2.22,d18O +0.64‰; d13C +0.00‰,0.52,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,108-109",184.385,17.5329,Eccentricity,Liebrand et al. 2016,1.16,1.82,CMUND,Liebrand et al. 2011;2016,1.16,2.46,d18O +0.64‰; d13C +0.00‰,0.66,2.36,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,112-113",184.425,17.5406,Eccentricity,Liebrand et al. 2016,0.77,1.49,CMUND,Liebrand et al. 2011;2016,0.77,2.13,d18O +0.64‰; d13C +0.00‰,0.27,2.03,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,114-115",184.445,17.5444,Eccentricity,Liebrand et al. 2016,1.34,1.73,CMUND,Liebrand et al. 2011;2016,1.34,2.37,d18O +0.64‰; d13C +0.00‰,0.84,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,116-117",184.465,17.5482,Eccentricity,Liebrand et al. 2016,1.2,1.87,CMUND,Liebrand et al. 2011;2016,1.2,2.51,d18O +0.64‰; d13C +0.00‰,0.7,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,120-121",184.505,17.5559,Eccentricity,Liebrand et al. 2016,0.93,1.76,CMUND,Liebrand et al. 2011;2016,0.93,2.4,d18O +0.64‰; d13C +0.00‰,0.43,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,122-123",184.525,17.5597,Eccentricity,Liebrand et al. 2016,1.17,1.96,CMUND,Liebrand et al. 2011;2016,1.17,2.6,d18O +0.64‰; d13C +0.00‰,0.67,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,124-125",184.545,17.5635,Eccentricity,Liebrand et al. 2016,1.44,1.84,CMUND,Liebrand et al. 2011;2016,1.44,2.48,d18O +0.64‰; d13C +0.00‰,0.94,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,126-127",184.565,17.5673,Eccentricity,Liebrand et al. 2016,0.82,1.56,CMUND,Liebrand et al. 2011;2016,0.82,2.2,d18O +0.64‰; d13C +0.00‰,0.32,2.1,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,128-129",184.585,17.5711,Eccentricity,Liebrand et al. 2016,1.1,1.9,CMUND,Liebrand et al. 2011;2016,1.1,2.54,d18O +0.64‰; d13C +0.00‰,0.6,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,130-131",184.605,17.575,Eccentricity,Liebrand et al. 2016,1.14,1.59,CMUND,Liebrand et al. 2011;2016,1.14,2.23,d18O +0.64‰; d13C +0.00‰,0.64,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,134-135",184.645,17.5826,Eccentricity,Liebrand et al. 2016,1.21,1.73,CMUND,Liebrand et al. 2011;2016,1.21,2.37,d18O +0.64‰; d13C +0.00‰,0.71,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,136-137",184.665,17.5864,Eccentricity,Liebrand et al. 2016,0.72,1.59,CMUND,Liebrand et al. 2011;2016,0.72,2.23,d18O +0.64‰; d13C +0.00‰,0.22,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,138-139",184.685,17.5903,Eccentricity,Liebrand et al. 2016,1.37,1.88,CMUND,Liebrand et al. 2011;2016,1.37,2.52,d18O +0.64‰; d13C +0.00‰,0.87,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,140-141",184.705,17.5941,Eccentricity,Liebrand et al. 2016,1.25,1.97,CMUND,Liebrand et al. 2011;2016,1.25,2.61,d18O +0.64‰; d13C +0.00‰,0.75,2.51,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,142-143",184.725,17.5979,Eccentricity,Liebrand et al. 2016,0.83,1.8,CMUND,Liebrand et al. 2011;2016,0.83,2.44,d18O +0.64‰; d13C +0.00‰,0.33,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-3W,146-147",184.765,17.6056,Eccentricity,Liebrand et al. 2016,1.35,1.79,CMUND,Liebrand et al. 2011;2016,1.35,2.43,d18O +0.64‰; d13C +0.00‰,0.85,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,0-1",184.805,17.6132,Eccentricity,Liebrand et al. 2016,1.28,1.83,CMUND,Liebrand et al. 2011;2016,1.28,2.47,d18O +0.64‰; d13C +0.00‰,0.78,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,2-3",184.825,17.617,Eccentricity,Liebrand et al. 2016,1.23,1.85,CMUND,Liebrand et al. 2011;2016,1.23,2.49,d18O +0.64‰; d13C +0.00‰,0.73,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,4-5",184.845,17.6209,Eccentricity,Liebrand et al. 2016,1.29,1.73,CMUND,Liebrand et al. 2011;2016,1.29,2.37,d18O +0.64‰; d13C +0.00‰,0.79,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,6-7",184.865,17.6247,Eccentricity,Liebrand et al. 2016,1.19,1.79,CMUND,Liebrand et al. 2011;2016,1.19,2.43,d18O +0.64‰; d13C +0.00‰,0.69,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,8-9",184.885,17.6285,Eccentricity,Liebrand et al. 2016,1.01,1.72,CMUND,Liebrand et al. 2011;2016,1.01,2.36,d18O +0.64‰; d13C +0.00‰,0.51,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,14-15",184.945,17.64,Eccentricity,Liebrand et al. 2016,1.03,1.78,CMUND,Liebrand et al. 2011;2016,1.03,2.42,d18O +0.64‰; d13C +0.00‰,0.53,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,18-19",184.985,17.6476,Eccentricity,Liebrand et al. 2016,1.03,1.72,CMUND,Liebrand et al. 2011;2016,1.03,2.36,d18O +0.64‰; d13C +0.00‰,0.53,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,22-23",185.025,17.6553,Eccentricity,Liebrand et al. 2016,0.69,1.44,CMUND,Liebrand et al. 2011;2016,0.69,2.08,d18O +0.64‰; d13C +0.00‰,0.19,1.98,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,24-25",185.045,17.6591,Eccentricity,Liebrand et al. 2016,1.01,1.58,CMUND,Liebrand et al. 2011;2016,1.01,2.22,d18O +0.64‰; d13C +0.00‰,0.51,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,26-27",185.065,17.6629,Eccentricity,Liebrand et al. 2016,1.33,1.91,CMUND,Liebrand et al. 2011;2016,1.33,2.55,d18O +0.64‰; d13C +0.00‰,0.83,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,28-29",185.085,17.6668,Eccentricity,Liebrand et al. 2016,0.9,1.38,CMUND,Liebrand et al. 2011;2016,0.9,2.02,d18O +0.64‰; d13C +0.00‰,0.4,1.92,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,30-31",185.105,17.6706,Eccentricity,Liebrand et al. 2016,1.15,1.51,CMUND,Liebrand et al. 2011;2016,1.15,2.15,d18O +0.64‰; d13C +0.00‰,0.65,2.05,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,32-33",185.125,17.6744,Eccentricity,Liebrand et al. 2016,0.72,1.29,CMUND,Liebrand et al. 2011;2016,0.72,1.93,d18O +0.64‰; d13C +0.00‰,0.22,1.83,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,34-35",185.145,17.6782,Eccentricity,Liebrand et al. 2016,0.91,1.69,CMUND,Liebrand et al. 2011;2016,0.91,2.33,d18O +0.64‰; d13C +0.00‰,0.41,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,40-41",185.205,17.6897,Eccentricity,Liebrand et al. 2016,1.33,2.05,CMUND,Liebrand et al. 2011;2016,1.33,2.69,d18O +0.64‰; d13C +0.00‰,0.83,2.59,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,42-43",185.225,17.6935,Eccentricity,Liebrand et al. 2016,0.75,1.9,CMUND,Liebrand et al. 2011;2016,0.75,2.54,d18O +0.64‰; d13C +0.00‰,0.25,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,44-45",185.245,17.6974,Eccentricity,Liebrand et al. 2016,1.04,1.49,CMUND,Liebrand et al. 2011;2016,1.04,2.13,d18O +0.64‰; d13C +0.00‰,0.54,2.03,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,46-47",185.265,17.7012,Eccentricity,Liebrand et al. 2016,1.19,1.44,CMUND,Liebrand et al. 2011;2016,1.19,2.08,d18O +0.64‰; d13C +0.00‰,0.69,1.98,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,48-49",185.285,17.705,Eccentricity,Liebrand et al. 2016,1.1,1.58,CMUND,Liebrand et al. 2011;2016,1.1,2.22,d18O +0.64‰; d13C +0.00‰,0.6,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,50-51",185.305,17.7088,Eccentricity,Liebrand et al. 2016,1.02,1.85,CMUND,Liebrand et al. 2011;2016,1.02,2.49,d18O +0.64‰; d13C +0.00‰,0.52,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,52-53",185.325,17.7127,Eccentricity,Liebrand et al. 2016,0.79,1.91,CMUND,Liebrand et al. 2011;2016,0.79,2.55,d18O +0.64‰; d13C +0.00‰,0.29,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,54-55",185.345,17.7165,Eccentricity,Liebrand et al. 2016,0.99,1.88,CMUND,Liebrand et al. 2011;2016,0.99,2.52,d18O +0.64‰; d13C +0.00‰,0.49,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,56-57",185.365,17.7203,Eccentricity,Liebrand et al. 2016,0.98,1.74,CMUND,Liebrand et al. 2011;2016,0.98,2.38,d18O +0.64‰; d13C +0.00‰,0.48,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,58-59",185.385,17.7241,Eccentricity,Liebrand et al. 2016,1.17,1.87,CMUND,Liebrand et al. 2011;2016,1.17,2.51,d18O +0.64‰; d13C +0.00‰,0.67,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,60-61",185.405,17.7284,Eccentricity,Liebrand et al. 2016,1.1,1.71,CMUND,Liebrand et al. 2011;2016,1.1,2.35,d18O +0.64‰; d13C +0.00‰,0.6,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,62-63",185.425,17.7341,Eccentricity,Liebrand et al. 2016,0.97,1.51,CMUND,Liebrand et al. 2011;2016,0.97,2.15,d18O +0.64‰; d13C +0.00‰,0.47,2.05,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,66-67",185.465,17.7455,Eccentricity,Liebrand et al. 2016,1.18,1.6,CMUND,Liebrand et al. 2011;2016,1.18,2.24,d18O +0.64‰; d13C +0.00‰,0.68,2.14,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,68-69",185.485,17.7512,Eccentricity,Liebrand et al. 2016,1.18,1.71,CMUND,Liebrand et al. 2011;2016,1.18,2.35,d18O +0.64‰; d13C +0.00‰,0.68,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,70-71",185.505,17.7569,Eccentricity,Liebrand et al. 2016,1.29,1.81,CMUND,Liebrand et al. 2011;2016,1.29,2.45,d18O +0.64‰; d13C +0.00‰,0.79,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,74-75",185.545,17.7682,Eccentricity,Liebrand et al. 2016,1.21,1.41,CMUND,Liebrand et al. 2011;2016,1.21,2.05,d18O +0.64‰; d13C +0.00‰,0.71,1.95,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,78-79",185.585,17.7796,Eccentricity,Liebrand et al. 2016,1.09,1.38,CMUND,Liebrand et al. 2011;2016,1.09,2.02,d18O +0.64‰; d13C +0.00‰,0.59,1.92,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,80-81",185.605,17.7853,Eccentricity,Liebrand et al. 2016,1.1,2.03,CMUND,Liebrand et al. 2011;2016,1.1,2.67,d18O +0.64‰; d13C +0.00‰,0.6,2.57,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,82-83",185.625,17.791,Eccentricity,Liebrand et al. 2016,1.36,1.73,CMUND,Liebrand et al. 2011;2016,1.36,2.37,d18O +0.64‰; d13C +0.00‰,0.86,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,84-85",185.645,17.7967,Eccentricity,Liebrand et al. 2016,1.09,2.01,CMUND,Liebrand et al. 2011;2016,1.09,2.65,d18O +0.64‰; d13C +0.00‰,0.59,2.55,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,86-87",185.665,17.8024,Eccentricity,Liebrand et al. 2016,0.81,1.87,CMUND,Liebrand et al. 2011;2016,0.81,2.51,d18O +0.64‰; d13C +0.00‰,0.31,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,88-89",185.685,17.808,Eccentricity,Liebrand et al. 2016,1.14,1.99,CMUND,Liebrand et al. 2011;2016,1.14,2.63,d18O +0.64‰; d13C +0.00‰,0.64,2.53,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,90-91",185.705,17.8137,Eccentricity,Liebrand et al. 2016,0.83,1.85,CMUND,Liebrand et al. 2011;2016,0.83,2.49,d18O +0.64‰; d13C +0.00‰,0.33,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,92-93",185.725,17.819,Eccentricity,Liebrand et al. 2016,0.88,1.94,CMUND,Liebrand et al. 2011;2016,0.88,2.58,d18O +0.64‰; d13C +0.00‰,0.38,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,94-95",185.745,17.8232,Eccentricity,Liebrand et al. 2016,1.2,2.01,CMUND,Liebrand et al. 2011;2016,1.2,2.65,d18O +0.64‰; d13C +0.00‰,0.7,2.55,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,96-97",185.765,17.8273,Eccentricity,Liebrand et al. 2016,0.86,1.53,CMUND,Liebrand et al. 2011;2016,0.86,2.17,d18O +0.64‰; d13C +0.00‰,0.36,2.07,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,98-99",185.785,17.8314,Eccentricity,Liebrand et al. 2016,0.59,1.32,CMUND,Liebrand et al. 2011;2016,0.59,1.96,d18O +0.64‰; d13C +0.00‰,0.09,1.86,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,100-101",185.805,17.8356,Eccentricity,Liebrand et al. 2016,1.15,1.54,CMUND,Liebrand et al. 2011;2016,1.15,2.18,d18O +0.64‰; d13C +0.00‰,0.65,2.08,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,102-103",185.825,17.8397,Eccentricity,Liebrand et al. 2016,1.24,1.93,CMUND,Liebrand et al. 2011;2016,1.24,2.57,d18O +0.64‰; d13C +0.00‰,0.74,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,104-105",185.845,17.8439,Eccentricity,Liebrand et al. 2016,1.11,1.61,CMUND,Liebrand et al. 2011;2016,1.11,2.25,d18O +0.64‰; d13C +0.00‰,0.61,2.15,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,108-109",185.885,17.8521,Eccentricity,Liebrand et al. 2016,1.15,1.42,CMUND,Liebrand et al. 2011;2016,1.15,2.06,d18O +0.64‰; d13C +0.00‰,0.65,1.96,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,110-111",185.905,17.8563,Eccentricity,Liebrand et al. 2016,1.14,1.61,CMUND,Liebrand et al. 2011;2016,1.14,2.25,d18O +0.64‰; d13C +0.00‰,0.64,2.15,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,112-113",185.925,17.8604,Eccentricity,Liebrand et al. 2016,1.03,1.52,CMUND,Liebrand et al. 2011;2016,1.03,2.16,d18O +0.64‰; d13C +0.00‰,0.53,2.06,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,114-115",185.945,17.8645,Eccentricity,Liebrand et al. 2016,0.88,1.86,CMUND,Liebrand et al. 2011;2016,0.88,2.5,d18O +0.64‰; d13C +0.00‰,0.38,2.4,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-20H-4W,118-119",185.985,17.8728,Eccentricity,Liebrand et al. 2016,0.73,1.72,CMUND,Liebrand et al. 2011;2016,0.73,2.36,d18O +0.64‰; d13C +0.00‰,0.23,2.26,d18O -0.10‰; d13C -0.50‰,,
