"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1447A"	1	1	1	0.01	0.76393	1.4818	1.9961	1.2023
"U1447A"	1	1	10	0.1	0.91852	1.3645	2.7579	1.2207
"U1447A"	1	1	21	0.21	0.84715	1.2432	2.7214	1.2631
"U1447A"	1	1	30	0.3	0.96253	1.6073	2.5856	1.3059
"U1447A"	1	1	41	0.41	0.70233	1.065	2.505	1.3406
"U1447A"	1	1	50	0.5	0.68907	1.7657	2.6304	1.3474
"U1447A"	1	1	61	0.61	0.85963	1.635	2.6647	1.3447
"U1447A"	1	1	70	0.7	0.81251	1.8511	1.6874	1.351
"U1447A"	1	1	81	0.81	0.76663	1.5095	2.9915	1.3737
"U1447A"	1	1	90	0.9	0.86864	1.4415	2.8673	1.3808
"U1447A"	1	1	101	1.01	0.93705	1.4239	2.8004	1.3749
"U1447A"	1	1	110	1.1	0.8803	1.4557	1.3826	1.3821
"U1447A"	1	1	121	1.21	0.93839	1.3393	1.8782	1.391
"U1447A"	1	1	130	1.3	0.95415	1.249	2.1741	1.3901
"U1447A"	1	1	141	1.41	0.95724	1.5863	1.5806	1.3945
"U1447A"	1	1	150	1.5	0.6521	1.5703	2.2916	1.3984
"U1447A"	1	2	1	1.51	0.90473	1.9971	1.5101	1.4206
"U1447A"	1	2	10	1.6	0.99148	1.1184	3.1795	1.4059
"U1447A"	1	2	21	1.71	0.97549	1.8588	2.2517	1.4004
"U1447A"	1	2	30	1.8	1.1038	1.1438	3.3211	1.4017
"U1447A"	1	2	41	1.91	1.0885	1.4666	2.9153	1.3884
"U1447A"	1	2	50	2	1.0359	1.545	2.5638	1.3824
"U1447A"	1	2	61	2.11	1.0007	2.0385	2.6671	1.3905
"U1447A"	1	2	70	2.2	1.2616	2.0362	2.5343	1.3948
"U1447A"	1	2	81	2.31	0.99736	1.4523	2.3212	1.401
"U1447A"	1	2	90	2.4	0.93484	1.6665	2.8201	1.404
"U1447A"	1	2	101	2.51	1.0146	1.4839	3.6357	1.4063
"U1447A"	1	2	110	2.6	1.053	1.4298	2.3787	1.4227
"U1447A"	1	3	1	2.71	1.0838	1.3444	2.0238	1.4373
"U1447A"	1	3	10	2.8	0.9613	1.5171	2.563	1.4365
"U1447A"	1	3	21	2.91	1.1664	1.3871	2.3046	1.4299
"U1447A"	1	3	30	3	1.138	1.4204	2.7788	1.4197
"U1447A"	1	3	41	3.11	1.1245	1.3045	2.0339	1.4172
"U1447A"	1	3	50	3.2	0.86807	1.9155	3.8618	1.429
"U1447A"	2	1	1	3.31	0.48638	1.2347	1.2081	1.5651
"U1447A"	2	1	10	3.4	0.48028	1.2624	1.037	1.7264
"U1447A"	2	1	21	3.51	0.49016	1.3996	0.74989	1.7418
"U1447A"	2	1	30	3.6	0.50468	1.6012	1.3819	1.7237
"U1447A"	2	1	41	3.71	0.50712	2.0496	1.7464	1.6861
"U1447A"	2	1	50	3.8	0.44155	1.8062	0.96275	1.6765
"U1447A"	2	1	61	3.91	0.5126	1.3976	0.87113	1.664
"U1447A"	2	1	70	4	0.47197	1.921	1.1979	1.5888
"U1447A"	2	1	81	4.11	0.48714	1.7309	1.2988	1.6239
"U1447A"	2	1	90	4.2	0.56549	1.4735	2.2897	1.6668
"U1447A"	2	1	101	4.31	0.99034	1.6201	2.0869	1.5355
"U1447A"	2	1	110	4.4	1.3612	1.0262	2.8484	1.4871
"U1447A"	2	1	121	4.51	1.1872	1.6462	3.6145	1.4729
"U1447A"	2	1	130	4.6	1.1508	1.42	2.8362	1.4064
"U1447A"	2	2	1	4.67	1.1907	1.2436	2.289	1.4932
"U1447A"	2	2	10	4.76	1.3035	1.5591	4.0643	1.4877
"U1447A"	2	2	21	4.87	1.3209	1.0315	3.2774	1.4824
"U1447A"	2	2	30	4.96	1.4769	1.4709	3.7135	1.4832
"U1447A"	2	2	41	5.07	1.2421	1.1576	3.4831	1.4787
"U1447A"	2	2	50	5.16	1.2601	1.6124	4.1773	1.4756
"U1447A"	2	2	61	5.27	1.231	1.5461	3.5311	1.4768
"U1447A"	2	2	70	5.36	1.2754	1.3982	3.2248	1.4853
"U1447A"	2	2	81	5.47	1.3325	1.6759	4.3819	1.492
"U1447A"	2	2	90	5.56	1.3178	1.3088	3.8049	1.4911
"U1447A"	2	2	101	5.67	1.3136	1.3986	3.527	1.4945
"U1447A"	2	2	110	5.76	1.3482	1.2917	4.1456	1.4892
"U1447A"	2	2	121	5.87	1.3579	0.99739	3.2458	1.4812
"U1447A"	2	2	130	5.96	1.3779	1.2386	4.666	1.471
"U1447A"	2	2	141	6.07	1.2564	1.0198	3.607	1.4658
"U1447A"	2	2	150	6.16	0.9198	0.63508	3.5005	1.4655
"U1447A"	2	3	1	6.17	1.1584	1.1888	3.4695	1.4987
"U1447A"	2	3	10	6.26	1.4087	1.2535	3.4512	1.4779
"U1447A"	2	3	21	6.37	1.1757	1.1023	4.4891	1.4621
"U1447A"	2	3	30	6.46	1.2707	1.12	4.5247	1.4685
"U1447A"	2	3	41	6.57	1.1321	1.6565	4.7099	1.4741
"U1447A"	2	3	50	6.66	1.1866	1.4188	2.68	1.4768
"U1447A"	2	3	61	6.77	1.2831	1.8604	4.2073	1.4781
"U1447A"	2	3	70	6.86	1.2436	1.4578	3.7383	1.4827
"U1447A"	2	3	81	6.97	1.3066	1.6169	4.1434	1.4744
"U1447A"	2	3	90	7.06	1.072	1.4173	3.7904	1.4591
"U1447A"	2	3	101	7.17	1.5283	1.6715	4.3126	1.4619
"U1447A"	2	3	110	7.26	1.3949	1.6254	3.266	1.4552
"U1447A"	2	3	121	7.37	1.3097	1.2292	3.9892	1.4459
"U1447A"	2	3	130	7.46	1.3023	1.6667	3.5905	1.4531
"U1447A"	2	3	141	7.57	1.1662	1.2689	4.4827	1.4631
"U1447A"	2	3	150	7.66	0.89194	1.251	2.429	1.478
"U1447A"	2	4	1	7.67	1.1788	1.0562	3.5308	1.4727
"U1447A"	2	4	10	7.76	1.2156	1.6129	4.3363	1.4671
"U1447A"	2	4	21	7.87	1.4015	1.5061	4.4162	1.454
"U1447A"	2	4	30	7.96	1.312	1.3881	4.574	1.4527
"U1447A"	2	4	41	8.07	1.3084	1.5996	4.5966	1.4505
"U1447A"	2	4	50	8.16	1.1728	1.3602	4.4382	1.451
"U1447A"	2	4	61	8.27	1.1987	1.4811	4.358	1.4558
"U1447A"	2	4	70	8.36	1.3123	1.5424	4.2368	1.4563
"U1447A"	2	4	81	8.47	1.2785	1.4602	4.2232	1.4466
"U1447A"	2	4	90	8.56	1.1356	1.4084	3.6404	1.4408
"U1447A"	2	4	101	8.67	1.2183	1.7074	3.0858	1.457
"U1447A"	2	4	110	8.76	1.2948	1.7849	2.9621	1.4737
"U1447A"	2	4	121	8.87	1.3605	1.3	3.7474	1.466
"U1447A"	2	4	130	8.96	1.2734	1.2815	4.6223	1.4552
"U1447A"	2	4	141	9.07	1.2129	1.3933	4.3232	1.4713
"U1447A"	2	4	150	9.16	1.0102	1.5566	2.3756	1.4717
"U1447A"	2	5	1	9.17	1.2643	1.2401	4.1521	1.4975
"U1447A"	2	5	10	9.26	1.341	1.2791	3.6476	1.4848
"U1447A"	2	5	21	9.37	1.3693	1.3961	4.051	1.4799
"U1447A"	2	5	30	9.46	1.3216	1.4495	4.3075	1.4766
"U1447A"	2	5	41	9.57	1.2341	1.5213	3.9679	1.4718
"U1447A"	2	5	50	9.66	1.2463	1.2826	3.8972	1.4755
"U1447A"	2	5	61	9.77	1.2734	1.3209	3.2874	1.4717
"U1447A"	2	5	70	9.86	1.2774	1.4088	3.4195	1.4741
"U1447A"	2	5	81	9.97	1.3637	1.4305	4.1371	1.4767
"U1447A"	2	5	90	10.06	1.1527	1.6887	3.6469	1.4774
"U1447A"	2	5	101	10.17	1.4081	1.6547	4.3567	1.4768
"U1447A"	2	5	110	10.26	1.4303	1.5713	3.3923	1.4772
"U1447A"	2	5	121	10.37	1.4487	1.319	4.4615	1.4774
"U1447A"	2	5	130	10.46	1.3434	1.4091	2.8853	1.4754
"U1447A"	2	5	141	10.57	1.4265	1.4942	3.8821	1.4848
"U1447A"	2	5	150	10.66	0.9633	1.453	4.2691	1.5023
"U1447A"	2	6	1	10.67	1.3696	1.3109	3.182	1.4741
"U1447A"	2	6	10	10.76	1.2101	0.94356	3.4735	1.4684
"U1447A"	2	6	21	10.87	1.4146	1.4549	4.733	1.4768
"U1447A"	2	6	30	10.96	1.4254	1.6406	3.5275	1.4809
"U1447A"	2	6	41	11.07	1.261	1.7859	3.6644	1.4808
"U1447A"	2	6	50	11.16	1.3178	1.9481	3.6693	1.492
"U1447A"	2	6	61	11.27	1.4548	1.6477	4.8519	1.4887
"U1447A"	2	6	70	11.36	1.3241	2.0373	4.0919	1.4773
"U1447A"	2	6	81	11.47	1.4168	1.0498	4.6811	1.4722
"U1447A"	2	6	90	11.56	1.1508	1.6341	3.9188	1.4807
"U1447A"	2	7	1	11.69	1.4092	1.5304	2.6037	1.4105
"U1447A"	2	7	10	11.78	1.6115	1.3318	3.3829	1.4611
"U1447A"	2	7	21	11.89	1.312	1.1206	4.4495	1.4751
"U1447A"	2	7	30	11.98	1.4678	1.5413	3.2656	1.4691
"U1447A"	2	7	41	12.09	1.3217	1.483	4.3923	1.4551
"U1447A"	2	7	50	12.18	1.2203	1.2748	3.4837	1.4527
"U1447A"	2	7	61	12.29	1.3272	1.383	3.6403	1.467
"U1447A"	2	7	70	12.38	1.2779	1.6612	2.6083	1.4735
"U1447A"	2	7	81	12.49	0.85331	1.226	4.0573	1.4727
"U1447A"	3	1	1	12.81	1.131	0.69945	1.8724	1.1457
"U1447A"	3	1	10	12.9	1.2651	1.6084	1.4074	1.3841
"U1447A"	3	1	21	13.01	1.2933	1.5974	4.2589	1.4744
"U1447A"	3	1	30	13.1	1.4548	1.4642	3.8872	1.49
"U1447A"	3	1	41	13.21	1.2595	1.5357	3.7743	1.5107
"U1447A"	3	1	50	13.3	1.144	1.8552	5.4052	1.523
"U1447A"	3	1	61	13.41	1.5085	1.8409	4.3647	1.5398
"U1447A"	3	1	70	13.5	1.569	1.4312	4.333	1.5399
"U1447A"	3	1	81	13.61	1.3453	1.5061	4.2693	1.5314
"U1447A"	3	1	90	13.7	1.3352	1.4828	3.6254	1.5255
"U1447A"	3	1	101	13.81	1.4541	1.6969	3.33	1.5442
"U1447A"	3	1	110	13.9	1.3759	1.8471	3.4136	1.5436
"U1447A"	3	1	121	14.01	1.5491	1.8469	5.0615	1.5191
"U1447A"	3	1	130	14.1	1.6933	1.8213	4.6121	1.5179
"U1447A"	3	1	141	14.21	1.2874	1.4851	4.2774	1.526
"U1447A"	3	1	150	14.3	1.0798	1.5557	3.8017	1.5334
"U1447A"	3	2	1	14.31	1.1433	1.2574	3.7146	1.5368
"U1447A"	3	2	10	14.4	1.4493	1.6728	4.4783	1.5261
"U1447A"	3	2	21	14.509	1.5255	1.5508	4.9767	1.5187
"U1447A"	3	2	30	14.6	1.5352	1.1639	5.1206	1.5196
"U1447A"	3	2	41	14.711	1.2865	1.7059	3.8257	1.5265
"U1447A"	3	2	50	14.8	1.3791	2.2141	3.932	1.5326
"U1447A"	3	2	61	14.91	1.4763	2.0826	4.4101	1.524
"U1447A"	3	2	70	15	1.4612	2.249	4.5347	1.5268
"U1447A"	3	2	81	15.109	1.39	1.559	5.8656	1.5043
"U1447A"	3	2	90	15.2	1.3268	1.6934	4.5297	1.4733
"U1447A"	3	2	101	15.309	1.4603	1.9936	4.0268	1.4694
"U1447A"	3	2	110	15.399	1.2649	1.4169	3.8163	1.4823
"U1447A"	3	2	121	15.509	1.4267	1.726	3.8134	1.4766
"U1447A"	3	2	130	15.599	1.6671	1.6319	4.2377	1.4724
"U1447A"	3	2	141	15.71	1.3006	1.3509	3.9513	1.5002
"U1447A"	3	3	1	15.78	1.5395	1.5374	6.1726	1.5021
"U1447A"	3	3	10	15.87	2.0104	2.2113	6.8072	1.5135
"U1447A"	3	3	21	15.98	2.3251	2.2842	7.781	1.5374
"U1447A"	3	3	30	16.07	1.7685	1.7122	5.6972	1.5154
"U1447A"	3	3	41	16.18	1.4132	2.1878	4.7622	1.4869
"U1447A"	3	3	50	16.27	1.1753	1.884	3.5585	1.4997
"U1447A"	3	3	61	16.38	1.6465	0.97878	3.2049	1.5096
"U1447A"	3	3	70	16.47	1.561	2.0799	4.5072	1.5082
"U1447A"	3	3	81	16.58	1.3382	1.5761	4.7001	1.5126
"U1447A"	3	3	90	16.67	1.2342	1.7613	4.5302	1.5047
"U1447A"	3	3	101	16.78	1.3202	2.059	3.5447	1.4871
"U1447A"	3	3	110	16.87	1.4424	1.6237	4.5955	1.4839
"U1447A"	3	3	121	16.98	1.3214	1.8511	3.8647	1.4925
"U1447A"	3	3	130	17.07	1.3497	1.2269	4.2523	1.4999
"U1447A"	3	3	141	17.18	1.2591	1.3471	2.1078	1.5045
"U1447A"	3	4	1	17.25	1.305	1.1262	1.584	1.515
"U1447A"	3	4	10	17.34	1.2946	1.7799	2.7461	1.513
"U1447A"	3	4	21	17.45	1.4086	1.5857	3.9668	1.5113
"U1447A"	3	4	30	17.54	1.4373	1.3716	3.1978	1.5002
"U1447A"	3	4	41	17.65	1.3165	2.1046	3.647	1.4879
"U1447A"	3	4	50	17.74	1.2083	1.7448	4.6309	1.4799
"U1447A"	3	4	61	17.85	1.3309	1.5386	3.8523	1.484
"U1447A"	3	4	70	17.94	1.348	1.436	3.8492	1.5052
"U1447A"	3	4	81	18.05	1.2207	1.3942	3.2779	1.5151
"U1447A"	3	4	90	18.14	1.4032	1.7888	4.4701	1.5249
"U1447A"	3	4	101	18.25	1.5408	1.9025	4.1784	1.5398
"U1447A"	3	4	110	18.34	1.6856	1.7342	3.6679	1.5422
"U1447A"	3	4	121	18.45	1.4379	1.7202	4.573	1.5313
"U1447A"	3	4	130	18.54	1.5031	2.1008	3.3424	1.5351
"U1447A"	3	4	141	18.65	1.2476	1.9283	4.1886	1.5468
"U1447A"	3	5	1	18.71	1.1742	1.7143	3.0796	1.5231
"U1447A"	3	5	10	18.8	1.4514	1.4565	4.3688	1.5283
"U1447A"	3	5	21	18.91	1.3948	1.6829	4.2184	1.5222
"U1447A"	3	5	30	19	1.4509	1.8506	2.1368	1.5137
"U1447A"	3	5	41	19.11	1.3872	1.528	3.6645	1.5184
"U1447A"	3	5	50	19.2	1.3364	1.6179	3.7813	1.5207
"U1447A"	3	5	61	19.31	1.5405	1.6352	4.1574	1.526
"U1447A"	3	5	70	19.4	1.4627	1.6952	4.1277	1.5253
"U1447A"	3	5	81	19.51	1.2099	2.0534	4.489	1.5201
"U1447A"	3	5	90	19.6	1.2284	1.7482	3.5541	1.5159
"U1447A"	3	5	101	19.71	1.2868	2.2869	2.7161	1.5127
"U1447A"	3	5	110	19.8	1.302	1.8645	2.9389	1.5292
"U1447A"	3	5	121	19.91	1.2876	1.7137	4.0437	1.5622
"U1447A"	3	5	130	20	1.2947	1.7642	2.7612	1.6073
"U1447A"	3	5	141	20.11	1.2922	1.9541	1.9572	1.5264
"U1447A"	3	6	1	20.18	1.0518	1.0227	2.9167	1.5209
"U1447A"	3	6	10	20.27	1.1542	1.9221	2.8323	1.5226
"U1447A"	3	6	21	20.38	1.4289	1.982	3.7529	1.5217
"U1447A"	3	6	30	20.47	1.3324	1.8258	3.4556	1.5117
"U1447A"	3	6	41	20.58	1.1435	1.8286	3.678	1.5128
"U1447A"	3	6	50	20.67	1.1607	1.2231	3.0692	1.5142
"U1447A"	3	6	61	20.78	1.3518	1.6751	2.5308	1.515
"U1447A"	3	6	70	20.87	1.4198	1.5179	3.2823	1.5357
"U1447A"	3	6	81	20.98	1.3433	1.6051	4.17	1.5336
"U1447A"	3	6	90	21.07	1.2615	1.7934	2.5091	1.521
"U1447A"	3	6	101	21.18	1.3652	1.8412	3.7252	1.519
"U1447A"	3	6	110	21.27	1.3704	2.0827	3.0468	1.5175
"U1447A"	3	6	121	21.38	1.4505	1.3825	2.9258	1.5025
"U1447A"	3	6	130	21.47	1.3178	1.6523	3.6531	1.495
"U1447A"	3	6	141	21.58	1.0942	2.1332	4.0271	1.5056
"U1447A"	3	7	1	21.68	1.3302	2.0158	3.6943	1.4075
"U1447A"	3	7	10	21.77	1.4654	1.4524	4.4497	1.5005
"U1447A"	3	7	21	21.88	1.5142	1.6662	7.1339	1.5374
"U1447A"	3	7	30	21.97	1.4407	1.931	3.5852	1.5363
"U1447A"	3	7	41	22.08	1.3957	1.6968	4.1647	1.5346
"U1447A"	3	7	50	22.17	1.4261	1.9241	4.4454	1.5106
"U1447A"	3	7	61	22.28	1.4897	1.6945	3.2002	1.4874
"U1447A"	4	1	1	22.31	1.0923	1.5093	2.378	1.3303
"U1447A"	3	7	70	22.37	1.4248	1.8741	2.6856	1.3406
"U1447A"	4	1	10	22.4	1.0602	1.4766	2.6063	1.4127
"U1447A"	4	1	21	22.51	1.1712	1.1262	2.5356	1.4678
"U1447A"	4	1	30	22.6	1.1255	1.6072	3.2285	1.486
"U1447A"	4	1	41	22.71	1.0985	1.2604	3.7423	1.4868
"U1447A"	4	1	50	22.8	1.0443	1.9322	2.9472	1.4833
"U1447A"	4	1	61	22.91	1.0843	1.7979	2.6295	1.5058
"U1447A"	4	1	70	23	1.2466	2.4343	3.3271	1.5151
"U1447A"	4	1	81	23.11	1.2034	1.6381	5.4914	1.5027
"U1447A"	4	1	90	23.2	1.1585	1.7656	3.0184	1.501
"U1447A"	4	1	101	23.31	1.2489	1.6818	3.5013	1.5055
"U1447A"	4	1	110	23.4	1.3035	1.8876	3.6595	1.5105
"U1447A"	4	1	121	23.51	1.263	1.9055	2.9407	1.4949
"U1447A"	4	1	130	23.6	1.1926	1.7085	3.1274	1.4928
"U1447A"	4	1	141	23.71	1.1593	2.1149	3.892	1.5062
"U1447A"	4	1	150	23.8	1.0569	1.7645	2.1175	1.5133
"U1447A"	4	2	1	23.81	1.0752	1.224	4.2662	1.5171
"U1447A"	4	2	10	23.9	1.3614	1.7012	2.9787	1.5006
"U1447A"	4	2	21	24.01	1.3859	1.9399	3.068	1.4909
"U1447A"	4	2	30	24.1	1.3811	2.1001	3.7887	1.4913
"U1447A"	4	2	41	24.21	1.2333	1.4138	4.6361	1.4976
"U1447A"	4	2	50	24.3	1.165	1.6578	4.1773	1.5086
"U1447A"	4	2	61	24.41	1.406	2.4779	3.5123	1.5204
"U1447A"	4	2	70	24.5	1.2949	1.7655	4.2606	1.5366
"U1447A"	4	2	81	24.61	1.1798	1.3339	4.5734	1.5545
"U1447A"	4	2	90	24.7	1.2126	1.9818	4.7583	1.5526
"U1447A"	4	2	101	24.81	1.2999	1.915	3.3115	1.5528
"U1447A"	4	2	110	24.9	1.3601	2.0238	4.2843	1.5616
"U1447A"	4	2	121	25.01	1.4393	1.6245	4.2014	1.5688
"U1447A"	4	2	130	25.1	1.3391	1.6812	4.29	1.5679
"U1447A"	4	2	141	25.21	1.4039	1.3107	2.4496	1.5743
"U1447A"	4	2	150	25.3	1.2009	1.4298	2.5887	1.5851
"U1447A"	4	3	1	25.31	1.2283	1.4424	2.2938	1.6011
"U1447A"	4	3	10	25.4	1.3232	1.4355	4.5159	1.5832
"U1447A"	4	3	21	25.51	1.5096	1.6293	3.361	1.5723
"U1447A"	4	3	30	25.6	1.5226	1.4063	3.7541	1.5807
"U1447A"	4	3	41	25.71	1.3633	1.9201	3.9897	1.5674
"U1447A"	4	3	50	25.8	1.4136	2.102	4.4919	1.5564
"U1447A"	4	3	61	25.91	1.5354	1.7811	3.8068	1.5677
"U1447A"	4	3	70	26	1.7681	1.8094	3.5314	1.5696
"U1447A"	4	3	81	26.11	1.3539	1.3328	4.8451	1.5558
"U1447A"	4	3	90	26.2	1.3537	1.334	3.4754	1.5503
"U1447A"	4	3	101	26.31	1.5016	1.8236	3.8809	1.5579
"U1447A"	4	3	110	26.4	1.4606	2.2305	5.2309	1.5753
"U1447A"	4	3	121	26.51	1.6938	1.4192	4.5063	1.5844
"U1447A"	4	3	130	26.6	1.4744	1.6902	4.4328	1.6103
"U1447A"	4	3	141	26.71	1.3447	1.7616	5.4508	1.6116
"U1447A"	4	3	150	26.8	0.98675	1.0597	2.7469	1.5873
"U1447A"	4	4	1	26.81	1.6094	1.245	2.4351	1.6127
"U1447A"	4	4	10	26.9	1.4644	1.8645	2.8032	1.5946
"U1447A"	4	4	21	27.01	1.6084	1.3613	3.9782	1.5784
"U1447A"	4	4	30	27.1	1.4353	1.7232	6.1927	1.5777
"U1447A"	4	4	41	27.21	1.4303	1.8885	4.3283	1.5722
"U1447A"	4	4	50	27.3	1.5243	1.4863	4.3555	1.5734
"U1447A"	4	4	61	27.41	1.5025	1.2636	4.8338	1.5721
"U1447A"	4	4	70	27.5	1.6516	1.7878	3.4102	1.5886
"U1447A"	4	4	81	27.61	1.4341	1.7876	3.1153	1.5942
"U1447A"	4	4	90	27.7	1.3118	1.689	3.7433	1.592
"U1447A"	4	4	101	27.81	1.5573	2.3912	4.4399	1.5945
"U1447A"	4	4	110	27.9	1.5593	2.2769	4.1474	1.582
"U1447A"	4	4	121	28.01	1.7221	1.6085	3.9002	1.5844
"U1447A"	4	4	130	28.1	1.5591	1.6875	4.3234	1.5875
"U1447A"	4	4	141	28.21	1.6107	1.7262	4.3016	1.5947
"U1447A"	4	4	150	28.3	1.2376	1.775	2.532	1.6112
"U1447A"	4	5	1	28.31	1.4141	1.6654	4.8015	1.613
"U1447A"	4	5	10	28.4	1.4703	1.6968	4.4281	1.6147
"U1447A"	4	5	21	28.51	1.5304	1.2918	4.9923	1.5993
"U1447A"	4	5	30	28.6	1.5517	1.6488	4.6002	1.5988
"U1447A"	4	5	41	28.71	1.5858	1.488	4.4733	1.6137
"U1447A"	4	5	50	28.8	1.4171	2.2184	4.3619	1.6028
"U1447A"	4	5	61	28.91	1.7259	1.7843	4.6353	1.6124
"U1447A"	4	5	70	29	1.7273	2.0981	5.2926	1.6164
"U1447A"	4	5	81	29.11	1.4939	1.4876	5.506	1.6025
"U1447A"	4	5	90	29.2	1.6015	1.5781	4.6015	1.6055
"U1447A"	4	5	101	29.31	1.6342	1.9404	5.9558	1.6008
"U1447A"	4	5	110	29.4	1.7023	2.1066	4.8924	1.6051
"U1447A"	4	5	121	29.51	1.7444	2.2049	3.7699	1.6028
"U1447A"	4	5	130	29.6	1.6435	1.5357	5.6444	1.6049
"U1447A"	4	5	141	29.71	1.7312	1.8374	3.8778	1.4688
"U1447A"	4	5	150	29.8	1.8684	2.7927	4.1499	1.1939
"U1447A"	4	6	1	29.81	1.4899	1.5229	3.0611	1.6155
"U1447A"	4	6	10	29.9	1.6196	1.386	4.0591	1.6061
"U1447A"	4	6	21	30.01	1.6186	1.9065	5.0674	1.6036
"U1447A"	4	6	30	30.1	1.689	1.7834	5.0755	1.6171
"U1447A"	4	6	41	30.21	1.3936	1.9909	4.3027	1.6136
"U1447A"	4	6	50	30.3	1.4928	1.9604	5.1234	1.6067
"U1447A"	4	6	61	30.41	1.7645	1.7331	4.394	1.5867
"U1447A"	4	6	70	30.5	1.5489	1.8409	4.0415	1.5889
"U1447A"	4	6	81	30.61	1.3988	1.8407	5.0992	1.5903
"U1447A"	4	6	90	30.7	1.5052	1.546	5.0998	1.5887
"U1447A"	4	6	101	30.81	1.4744	1.8642	5.0632	1.5303
"U1447A"	4	6	110	30.9	1.8387	2.421	4.982	1.2484
"U1447A"	4	7	1	31.02	1.4054	1.6692	2.8371	1.4739
"U1447A"	4	7	10	31.11	1.7055	2.178	5.371	1.5366
"U1447A"	4	7	21	31.22	1.7131	1.2514	3.8723	1.5849
"U1447A"	4	7	30	31.31	1.6307	1.2701	5.4381	1.5877
"U1447A"	4	7	41	31.42	1.4525	1.7986	4.1242	1.5832
"U1447A"	4	7	50	31.51	1.4332	1.8218	5.419	1.5954
"U1447A"	4	7	61	31.62	1.463	1.9269	4.2706	1.6191
"U1447A"	4	7	70	31.71	1.4692	2.0091	3.0793	1.5874
"U1447A"	5	1	1	31.81	1.3994	1.2473	4.3594	1.3679
"U1447A"	5	1	10	31.9	1.4005	1.8316	2.9883	1.4958
"U1447A"	5	1	21	32.01	1.4893	1.2984	3.48	1.5594
"U1447A"	5	1	30	32.1	1.7141	1.6456	3.1326	1.5768
"U1447A"	5	1	41	32.21	1.4905	2.0284	4.0355	1.5838
"U1447A"	5	1	50	32.3	1.4115	1.5605	5.1338	1.5766
"U1447A"	5	1	61	32.41	1.5579	2.2489	4.7273	1.581
"U1447A"	5	1	70	32.5	1.6627	1.8418	3.4904	1.588
"U1447A"	5	1	81	32.61	1.479	2.0977	5.3116	1.5805
"U1447A"	5	1	90	32.7	1.3088	1.2974	3.9013	1.5641
"U1447A"	5	1	101	32.81	1.5771	1.8928	3.5197	1.571
"U1447A"	5	1	110	32.9	1.5588	2.2304	4.8207	1.5754
"U1447A"	5	1	121	33.01	1.5996	2.1062	5.5743	1.5762
"U1447A"	5	1	130	33.1	1.594	1.7488	3.7341	1.5809
"U1447A"	5	1	141	33.21	1.3753	1.9816	4.0273	1.5891
"U1447A"	5	1	150	33.3	1.095	1.8413	3.7028	1.5935
"U1447A"	5	2	1	33.309	1.4099	1.9867	4.4726	1.6178
"U1447A"	5	2	10	33.399	1.4926	2.0105	4.8781	1.595
"U1447A"	5	2	21	33.51	1.5258	1.6157	4.2292	1.5855
"U1447A"	5	2	30	33.601	1.6479	1.9323	2.9501	1.578
"U1447A"	5	2	41	33.71	1.4479	2.1227	4.1569	1.5707
"U1447A"	5	2	50	33.801	1.3363	2.5483	4.7154	1.5703
"U1447A"	5	2	61	33.909	1.5975	1.977	3.1337	1.5839
"U1447A"	5	2	70	33.999	1.6161	2.0191	4.2603	1.5956
"U1447A"	5	2	81	34.109	1.3008	2.0242	3.8194	1.5995
"U1447A"	5	2	90	34.199	1.4085	2.1858	3.6284	1.603
"U1447A"	5	2	101	34.31	1.5806	2.4504	4.2035	1.592
"U1447A"	5	2	110	34.399	1.3629	2.0647	3.223	1.5948
"U1447A"	5	2	121	34.51	1.2739	1.7547	3.7505	1.5745
"U1447A"	5	2	130	34.6	1.4367	1.5222	3.2504	1.5785
"U1447A"	5	2	141	34.709	1.3748	1.8036	3.7709	1.5564
"U1447A"	5	3	1	34.78	1.5331	1.6852	2.5346	1.5494
"U1447A"	5	3	10	34.87	1.4581	1.4505	3.6317	1.5347
"U1447A"	5	3	21	34.98	1.553	1.4905	3.3728	1.5247
"U1447A"	5	3	30	35.07	1.3091	2.0588	3.6209	1.5211
"U1447A"	5	3	41	35.18	1.2877	1.6586	4.2923	1.5211
"U1447A"	5	3	50	35.27	1.2956	1.9739	4.2545	1.5136
"U1447A"	5	3	61	35.38	1.4424	2.1092	2.926	1.5248
"U1447A"	5	3	70	35.47	1.3264	1.8062	3.4691	1.5254
"U1447A"	5	3	81	35.58	1.1998	1.6866	2.5014	1.5286
"U1447A"	5	3	90	35.67	1.1681	1.6437	4.8855	1.5414
"U1447A"	5	3	101	35.78	1.2701	1.9643	2.6358	1.5588
"U1447A"	5	3	110	35.87	1.3267	2.0216	3.0402	1.5633
"U1447A"	5	3	121	35.98	1.3661	2.1302	1.8524	1.5585
"U1447A"	5	3	130	36.07	1.3077	1.938	4.3761	1.5525
"U1447A"	5	3	141	36.18	1.5918	2.5643	3.1129	1.373
"U1447A"	5	4	1	36.24	1.3023	1.3852	5.46	1.5583
"U1447A"	5	4	10	36.33	1.5288	2.0537	3.4686	1.5614
"U1447A"	5	4	21	36.44	1.4448	1.581	3.2796	1.568
"U1447A"	5	4	30	36.53	1.4939	1.9573	4.1741	1.5578
