"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1447A"	18	4	141	159.71	1.2196	2.0756	3.417	1.6521
"U1447A"	18	5	1	159.76	1.8479	3.5358	4.3241	1.1436
"U1447A"	18	5	10	159.85	1.485	2.968	2.6186	1.6468
"U1447A"	18	5	21	159.96	1.1596	3.5491	2.3709	1.6297
"U1447A"	18	5	30	160.05	1.2203	3.7229	1.4648	1.5292
"U1447A"	18	5	41	160.16	1.1415	3.5291	2.4908	1.6804
"U1447A"	18	5	50	160.25	1.0923	2.7105	2.0563	1.7906
"U1447A"	18	5	61	160.36	1.2084	2.0838	2.5661	1.7876
"U1447A"	18	5	70	160.45	1.3724	2.4266	3.7102	1.7646
"U1447A"	18	5	81	160.56	1.0778	2.113	3.4771	1.7159
"U1447A"	18	5	90	160.65	1.3118	1.8623	3.6369	1.7564
"U1447A"	18	5	101	160.76	1.1459	2.015	3.3409	1.8484
"U1447A"	18	5	110	160.85	1.0184	2.0048	2.274	1.8628
"U1447A"	18	5	121	160.96	1.114	1.7057	2.8667	1.8207
"U1447A"	18	5	130	161.05	1.0758	1.5811	3.3761	1.801
"U1447A"	18	5	141	161.16	0.94339	1.3351	2.4774	1.8366
"U1447A"	18	6	1	161.2	1.0566	1.0903	2.409	1.8415
"U1447A"	18	6	10	161.29	1.2104	1.5641	2.3808	1.8113
"U1447A"	18	6	21	161.4	0.9554	2.0169	3.0546	1.8231
"U1447A"	18	6	30	161.49	1.1884	1.7904	1.9598	1.7954
"U1447A"	18	6	41	161.6	0.89676	2.1177	3.3895	1.8043
"U1447A"	18	6	50	161.69	0.92474	2.1762	3.7275	1.8016
"U1447A"	18	6	61	161.8	1.2238	1.5536	3.1111	1.7972
"U1447A"	18	6	70	161.89	1.1374	1.7766	1.9492	1.8134
"U1447A"	18	6	81	162	0.9806	1.8173	2.0098	1.7603
"U1447A"	18	6	90	162.09	1.0656	1.6411	3.6034	1.7331
"U1447A"	18	6	101	162.2	1.2021	2.1589	2.9057	1.7252
"U1447A"	18	6	110	162.29	1.0905	2.3892	1.9265	1.7295
"U1447A"	18	6	121	162.4	1.1002	1.7863	2.438	1.7244
"U1447A"	18	6	130	162.49	1.209	1.5148	3.1625	1.5238
"U1447A"	18	7	1	162.62	1.1881	1.6366	3.1918	1.5493
"U1447A"	18	7	10	162.71	1.1809	1.7882	1.3743	1.5321
"U1447A"	18	7	21	162.82	1.0951	1.0841	2.7496	1.7153
"U1447A"	18	7	30	162.91	1.0558	1.4762	2.9378	1.7297
"U1447A"	18	7	41	163.02	0.97081	1.4204	2.3545	1.719
"U1447A"	18	7	50	163.11	1.0754	2.004	2.601	1.7337
"U1447A"	18	7	61	163.22	1.2174	2.0437	2.3204	1.7605
"U1447A"	18	7	70	163.31	1.037	1.672	2.196	1.7411
"U1447A"	18	7	81	163.42	1.1692	1.4281	3.2126	1.5556
"U1447A"	18	8	1	163.5	1.0583	1.6272	1.9334	1.3729
"U1447A"	18	8	10	163.59	1.3018	1.7452	2.6834	1.4896
"U1447A"	18	8	21	163.7	1.7212	2.1112	4.0695	1.1938
"U1447A"	18	8	30	163.79	1.6561	2.1761	3.788	1.1164
"U1447A"	18	8	41	163.9	1.2655	2.7706	2.9904	1.5841
"U1447A"	18	8	50	163.99	1.3429	2.4187	3.26	1.756
"U1447A"	19	1	1	164.01	1.3102	1.2962	3.0282	1.549
"U1447A"	18	8	61	164.1	1.7029	2.6401	3.9667	1.7484
"U1447A"	19	1	10	164.1	1.4356	1.7843	4.167	1.6402
"U1447A"	19	1	21	164.21	1.5372	1.7669	4.4275	1.707
"U1447A"	19	1	30	164.3	1.6157	1.2988	3.9651	1.7116
"U1447A"	19	1	41	164.41	1.3288	1.7979	4.0387	1.7191
"U1447A"	19	1	50	164.5	1.3481	2.3548	3.7142	1.7338
"U1447A"	19	1	61	164.61	1.377	3.2546	2.8131	1.8091
"U1447A"	19	1	70	164.7	1.1385	3.3248	2.0616	1.8363
"U1447A"	19	1	81	164.81	1.3638	3.2326	2.9476	1.7819
"U1447A"	19	1	90	164.9	1.0511	2.9421	2.9753	1.8108
"U1447A"	19	1	101	165.01	1.267	2.1358	2.6633	1.7852
"U1447A"	19	1	110	165.1	1.401	2.0941	4.6032	1.6779
"U1447A"	19	1	121	165.21	1.4814	1.5174	3.4806	1.736
"U1447A"	19	1	130	165.3	1.5015	2.1277	2.7789	1.7078
"U1447A"	19	1	141	165.41	1.6585	2.4641	5.047	1.2286
"U1447A"	19	2	1	165.43	0.77908	1.1343	2.6039	1.7036
"U1447A"	19	2	10	165.52	1.3155	2.2654	3.5664	1.5186
"U1447A"	19	2	21	165.63	1.8504	2.5419	5.4567	1.2028
"U1447A"	19	2	30	165.72	1.459	1.2145	4.2605	1.6263
"U1447A"	19	2	41	165.83	1.1621	1.7837	3.0531	1.6418
"U1447A"	19	2	50	165.92	1.3804	2.2285	3.4386	1.4317
"U1447A"	19	2	61	166.03	1.1778	1.7118	2.9841	1.7054
"U1447A"	19	2	70	166.12	1.2171	1.8554	2.4373	1.7592
"U1447A"	19	2	81	166.23	1.2322	1.6938	3.0022	1.797
"U1447A"	19	2	90	166.32	1.0869	1.3512	4.6885	1.789
"U1447A"	19	2	101	166.43	1.3535	1.7205	4.4698	1.7284
"U1447A"	19	2	110	166.52	1.2304	1.6898	3.6973	1.7396
"U1447A"	19	2	121	166.63	1.1946	1.22	2.4023	1.7728
"U1447A"	19	2	130	166.72	1.3171	1.4849	3.1975	1.769
"U1447A"	19	2	141	166.83	1.2362	1.3794	0.90771	1.7607
"U1447A"	19	3	1	166.87	1.4483	2.159	6.0899	1.1046
"U1447A"	19	3	10	166.96	1.303	1.438	4.3132	1.548
"U1447A"	19	3	21	167.07	1.0911	1.215	2.3455	1.7685
"U1447A"	19	3	30	167.16	0.94612	1.3284	2.5104	1.7978
"U1447A"	19	3	41	167.27	1.0342	1.5305	3.279	1.781
"U1447A"	19	3	50	167.36	0.99455	1.8907	3.125	1.7518
"U1447A"	19	3	61	167.47	1.2565	1.6878	2.9001	1.7548
"U1447A"	19	3	70	167.56	0.95301	1.565	3.3114	1.7876
"U1447A"	19	3	81	167.67	0.86113	1.3814	3.1574	1.7539
"U1447A"	19	3	90	167.76	0.89536	1.3526	3.0832	1.7011
"U1447A"	19	3	101	167.87	0.98442	1.8538	3.0172	1.747
"U1447A"	19	3	110	167.96	0.98198	1.6853	2.9329	1.7967
"U1447A"	19	3	121	168.07	1.0773	1.3847	3.8602	1.7786
"U1447A"	19	3	130	168.16	1.2209	1.4525	2.7513	1.7477
"U1447A"	19	3	141	168.27	1.0118	1.4388	3.2609	1.6383
"U1447A"	19	4	1	168.31	1.0673	1.2169	3.7922	1.7739
"U1447A"	19	4	10	168.4	1.1039	1.4799	3.8011	1.7566
"U1447A"	19	4	21	168.51	1.0771	1.6359	3.077	1.7175
"U1447A"	19	4	30	168.6	1.21	1.9373	3.4016	1.7445
"U1447A"	19	4	41	168.71	0.99598	1.9414	2.827	1.6756
"U1447A"	19	4	50	168.8	1.0035	2.8805	3.1236	1.4878
"U1447A"	19	4	61	168.91	1.0514	2.6448	2.4072	1.6971
"U1447A"	19	4	70	169	1.0095	2.0206	2.2373	1.8043
"U1447A"	19	4	81	169.11	1.01	2.1829	3.2907	1.8565
"U1447A"	19	4	90	169.2	0.75121	2.2801	2.1092	1.8771
"U1447A"	19	4	101	169.31	0.68822	2.7568	0.91925	1.7997
"U1447A"	19	4	110	169.4	0.80135	2.8959	1.414	1.8082
"U1447A"	19	4	121	169.51	1.0844	2.7599	1.3572	1.8239
"U1447A"	19	4	130	169.6	1.1818	2.1471	1.6451	1.7139
"U1447A"	19	4	141	169.71	1.8736	3.4366	5.3722	0.9913
"U1447A"	19	5	1	169.73	1.0659	1.3682	3.1408	1.4124
"U1447A"	19	5	10	169.82	1.1684	1.9837	3.3008	1.593
"U1447A"	19	5	21	169.93	1.6498	2.1114	4.665	1.1937
"U1447A"	19	5	30	170.02	2.1582	2.5091	4.9521	1.0835
"U1447A"	19	5	41	170.13	1.4109	2.2067	6.6027	1.5109
"U1447A"	19	5	50	170.22	1.3384	2.1053	6.0425	1.7274
"U1447A"	19	5	61	170.33	1.34	1.9176	3.4081	1.7878
"U1447A"	19	5	70	170.42	1.5408	1.8396	3.6429	1.7282
"U1447A"	19	5	81	170.53	1.5677	2.0113	5.7864	1.6483
"U1447A"	19	5	90	170.62	1.5868	1.8254	5.1919	1.6431
"U1447A"	19	5	101	170.73	1.6904	2.5635	4.7824	1.6424
"U1447A"	19	5	110	170.82	1.5528	2.6282	4.3513	1.6563
"U1447A"	19	5	121	170.93	1.4507	2.1538	3.1427	1.6939
"U1447A"	19	5	130	171.02	1.1736	2.4317	3.4051	1.6767
"U1447A"	19	6	1	171.08	1.3753	2.1719	3.4218	1.4452
"U1447A"	19	6	10	171.17	1.3428	2.218	2.8055	1.4247
"U1447A"	19	6	21	171.28	1.3	2.1497	3.3789	1.4799
"U1447A"	19	6	30	171.37	1.5543	2.0018	4.0126	1.5851
"U1447A"	19	6	41	171.48	1.2108	2.4119	2.8427	1.6178
"U1447A"	19	6	50	171.57	0.89307	3.4509	2.6521	1.7003
"U1447A"	19	6	61	171.68	1.0216	3.5058	2.6376	1.6916
"U1447A"	19	6	70	171.77	1.4956	2.693	4.4921	1.653
"U1447A"	19	6	81	171.88	1.3466	2.3185	4.0193	1.6977
"U1447A"	19	6	90	171.97	0.95651	1.7283	3.3472	1.7804
"U1447A"	19	6	101	172.08	1.3307	2.1546	2.7835	1.7081
"U1447A"	19	6	110	172.17	1.2798	3.141	2.7501	1.7148
"U1447A"	19	6	121	172.28	1.1006	2.6493	1.7794	1.6451
"U1447A"	19	7	1	172.39	1.1157	2.4494	2.5705	1.5277
"U1447A"	19	7	10	172.48	1.0946	1.92	3.1961	1.6945
"U1447A"	19	7	21	172.59	1.1171	1.7565	2.7466	1.7171
"U1447A"	19	7	30	172.68	1.4802	1.8772	4.4086	1.7017
"U1447A"	19	7	41	172.79	1.8556	2.5381	6.4097	1.6409
"U1447A"	20	1	1	173.51	0.68827	1.596	2.2694	1.7304
"U1447A"	20	1	10	173.6	1.1761	1.6155	1.5601	1.7537
"U1447A"	20	1	21	173.71	1.0888	2.7114	2.1673	1.7827
"U1447A"	20	1	30	173.8	0.91708	2.1083	1.64	1.7989
"U1447A"	20	1	41	173.91	0.91482	2.3679	2.0166	1.802
"U1447A"	20	1	50	174	1.0427	1.9522	2.1972	1.7261
"U1447A"	20	1	61	174.11	1.4703	2.6878	4.555	1.3542
"U1447A"	20	2	1	174.15	0.76424	1.5399	2.166	1.6955
"U1447A"	20	2	10	174.24	0.85244	1.5526	2.2651	1.7647
"U1447A"	20	2	21	174.35	0.95194	1.7613	2.8106	1.8297
"U1447A"	20	2	30	174.44	0.96394	1.5203	3.08	1.7882
"U1447A"	20	2	41	174.55	0.93837	1.869	2.6098	1.7622
"U1447A"	20	2	50	174.64	1.0975	2.28	1.9214	1.7729
"U1447A"	20	2	61	174.75	1.0527	2.2524	2.8501	1.7856
"U1447A"	20	2	70	174.84	1.0859	1.8462	2.9548	1.7909
"U1447A"	20	2	81	174.95	1.0219	1.8644	2.1795	1.8198
"U1447A"	20	2	90	175.04	1.0353	1.6873	3.5029	1.8236
"U1447A"	20	2	101	175.15	1.3783	1.8844	3.2052	1.7655
"U1447A"	20	2	110	175.24	1.4849	1.8855	4.531	1.6761
"U1447A"	20	2	121	175.35	1.4656	2.3664	4.5098	1.6745
"U1447A"	20	2	130	175.44	1.4193	1.7247	4.1755	1.7043
"U1447A"	20	2	141	175.55	1.0986	2.2681	3.7941	1.7111
"U1447A"	20	3	1	175.57	1.3276	1.0212	4.4831	1.6708
"U1447A"	20	3	10	175.66	1.6189	1.6478	4.2281	1.691
"U1447A"	20	3	21	175.77	1.645	1.9415	4.6064	1.7025
"U1447A"	20	3	30	175.86	1.5485	1.7894	3.2713	1.7271
"U1447A"	20	3	41	175.97	1.3666	2.2541	4.8869	1.731
"U1447A"	20	3	50	176.06	1.3435	2.0247	5.139	1.736
"U1447A"	20	3	61	176.17	1.4683	1.7129	4.2612	1.7539
"U1447A"	20	3	70	176.26	1.5891	2.2853	4.3041	1.7252
"U1447A"	20	3	81	176.37	1.6387	2.2257	4.2656	1.7337
"U1447A"	20	3	90	176.46	1.4567	1.8424	4.5919	1.7333
"U1447A"	20	3	101	176.57	1.535	1.8627	3.8269	1.7149
"U1447A"	20	3	110	176.66	1.5695	2.22	3.551	1.7021
"U1447A"	20	3	121	176.77	1.4976	2.2527	4.8663	1.721
"U1447A"	20	3	130	176.86	1.2597	3.0001	2.351	1.6847
"U1447A"	20	3	141	176.97	1.6267	4.2158	4.3751	1.256
"U1447A"	20	4	1	177.01	0.77377	1.8316	2.4146	1.8372
"U1447A"	20	4	10	177.1	1.0363	1.6319	2.6224	1.7647
"U1447A"	20	4	21	177.21	1.2559	2.1018	3.1519	1.6316
"U1447A"	20	4	30	177.3	1.5632	2.1107	4.8925	1.5033
"U1447A"	20	4	41	177.41	1.3074	1.9867	5.3388	1.7395
"U1447A"	20	4	50	177.5	1.218	1.785	4.7432	1.7646
"U1447A"	20	4	61	177.61	1.1406	2.2635	2.9902	1.702
"U1447A"	20	4	70	177.7	1.0397	2.3146	2.8782	1.7949
"U1447A"	20	4	81	177.81	1.1114	2.4019	1.8227	1.7842
"U1447A"	20	4	90	177.9	1.0726	2.2347	3.256	1.6548
"U1447A"	20	4	101	178.01	1.3672	2.5723	2.6043	1.3792
"U1447A"	20	4	110	178.1	1.3075	1.7696	3.159	1.5862
"U1447A"	20	4	121	178.21	1.4227	2.1447	3.2363	1.5279
"U1447A"	20	4	130	178.3	1.3974	2.07	4.7424	1.4325
"U1447A"	20	4	141	178.41	1.0047	1.5508	2.0592	1.7361
"U1447A"	20	5	1	178.5	0.70786	1.4227	1.792	1.6233
"U1447A"	20	5	10	178.59	0.8266	1.2588	0.49845	1.6942
"U1447A"	20	5	21	178.7	1.0362	1.1573	2.8715	1.6425
"U1447A"	20	5	30	178.79	1.1423	1.4941	2.3967	1.3496
"U1447A"	20	5	41	178.9	0.85692	1.4312	3.4324	1.6211
"U1447A"	20	5	50	178.99	0.8366	1.9615	4.1209	1.73
"U1447A"	20	5	61	179.1	0.89791	1.4935	2.0406	1.7559
"U1447A"	20	5	70	179.19	1.0667	1.9787	2.6754	1.6496
"U1447A"	20	5	81	179.3	1.1723	1.7879	3.1003	1.4637
"U1447A"	20	5	90	179.39	1.0657	1.7855	3.4625	1.6798
"U1447A"	20	5	101	179.5	1.158	1.8774	3.511	1.7957
"U1447A"	20	5	110	179.59	1.1447	1.6667	2.4739	1.8167
"U1447A"	20	5	121	179.7	1.0465	1.7076	2.91	1.7936
"U1447A"	20	5	130	179.79	0.969	1.4766	3.2832	1.7738
"U1447A"	20	5	141	179.9	1.1637	1.4465	3.7416	1.7316
"U1447A"	20	6	1	179.98	0.90401	1.6246	1.7645	1.7928
"U1447A"	20	6	10	180.07	1.0861	1.8103	2.8742	1.7197
"U1447A"	20	6	21	180.18	1.1147	1.5171	3.2456	1.7158
"U1447A"	20	6	30	180.27	1.1537	1.7956	2.9181	1.7901
"U1447A"	20	6	41	180.38	0.9666	1.9809	1.7631	1.8265
"U1447A"	20	6	50	180.47	0.99077	2.8671	2.023	1.8201
"U1447A"	20	6	61	180.58	0.98224	2.2914	2.4639	1.8108
"U1447A"	20	6	70	180.67	1.0294	2.0101	1.2425	1.8348
"U1447A"	20	6	81	180.78	1.0058	1.736	2.9212	1.7979
"U1447A"	20	6	90	180.87	0.94863	2.281	3.3913	1.7572
"U1447A"	20	6	101	180.98	1.1834	2.0597	2.6432	1.701
"U1447A"	20	6	110	181.07	1.2942	1.7766	3.7479	1.4059
"U1447A"	20	6	121	181.18	1.165	1.6972	3.0479	1.5773
"U1447A"	20	6	130	181.27	1.0568	1.9969	3.054	1.7965
"U1447A"	20	6	141	181.38	0.82339	1.5662	2.0654	1.8723
"U1447A"	20	7	1	181.4	0.7066	1.3004	2.6966	1.8338
"U1447A"	20	7	10	181.49	0.96002	1.7327	2.0491	1.7968
"U1447A"	20	7	21	181.6	1.1224	1.9128	2.4521	1.7495
"U1447A"	20	7	30	181.69	1.1655	1.1612	3.028	1.772
"U1447A"	20	7	41	181.8	1.252	1.8323	4.17	1.7311
"U1447A"	20	7	50	181.89	1.3159	2.1883	4.1961	1.699
"U1447A"	20	7	61	182	1.5955	2.4531	4.7154	1.6914
"U1447A"	20	7	70	182.09	1.6455	2.4083	4.4682	1.6899
"U1447A"	20	7	81	182.2	1.5991	1.7257	5.6228	1.6963
"U1447A"	20	7	90	182.29	1.5174	1.6323	6.3194	1.7021
"U1447A"	20	7	101	182.4	1.9051	2.4057	2.8564	1.701
"U1447A"	20	8	1	182.47	1.3497	2.4259	3.2365	1.4493
"U1447A"	20	8	10	182.56	1.4858	1.4983	3.7793	1.6416
"U1447A"	20	8	21	182.67	1.5551	2.1799	5.1806	1.7057
"U1447A"	20	8	30	182.76	1.6595	1.8963	5.9239	1.6733
"U1447A"	20	8	41	182.87	1.4991	2.1664	4.634	1.5578
"U1447A"	20	8	50	182.96	1.6398	2.6192	4.7503	1.59
"U1447A"	21	1	1	183.01	0.96926	1.6624	2.0574	1.6613
"U1447A"	20	8	61	183.07	1.8314	2.7433	4.072	1.7032
"U1447A"	21	1	10	183.1	1.068	1.529	4.2051	1.7003
"U1447A"	21	1	21	183.21	1.1176	1.3682	3.3175	1.7214
"U1447A"	21	1	30	183.3	1.0597	1.3017	3.4114	1.7395
"U1447A"	21	1	41	183.41	0.89197	1.6384	3.0785	1.7627
"U1447A"	21	1	50	183.5	1.0774	1.5348	3.155	1.7352
"U1447A"	21	1	61	183.61	1.0645	1.6102	4.1652	1.7341
"U1447A"	21	1	70	183.7	1.0313	1.4869	3.9815	1.7389
"U1447A"	21	1	81	183.81	0.82187	1.6504	3.409	1.7502
"U1447A"	21	1	90	183.9	0.89054	1.9857	3.0877	1.745
"U1447A"	21	1	101	184.01	1.1293	1.6458	3.2279	1.753
"U1447A"	21	1	110	184.1	1.0254	2.2634	3.0152	1.7476
"U1447A"	21	1	121	184.21	1.3292	1.7431	3.0919	1.7324
"U1447A"	21	1	130	184.3	1.2266	1.5954	3.4066	1.7349
"U1447A"	21	1	141	184.41	0.84086	1.0899	2.3778	1.755
"U1447A"	21	2	1	184.43	1.1851	1.4715	3.0738	1.7744
"U1447A"	21	2	10	184.52	0.97511	1.4532	1.8819	1.789
"U1447A"	21	2	21	184.63	0.97254	1.6202	2.9604	1.7851
"U1447A"	21	2	30	184.72	1.1356	1.463	3.4258	1.7736
"U1447A"	21	2	41	184.83	1.1329	1.8756	3.2472	1.756
"U1447A"	21	2	50	184.92	1.057	1.8572	3.4637	1.7397
"U1447A"	21	2	61	185.03	1.024	1.8709	2.0308	1.7644
"U1447A"	21	2	70	185.12	1.0832	1.8555	2.8655	1.7592
"U1447A"	21	2	81	185.23	1.0424	1.5351	4.3573	1.7299
"U1447A"	21	2	90	185.32	1.0075	1.6878	2.7823	1.7311
"U1447A"	21	2	101	185.43	1.1314	2.0414	3.1173	1.7367
"U1447A"	21	2	110	185.52	0.96735	1.5431	2.6395	1.6485
"U1447A"	21	3	1	185.55	1.195	1.542	3.7152	1.7421
"U1447A"	21	3	10	185.64	1.0943	1.9004	3.9359	1.7365
"U1447A"	21	3	21	185.75	1.2298	1.6647	2.4221	1.7125
"U1447A"	21	3	30	185.84	1.2549	1.5581	3.6188	1.7183
"U1447A"	21	3	41	185.95	1.0802	1.7978	3.2364	1.7192
"U1447A"	21	3	50	186.04	1.1365	1.7589	2.8983	1.6986
"U1447A"	21	3	61	186.15	1.1406	1.5276	3.1106	1.7168
"U1447A"	21	3	70	186.24	1.1228	1.5845	3.384	1.7121
"U1447A"	21	3	81	186.35	1.1768	1.4267	3.6815	1.6983
"U1447A"	21	3	90	186.44	1.1018	1.9556	2.2032	1.7322
"U1447A"	21	3	101	186.55	0.94885	2.057	2.2242	1.7892
"U1447A"	21	3	110	186.64	0.93389	2.7034	1.773	1.8063
"U1447A"	21	3	121	186.75	0.96599	2.0543	2.3611	1.8218
"U1447A"	21	3	130	186.84	0.82891	1.9871	2.1369	1.8319
"U1447A"	21	4	1	186.93	0.9559	1.8944	2.8631	1.8161
"U1447A"	21	4	10	187.02	1.1453	1.615	2.3798	1.8121
"U1447A"	21	4	21	187.13	1.1794	1.8328	3.6856	1.7808
"U1447A"	21	4	30	187.22	1.0255	1.808	2.6761	1.6865
"U1447A"	21	4	41	187.33	0.94359	1.9755	3.5418	1.6878
"U1447A"	21	4	50	187.42	1.0127	2.0195	3.8582	1.7405
"U1447A"	21	4	61	187.53	1.147	1.7254	3.894	1.7904
"U1447A"	21	4	70	187.62	1.0199	2.0106	2.7799	1.8133
"U1447A"	21	4	81	187.73	1.0209	1.7621	3.6909	1.7714
"U1447A"	21	4	90	187.82	1.0816	1.9798	3.8947	1.7502
"U1447A"	21	4	101	187.93	1.1973	2.2692	2.8732	1.6997
"U1447A"	21	4	110	188.02	1.1069	2.2113	3.1947	1.6572
"U1447A"	21	4	121	188.13	1.1992	2.292	3.0783	1.0139
"U1447A"	21	5	1	188.16	0.68202	0.79043	1.9235	1.777
"U1447A"	21	5	10	188.25	0.89872	1.5636	2.8621	1.7821
"U1447A"	21	5	21	188.36	1.0205	1.3744	3.0595	1.7737
"U1447A"	21	5	30	188.45	1.1101	1.1605	4.0677	1.7732
"U1447A"	21	5	41	188.56	0.94101	1.5049	4.1229	1.7843
"U1447A"	21	5	50	188.65	1.0249	1.7958	3.0427	1.7992
"U1447A"	21	5	61	188.76	1.0534	1.8133	2.091	1.7737
"U1447A"	21	5	70	188.85	0.85242	1.7501	2.6379	1.7682
"U1447A"	21	5	81	188.96	0.88016	1.5286	2.8175	1.7627
"U1447A"	21	5	90	189.05	0.94977	1.7424	2.7273	1.766
"U1447A"	21	5	101	189.16	1.1093	2.4512	2.2957	1.7897
"U1447A"	21	5	110	189.25	1.085	1.9036	1.9951	1.7994
"U1447A"	21	5	121	189.36	1.178	1.6647	2.1513	1.7883
"U1447A"	21	5	130	189.45	1.1833	2.0517	2.0676	1.7936
"U1447A"	21	5	141	189.56	1.0931	2.3113	1.3364	1.8022
"U1447A"	21	6	1	189.58	1.0762	1.6528	1.8906	1.8078
"U1447A"	21	6	10	189.67	1.0659	2.2173	3.0534	1.8253
"U1447A"	21	6	21	189.78	0.98495	1.7131	2.843	1.8088
"U1447A"	21	6	30	189.87	1.2919	1.6177	3.943	1.7572
"U1447A"	21	6	41	189.98	1.3074	2.0327	4.838	1.7201
"U1447A"	21	6	50	190.07	1.2826	1.9045	3.9407	1.7391
"U1447A"	21	6	61	190.18	1.2476	1.6955	4.0055	1.7719
"U1447A"	21	6	70	190.27	1.1584	2.137	3.3858	1.7854
"U1447A"	21	6	81	190.38	1.083	1.5396	4.075	1.8252
"U1447A"	21	6	90	190.47	0.79907	1.82	4.0391	1.8497
"U1447A"	22	1	1	192.51	1.0465	1.5291	3.5483	1.6089
"U1447A"	22	1	10	192.6	1.4406	1.9441	3.235	1.6254
"U1447A"	22	1	21	192.71	1.3082	1.6231	3.9315	1.7056
"U1447A"	22	1	30	192.8	1.6174	1.8263	5.6059	1.6922
"U1447A"	22	1	41	192.91	1.3296	1.884	5.0246	1.6836
"U1447A"	22	1	50	193	1.4464	2.224	5.7687	1.6899
"U1447A"	22	1	61	193.11	1.3943	2.3076	4.0127	1.7062
"U1447A"	22	1	70	193.2	1.6529	2.2203	5.1082	1.6993
"U1447A"	22	1	81	193.31	1.5782	1.7096	5.904	1.7123
"U1447A"	22	1	90	193.4	1.5114	2.0139	6.0221	1.7012
"U1447A"	22	1	101	193.51	1.9777	2.3096	5.5679	1.6891
"U1447A"	22	1	110	193.6	1.6372	1.8747	4.5049	1.6858
"U1447A"	22	1	121	193.71	1.5803	2.1106	5.1036	1.6947
"U1447A"	22	1	130	193.8	1.656	2.246	5.5893	1.6178
"U1447A"	22	1	141	193.91	2.26	4.27	6.5139	1.131
"U1447A"	22	2	1	193.93	1.3484	2.2098	6.5639	1.7616
"U1447A"	22	2	10	194.02	1.562	1.6549	5.9204	1.7402
"U1447A"	22	2	21	194.13	1.6929	1.8276	5.1433	1.7181
"U1447A"	22	2	30	194.22	1.7419	1.8362	5.4895	1.7281
"U1447A"	22	2	41	194.33	1.373	1.8525	5.5936	1.7342
"U1447A"	22	2	50	194.42	1.4348	1.9909	4.4531	1.7247
"U1447A"	22	2	61	194.53	1.5401	2.2848	3.8274	1.7232
"U1447A"	22	2	70	194.62	1.6101	2.3027	3.8556	1.7306
"U1447A"	22	2	81	194.73	1.5288	1.9454	6.042	1.7441
"U1447A"	22	2	90	194.82	1.351	1.8639	4.454	1.7549
"U1447A"	22	2	101	194.93	1.5125	1.9127	4.2367	1.7625
"U1447A"	22	2	110	195.02	1.3891	2.3082	4.7035	1.7519
"U1447A"	22	2	121	195.13	1.4054	2.4268	3.7153	1.7741
"U1447A"	22	2	130	195.22	1.2824	2.6807	3.2471	1.7353
"U1447A"	22	2	141	195.33	1.0755	2.6575	2.6577	1.6745
"U1447A"	22	3	1	195.34	1.0972	3.1995	1.6765	1.7351
"U1447A"	22	3	10	195.43	1.1254	3.1996	1.8686	1.7173
"U1447A"	22	3	21	195.54	0.94287	2.6641	1.7814	1.6903
"U1447A"	22	3	30	195.63	1.2935	2.4579	2.5546	1.7111
"U1447A"	22	3	41	195.74	1.2239	1.6425	4.4191	1.7583
"U1447A"	22	3	50	195.83	1.1074	1.8571	4.5164	1.7616
"U1447A"	22	3	61	195.94	1.515	2.4552	4.106	1.7591
"U1447A"	22	3	70	196.03	1.4042	1.9307	3.7495	1.7126
"U1447A"	22	3	81	196.14	1.2232	2.3262	3.5828	1.6254
"U1447A"	22	3	90	196.23	1.2154	1.8632	4.3938	1.714
"U1447A"	22	3	101	196.34	1.3864	1.8494	3.3052	1.7511
"U1447A"	22	3	110	196.43	1.2911	2.374	4.1265	1.7778
"U1447A"	22	3	121	196.54	1.3961	1.9861	3.3594	1.7578
"U1447A"	22	3	130	196.63	1.3559	1.511	2.9462	1.7127
"U1447A"	22	3	141	196.74	1.1617	1.8553	4.8542	1.7061
"U1447A"	22	4	1	196.76	1.4428	1.163	2.7171	1.7263
"U1447A"	22	4	10	196.85	1.283	1.326	3.4567	1.7492
"U1447A"	22	4	21	196.96	1.2537	1.9046	3.6545	1.7571
"U1447A"	22	4	30	197.05	1.185	1.5855	4.0824	1.7668
"U1447A"	22	4	41	197.16	1.1428	1.5344	3.6755	1.7764
"U1447A"	22	4	50	197.25	1.3708	1.8921	3.6342	1.772
"U1447A"	22	4	61	197.36	1.3498	2.07	3.9187	1.7791
"U1447A"	22	4	70	197.45	1.4448	1.8836	3.6362	1.8004
"U1447A"	22	4	81	197.56	1.0933	1.9939	4.6167	1.8184
"U1447A"	22	4	90	197.65	1.1782	1.8912	3.1316	1.8117
"U1447A"	22	4	101	197.76	1.1949	1.5943	2.8414	1.8097
"U1447A"	22	4	110	197.85	1.1807	1.3149	3.8629	1.7988
"U1447A"	22	4	121	197.96	1.2032	1.6014	3.6284	1.7788
"U1447A"	22	4	130	198.05	1.2268	1.4439	2.6803	1.6676
"U1447A"	22	4	141	198.16	1.2638	2.0227	3.8453	1.152
"U1447A"	22	5	1	198.18	1.096	1.1312	3.9377	1.7083
"U1447A"	22	5	10	198.27	1.2568	1.6436	3.0505	1.7237
"U1447A"	22	5	21	198.38	1.453	1.5371	4.0817	1.7473
