"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1501C"	1	1	10	0.1	1.5774	2.3431	3.5729	1.3456
"U1501C"	1	1	21	0.21	1.4225	1.0843	0.78658	1.4025
"U1501C"	1	1	30	0.3	1.237	0.92466	0.78774	1.4029
"U1501C"	1	1	41	0.41	1.2293	1.7858	3.5435	1.4037
"U1501C"	1	1	50	0.5	1.192	1.714	4.0536	1.3855
"U1501C"	1	1	61	0.61	1.3869	0.55138	0.5791	1.347
"U1501C"	1	1	70	0.7	1.2958	0.61441	0.77265	1.3852
"U1501C"	1	1	81	0.81	1.1889	0.75608	0.63322	1.3975
"U1501C"	1	1	90	0.9	1.0343	0.64046	0.56231	1.3797
"U1501C"	1	1	101	1.01	1.2916	1.102	2.3948	1.3631
"U1501C"	1	1	110	1.1	1.3008	0.89137	1.6563	1.3448
"U1501C"	1	1	121	1.21	1.274	1.4083	3.6867	1.3273
"U1501C"	1	1	130	1.3	1.1334	1.4313	4.0041	1.3237
"U1501C"	1	1	141	1.41	1.2351	1.6197	3.7705	1.3137
"U1501C"	1	1	150	1.5	0.97458	1.4531	3.4477	1.3196
"U1501C"	1	2	1	1.51	1.212	0.53055	2.5499	1.3392
"U1501C"	1	2	10	1.6	1.306	1.186	2.6479	1.3395
"U1501C"	1	2	21	1.71	1.0733	0.64202	0.45242	1.3391
"U1501C"	1	2	30	1.8	1.0387	0.67285	0.82183	1.3447
"U1501C"	1	2	41	1.91	1.2121	1.5078	4.6391	1.3396
"U1501C"	1	2	50	2	1.266	1.6983	5.1168	1.3267
"U1501C"	1	2	61	2.11	1.1693	0.71579	0.30254	1.3338
"U1501C"	1	2	70	2.2	1.1758	0.5747	0.99096	1.3333
"U1501C"	1	2	81	2.31	1.0575	0.58562	1.0865	1.3404
"U1501C"	1	2	90	2.4	1.0425	0.95177	0.25597	1.3565
"U1501C"	1	2	101	2.51	1.4001	0.87576	2.2542	1.3621
"U1501C"	1	2	110	2.6	1.4445	0.94478	1.9669	1.3623
"U1501C"	1	2	121	2.71	1.4059	1.7034	4.1102	1.3741
"U1501C"	1	2	130	2.8	1.4203	1.5619	3.2986	1.3632
"U1501C"	1	2	141	2.91	1.5078	1.696	5.2055	1.3245
"U1501C"	1	3	1	3.01	1.3151	1.3482	2.6637	1.282
"U1501C"	1	3	10	3.1	1.4205	1.1001	2.7378	1.2955
"U1501C"	1	3	21	3.21	1.0267	0.53305	0.66339	1.3416
"U1501C"	1	3	30	3.3	1.094	0.56111	0.44863	1.3548
"U1501C"	1	3	41	3.41	1.2038	1.8604	4.3243	1.3256
"U1501C"	1	3	50	3.5	1.2763	1.4391	3.703	1.3119
"U1501C"	1	3	61	3.61	1.287	0.58479	1.2354	1.3426
"U1501C"	1	3	70	3.7	1.1908	0.57078	0.89072	1.3425
"U1501C"	1	3	81	3.81	1.0631	0.69627	0.97272	1.3504
"U1501C"	1	3	90	3.9	1.1248	0.55752	0.71949	1.3761
"U1501C"	1	3	101	4.01	1.371	0.91045	2.1735	1.383
"U1501C"	1	3	110	4.1	1.3447	0.82854	2.2936	1.3935
"U1501C"	1	3	121	4.21	1.4123	1.7972	4.8752	1.3977
"U1501C"	1	3	130	4.3	1.4547	1.4286	3.1463	1.4011
"U1501C"	1	3	141	4.41	1.3568	1.2608	4.5778	1.4089
"U1501C"	1	3	150	4.5	1.3312	1.3847	3.6171	1.4191
"U1501C"	1	5	1	6.01	1.7703	1.0579	3.3077	1.4557
"U1501C"	1	5	10	6.1	1.8224	1.2973	4.0528	1.4586
"U1501C"	1	5	21	6.21	1.3171	1.0977	0.90116	1.4606
"U1501C"	1	5	30	6.3	1.4517	0.90257	0.65956	1.4601
"U1501C"	1	5	41	6.41	1.7169	1.5536	6.301	1.4568
"U1501C"	1	5	50	6.5	1.6913	1.6057	5.5715	1.4411
"U1501C"	1	5	61	6.61	1.6496	0.64893	1.2838	1.4386
"U1501C"	1	5	70	6.7	1.7413	0.84043	1.1342	1.4416
"U1501C"	1	5	81	6.81	1.4708	0.96242	1.0605	1.4406
"U1501C"	1	5	90	6.9	1.3594	0.64936	1.4706	1.4504
"U1501C"	1	5	101	7.01	1.754	1.1285	2.0308	1.4484
"U1501C"	1	5	110	7.1	1.6604	1.046	2.7994	1.4416
"U1501C"	1	5	121	7.21	1.7343	2.0918	4.9946	1.4467
"U1501C"	1	5	130	7.3	1.733	1.5078	3.6775	1.4701
"U1501C"	1	5	141	7.41	1.6234	1.8147	4.3815	1.4791
"U1501C"	1	6	1	7.51	1.3714	1.2397	2.2132	1.4855
"U1501C"	1	6	10	7.6	1.5679	1.2698	4.6056	1.4717
"U1501C"	1	6	21	7.71	1.2474	0.77266	1.0474	1.4602
"U1501C"	1	6	30	7.8	1.3172	0.84473	0.70716	1.4623
"U1501C"	1	6	41	7.91	1.5875	1.4187	4.7545	1.4666
"U1501C"	1	6	50	8	1.6631	1.9663	5.1491	1.4656
"U1501C"	1	6	61	8.11	1.6061	0.88624	0.87807	1.4601
"U1501C"	1	6	70	8.2	1.6028	0.7847	0.64583	1.4629
"U1501C"	1	6	81	8.31	1.4017	0.8105	0.89279	1.4712
"U1501C"	1	6	90	8.4	1.1923	0.6525	1.3113	1.4626
"U1501C"	1	6	101	8.51	1.7614	1.0834	3.3972	1.4275
"U1501C"	1	7	1	8.52	1.5519	1.0376	2.9742	1.4477
"U1501C"	1	7	10	8.61	1.6308	1.211	3.2685	1.4468
"U1501C"	1	7	21	8.72	1.2104	0.66059	1.0491	1.4578
"U1501C"	1	7	30	8.81	1.2585	0.7598	0.46413	1.4626
"U1501C"	1	7	41	8.92	1.4733	1.5088	4.9106	1.4482
"U1501C"	1	7	50	9.01	1.4086	1.8936	4.2726	1.3855
"U1501C"	2	1	1	9.31	1.4936	1.6283	4.2472	1.2235
"U1501C"	2	1	10	9.4	1.6752	1.3224	4.0505	1.3426
"U1501C"	2	1	21	9.51	1.2062	0.64731	0.75775	1.4558
"U1501C"	2	1	30	9.6	1.2445	0.6826	1.1332	1.4768
"U1501C"	2	1	41	9.71	1.6351	1.4119	5.714	1.4737
"U1501C"	2	1	50	9.8	1.5482	1.6193	4.5894	1.4791
"U1501C"	2	1	61	9.91	1.5724	0.78515	0.90496	1.486
"U1501C"	2	1	70	10	1.631	0.70127	0.55141	1.4858
"U1501C"	2	1	81	10.11	1.3638	0.58727	1.8669	1.4688
"U1501C"	2	1	90	10.2	1.5103	0.71308	1.1699	1.4568
"U1501C"	2	1	101	10.31	1.6684	1.2531	2.4519	1.4631
"U1501C"	2	1	110	10.4	1.6995	1.2945	2.3907	1.472
"U1501C"	2	1	121	10.51	1.7473	1.7499	4.2442	1.46
"U1501C"	2	1	130	10.6	1.7714	1.4431	3.285	1.4464
"U1501C"	2	1	141	10.71	1.6746	1.6907	4.8479	1.4504
"U1501C"	2	1	150	10.8	1.3115	1.5019	4.0977	1.4662
"U1501C"	2	2	1	10.81	1.3634	1.1345	3.5724	1.4903
"U1501C"	2	2	10	10.9	1.6014	1.1543	3.0407	1.4775
"U1501C"	2	2	21	11.01	1.2008	0.66406	0.50492	1.4813
"U1501C"	2	2	30	11.1	1.177	0.66638	1.4171	1.4817
"U1501C"	2	2	41	11.21	1.3599	1.4579	4.4183	1.469
"U1501C"	2	2	50	11.3	1.3918	1.5103	3.6791	1.4516
"U1501C"	2	2	61	11.41	1.4275	0.87251	0.85001	1.4345
"U1501C"	2	2	70	11.5	1.4079	0.56618	0.44179	1.4283
"U1501C"	2	2	81	11.61	1.1043	0.77225	0.77492	1.4185
"U1501C"	2	2	90	11.7	1.1704	0.62461	1.0028	1.4147
"U1501C"	2	2	101	11.81	1.5398	1.1512	2.117	1.4199
"U1501C"	2	2	110	11.9	1.508	1.2124	1.9244	1.4259
"U1501C"	2	2	121	12.01	1.5831	1.7511	4.9415	1.4345
"U1501C"	2	2	130	12.1	1.6866	1.6892	4.4614	1.4295
"U1501C"	2	2	141	12.21	1.3788	1.6179	5.5807	1.4322
"U1501C"	2	3	1	12.29	1.4674	1.2604	4.0756	1.4312
"U1501C"	2	3	10	12.38	1.6135	1.2432	4.8566	1.4281
"U1501C"	2	3	21	12.49	1.1886	0.74718	0.97215	1.4271
"U1501C"	2	3	30	12.58	1.2399	0.7485	1.5185	1.4295
"U1501C"	2	3	41	12.69	1.4865	1.715	5.8562	1.4379
"U1501C"	2	3	50	12.78	1.5916	1.6488	5.1916	1.4403
"U1501C"	2	3	61	12.89	1.6049	1.0846	1.016	1.4472
"U1501C"	2	3	70	12.98	1.4065	0.74797	1.301	1.4497
"U1501C"	2	3	81	13.09	1.2004	0.94387	1.0055	1.4484
"U1501C"	2	3	90	13.18	1.3202	0.62002	0.97407	1.4564
"U1501C"	2	3	101	13.29	1.6566	1.0729	2.2774	1.4617
"U1501C"	2	3	110	13.38	1.642	0.89493	2.803	1.4629
"U1501C"	2	3	121	13.49	1.805	1.5965	4.0863	1.4661
"U1501C"	2	3	130	13.58	1.606	1.6906	5.1707	1.4628
"U1501C"	2	3	141	13.69	1.6003	1.7688	6.1214	1.4475
"U1501C"	2	3	150	13.78	1.411	1.4238	4.5563	1.4467
"U1501C"	2	4	1	13.79	1.3782	1.1388	4.0184	1.4516
"U1501C"	2	4	10	13.88	1.6951	1.3629	3.7225	1.4398
"U1501C"	2	4	21	13.99	1.2813	0.65777	0.91877	1.4326
"U1501C"	2	4	30	14.08	1.2829	1.0529	0.87329	1.4282
"U1501C"	2	4	41	14.19	1.5501	1.7876	4.942	1.4249
"U1501C"	2	4	50	14.28	1.5063	1.7024	6.2384	1.4307
"U1501C"	2	4	61	14.39	1.5683	0.92588	1.6708	1.4434
"U1501C"	2	4	70	14.48	1.5331	0.76013	0.77904	1.4544
"U1501C"	2	4	81	14.59	1.3138	0.69701	0.99733	1.4603
"U1501C"	2	4	90	14.68	1.2533	0.89481	1.2613	1.4645
"U1501C"	2	4	101	14.79	1.6383	1.2717	2.1672	1.4764
"U1501C"	2	4	110	14.88	1.6492	1.3786	2.3368	1.4783
"U1501C"	2	4	121	14.99	1.8967	2.0662	4.726	1.4854
"U1501C"	2	4	130	15.08	1.9888	1.6903	5.0819	1.4884
"U1501C"	2	4	141	15.19	1.6812	1.5499	5.1577	1.46
"U1501C"	2	4	150	15.28	1.6642	1.8559	4.5068	1.3655
"U1501C"	2	5	1	15.29	1.6753	1.1196	4.2841	1.5101
"U1501C"	2	5	10	15.38	1.8787	1.0213	4.8026	1.5098
"U1501C"	2	5	21	15.49	1.3635	0.67639	1.4781	1.5153
"U1501C"	2	5	30	15.58	1.3004	0.86543	1.099	1.5228
"U1501C"	2	5	41	15.69	1.7554	1.8469	5.4423	1.5219
"U1501C"	2	5	50	15.78	1.7928	1.5091	6.1445	1.5199
"U1501C"	2	5	61	15.89	1.6488	1.0192	1.133	1.5193
"U1501C"	2	5	70	15.98	1.6256	0.78487	0.87122	1.5166
"U1501C"	2	5	81	16.09	1.5169	0.78601	1.1954	1.5171
"U1501C"	2	5	90	16.18	1.4659	0.77357	0.93426	1.5185
"U1501C"	2	5	101	16.29	1.918	0.8628	2.0755	1.5106
"U1501C"	2	5	110	16.38	1.7818	0.82593	1.8235	1.5048
"U1501C"	2	5	121	16.49	1.8504	1.5637	5.0565	1.4968
"U1501C"	2	5	130	16.58	1.9037	1.5901	6.4577	1.4909
"U1501C"	2	5	141	16.69	2.1791	1.5746	6.6776	1.4079
"U1501C"	2	6	1	16.78	1.8206	0.99267	5.1999	1.5133
"U1501C"	2	6	10	16.87	1.8568	1.1588	4.2224	1.512
"U1501C"	2	6	21	16.98	1.4646	0.678	0.96468	1.5118
"U1501C"	2	6	30	17.07	1.4511	0.5856	1.2967	1.5098
"U1501C"	2	6	41	17.18	1.6799	1.7727	4.7231	1.5056
"U1501C"	2	6	50	17.27	1.7465	1.2731	4.7125	1.499
"U1501C"	2	6	61	17.38	1.6892	0.99989	0.7262	1.5062
"U1501C"	2	6	70	17.47	1.7268	1.0083	0.54006	1.517
"U1501C"	2	6	81	17.58	1.5437	0.9389	0.6387	1.5273
"U1501C"	2	6	90	17.67	1.6547	0.86337	1.9733	1.4831
"U1501C"	3	1	1	18.81	1.2656	0.69678	3.3519	1.3985
"U1501C"	3	1	10	18.9	1.5669	1.1502	4.3119	1.4623
"U1501C"	3	1	21	19.01	1.2643	0.73765	0.82933	1.5015
"U1501C"	3	1	30	19.1	1.2964	0.93025	1.3475	1.5055
"U1501C"	3	1	41	19.21	1.6693	1.521	6.0678	1.5014
"U1501C"	3	1	50	19.3	1.4503	1.7326	5.3505	1.4877
"U1501C"	3	1	61	19.41	1.576	0.67661	0.91252	1.4737
"U1501C"	3	1	70	19.5	1.5461	0.7832	0.77303	1.4657
"U1501C"	3	1	81	19.61	1.2401	0.85179	0.8946	1.4683
"U1501C"	3	1	90	19.7	1.3669	0.79775	0.72092	1.4725
"U1501C"	3	1	101	19.81	1.5292	1.0259	2.3176	1.4642
"U1501C"	3	1	110	19.9	1.5694	1.0365	3.0405	1.4548
"U1501C"	3	1	121	20.01	1.8469	1.7589	5.9634	1.4647
"U1501C"	3	1	130	20.1	1.6591	1.996	4.4302	1.4751
"U1501C"	3	1	141	20.21	1.8098	1.6908	5.4168	1.4823
"U1501C"	3	1	150	20.3	1.5325	2.0774	4.2173	1.4938
"U1501C"	3	2	1	20.31	1.4013	1.218	4.988	1.45
"U1501C"	3	2	10	20.4	1.6761	1.3157	5.2952	1.4736
"U1501C"	3	2	21	20.51	1.1968	0.61216	0.65293	1.4719
"U1501C"	3	2	30	20.6	1.1678	0.77184	0.65665	1.4666
"U1501C"	3	2	41	20.71	1.5063	1.3744	5.4951	1.4697
"U1501C"	3	2	50	20.8	1.4616	1.9132	4.8844	1.4745
"U1501C"	3	2	61	20.91	1.456	0.87225	0.94881	1.4835
"U1501C"	3	2	70	21	1.4971	0.74605	1.1034	1.4818
"U1501C"	3	2	81	21.11	1.2381	0.83841	0.9917	1.4686
"U1501C"	3	2	90	21.2	1.1754	0.84385	0.77546	1.461
"U1501C"	3	2	101	21.31	1.6188	0.97173	2.9096	1.4549
"U1501C"	3	2	110	21.4	1.6023	1.3932	2.6264	1.4628
"U1501C"	3	2	121	21.51	1.7671	2.1192	5.8149	1.4785
"U1501C"	3	2	130	21.6	1.7714	1.3896	6.7502	1.485
"U1501C"	3	2	141	21.71	1.6628	2.047	5.6614	1.4922
"U1501C"	3	3	1	21.8	1.747	0.93415	4.6927	1.4871
"U1501C"	3	3	10	21.89	1.89	1.404	5.8953	1.4974
"U1501C"	3	3	21	22	1.3527	0.88856	1.8221	1.5022
"U1501C"	3	3	30	22.09	1.3165	1.0684	1.5848	1.5042
"U1501C"	3	3	41	22.2	1.7363	1.3043	5.9734	1.502
"U1501C"	3	3	50	22.29	1.7917	1.5897	5.6517	1.4939
"U1501C"	3	3	61	22.4	1.7298	0.82562	0.86029	1.4903
"U1501C"	3	3	70	22.49	1.7904	0.69138	0.87676	1.507
"U1501C"	3	3	81	22.6	1.4789	0.91346	0.67715	1.5178
"U1501C"	3	3	90	22.69	1.4666	0.77486	1.3599	1.516
"U1501C"	3	3	101	22.8	1.8211	1.1507	2.9617	1.5165
"U1501C"	3	3	110	22.89	1.9989	1.2112	2.2324	1.5185
"U1501C"	3	3	121	23	2.0257	1.8175	6.2734	1.5235
"U1501C"	3	3	130	23.09	2.0999	1.9439	6.0368	1.5257
"U1501C"	3	3	141	23.2	2.0342	1.6461	7.0171	1.4404
"U1501C"	3	3	150	23.29	2.3457	1.8628	6.7651	1.233
"U1501C"	3	4	1	23.3	1.7508	0.76672	3.2583	1.5168
"U1501C"	3	4	10	23.39	1.9644	1.3231	4.9834	1.5183
"U1501C"	3	4	21	23.5	1.4594	0.73098	0.96248	1.5152
"U1501C"	3	4	30	23.59	1.3033	0.83135	1.2959	1.5107
"U1501C"	3	4	41	23.7	1.6146	1.6234	4.5828	1.5065
"U1501C"	3	4	50	23.79	1.6029	1.6119	4.1622	1.4985
"U1501C"	3	4	61	23.9	1.4555	0.78525	0.8206	1.4859
"U1501C"	3	4	70	23.99	1.4917	0.79737	0.84305	1.4928
"U1501C"	3	4	81	24.1	1.228	0.78445	0.87838	1.4954
"U1501C"	3	4	90	24.19	1.2788	0.86096	1.2795	1.4996
"U1501C"	3	4	101	24.3	1.596	1.0603	2.3485	1.4999
"U1501C"	3	4	110	24.39	1.6093	1.2231	2.4991	1.4857
"U1501C"	3	4	121	24.5	1.6326	1.2702	5.3294	1.4716
"U1501C"	3	4	130	24.59	1.5756	1.4714	5.2146	1.4768
"U1501C"	3	4	141	24.7	1.4282	1.5582	4.7288	1.487
"U1501C"	3	4	150	24.79	1.6062	0.90377	3.7337	1.492
"U1501C"	3	5	1	24.8	1.415	0.57893	3.5783	1.4878
"U1501C"	3	5	10	24.89	1.7893	0.9896	4.3452	1.4874
"U1501C"	3	5	21	25	1.216	1.1319	0.90912	1.526
"U1501C"	3	5	30	25.09	1.2099	1.0103	0.75897	1.5497
"U1501C"	3	5	41	25.2	1.5806	1.4854	4.1321	1.5374
"U1501C"	3	5	50	25.29	1.7358	1.7677	4.752	1.5156
"U1501C"	3	5	61	25.4	1.6742	0.74233	0.72215	1.5146
"U1501C"	3	5	70	25.49	1.6287	0.55907	0.86794	1.5223
"U1501C"	3	5	81	25.6	1.5021	0.76892	1.3536	1.5508
"U1501C"	3	5	90	25.69	1.4568	0.62907	1.7911	1.5897
"U1501C"	3	5	101	25.8	1.8683	1.0899	2.3615	1.6011
"U1501C"	3	5	110	25.89	1.9129	0.81707	3.1361	1.5752
"U1501C"	3	5	121	26	2.0351	1.7226	4.7824	1.5826
"U1501C"	3	5	130	26.09	1.9736	1.3205	4.9587	1.6281
"U1501C"	3	5	141	26.2	1.9431	1.5867	5.4385	1.6636
"U1501C"	3	6	1	26.29	1.7343	1.4347	4.9244	1.5463
"U1501C"	3	6	10	26.38	1.9118	1.0903	5.9152	1.5856
"U1501C"	3	6	21	26.49	1.3966	0.83226	1.4852	1.6038
"U1501C"	3	6	30	26.58	1.3483	0.8675	0.99259	1.6144
"U1501C"	3	6	41	26.69	1.6669	1.2324	6.2945	1.6225
"U1501C"	3	6	50	26.78	1.6967	1.3872	5.5722	1.6389
"U1501C"	3	6	61	26.89	1.7941	0.74099	1.4902	1.6605
"U1501C"	3	6	70	26.98	1.7003	0.92529	0.90068	1.676
"U1501C"	3	6	81	27.09	1.6251	0.69822	1.6747	1.6801
"U1501C"	3	6	90	27.18	1.6702	0.99837	0.75856	1.6819
"U1501C"	3	6	101	27.29	2.2115	1.054	3.2954	1.6765
"U1501C"	3	6	110	27.38	2.1933	0.99915	3.7452	1.6639
"U1501C"	3	6	121	27.49	2.0859	1.5267	7.2885	1.6314
"U1501C"	3	6	130	27.58	1.899	1.2754	4.8896	1.603
"U1501C"	3	6	141	27.69	1.8852	1.4814	5.3442	1.6001
"U1501C"	3	6	150	27.78	1.5822	1.5802	3.6341	1.5961
"U1501C"	3	7	1	27.8	1.8231	0.87431	3.8862	1.6319
"U1501C"	3	7	10	27.89	1.7942	0.9154	4.0532	1.6334
"U1501C"	3	7	21	28	1.2697	0.68672	0.84441	1.6429
"U1501C"	3	7	30	28.09	1.3854	0.92322	1.1856	1.6512
"U1501C"	3	7	41	28.2	1.7919	1.4609	5.9688	1.6511
"U1501C"	3	7	50	28.29	1.7814	1.6581	6.2461	1.6197
"U1501C"	4	1	1	28.31	1.6207	0.95452	4.2723	1.5738
"U1501C"	4	1	10	28.4	1.8891	1.0426	4.7065	1.5909
"U1501C"	4	1	21	28.51	1.4778	0.9099	1.5741	1.6485
"U1501C"	4	1	30	28.6	1.5014	0.88725	1.1286	1.6715
"U1501C"	4	1	41	28.71	1.9109	1.5734	6.1198	1.6576
"U1501C"	4	1	50	28.8	1.8706	1.4863	6.778	1.6524
"U1501C"	4	1	61	28.91	1.8457	0.84359	0.65908	1.6596
"U1501C"	4	1	70	29	1.7109	0.80378	0.86864	1.6656
"U1501C"	4	1	81	29.11	1.4343	0.67964	0.53025	1.6689
"U1501C"	4	1	90	29.2	1.5867	0.76787	0.88624	1.6814
"U1501C"	4	1	101	29.31	2.0823	1.0934	3.37	1.6969
"U1501C"	4	1	110	29.4	2.0614	1.0028	2.8646	1.7019
"U1501C"	4	1	121	29.51	2.2312	1.7262	7.1414	1.7034
"U1501C"	4	1	130	29.6	2.2382	1.5723	6.4435	1.6955
"U1501C"	4	1	141	29.71	2.2656	1.6528	7.8331	1.6402
"U1501C"	4	2	1	29.81	1.8164	0.8516	4.6207	1.6755
"U1501C"	4	2	10	29.9	1.9927	0.95067	4.4335	1.6711
"U1501C"	4	2	21	30.01	1.3726	0.9133	1.0039	1.665
"U1501C"	4	2	30	30.1	1.2985	0.76962	1.6514	1.6587
"U1501C"	4	2	41	30.21	1.5445	1.322	4.8926	1.6507
"U1501C"	4	2	50	30.3	1.6446	1.3257	5.1887	1.6537
"U1501C"	4	2	61	30.41	1.7059	0.68977	0.80973	1.6608
"U1501C"	4	2	70	30.5	1.844	0.7388	1.1303	1.6686
"U1501C"	4	2	81	30.61	1.6491	0.75818	1.9063	1.7007
"U1501C"	4	2	90	30.7	1.6222	0.81652	1.8589	1.7238
"U1501C"	4	2	101	30.81	2.0297	1.0992	3.121	1.7081
"U1501C"	4	2	110	30.9	2.15	1.0794	3.4679	1.7038
"U1501C"	4	2	121	31.01	2.1512	1.5411	6.8596	1.7134
"U1501C"	4	2	130	31.1	2.2108	1.443	6.023	1.7041
"U1501C"	4	2	141	31.21	2.3754	1.9967	6.4115	1.5729
"U1501C"	4	3	1	31.31	2.0944	1.2979	6.2106	1.7383
"U1501C"	4	3	10	31.4	2.2607	1.0956	4.9744	1.7271
"U1501C"	4	3	21	31.51	1.5368	0.9138	1.0194	1.7093
"U1501C"	4	3	30	31.6	1.5144	0.8636	0.89172	1.7173
"U1501C"	4	3	41	31.71	1.8921	1.4699	5.926	1.7467
"U1501C"	4	3	50	31.8	2.0656	1.649	8.2049	1.7599
"U1501C"	4	3	61	31.91	2.254	0.95617	1.2528	1.7746
"U1501C"	4	3	70	32	2.2235	0.8254	1.2032	1.7761
"U1501C"	4	3	81	32.11	1.6695	0.74366	1.4362	1.76
"U1501C"	4	3	90	32.2	1.5512	0.80981	0.52856	1.7381
"U1501C"	4	3	101	32.31	1.9098	0.99315	2.9243	1.7126
"U1501C"	4	3	110	32.4	1.7551	1.0033	2.9037	1.679
"U1501C"	4	3	121	32.51	1.8862	1.5808	5.4756	1.6704
"U1501C"	4	3	130	32.6	1.9344	1.5363	4.8715	1.6794
"U1501C"	4	3	141	32.71	2.1608	2.1027	6.6606	1.6548
"U1501C"	4	3	150	32.8	2.3961	1.7085	6.0845	1.5388
"U1501C"	4	4	1	32.81	2.1043	1.1192	4.2974	1.7127
"U1501C"	4	4	10	32.9	2.1718	1.1351	5.2602	1.7081
"U1501C"	4	4	21	33.01	1.5848	0.80917	0.94109	1.7006
"U1501C"	4	4	30	33.1	1.5523	0.89518	1.6085	1.7029
"U1501C"	4	4	41	33.21	1.9092	1.2204	5.7224	1.6884
"U1501C"	4	4	50	33.3	1.7648	1.6007	5.415	1.6737
"U1501C"	4	4	61	33.41	1.7046	0.7643	1.2974	1.6653
"U1501C"	4	4	70	33.5	1.7157	0.85881	0.75924	1.6576
"U1501C"	4	4	81	33.61	1.5508	0.72948	0.93463	1.6347
"U1501C"	4	4	90	33.7	1.5163	0.79538	1.2512	1.6476
"U1501C"	4	4	101	33.81	1.9191	1.0484	2.7031	1.6855
"U1501C"	4	4	110	33.9	2.1035	0.89006	3.3352	1.6942
"U1501C"	4	4	121	34.01	2.3578	1.6496	5.2046	1.7046
"U1501C"	4	4	130	34.1	2.2381	1.3996	6.9281	1.7056
"U1501C"	4	4	141	34.21	2.2571	1.5101	6.6412	1.7033
"U1501C"	4	5	1	34.31	1.7678	0.77922	3.8371	1.686
"U1501C"	4	5	10	34.4	1.9594	0.83383	4.6881	1.6812
"U1501C"	4	5	21	34.51	1.4661	0.9975	1.6821	1.6694
"U1501C"	4	5	30	34.6	1.3413	0.73124	1.3069	1.661
"U1501C"	4	5	41	34.71	1.6826	1.2915	5.566	1.6739
"U1501C"	4	5	50	34.8	1.7281	1.3787	5.318	1.6783
"U1501C"	4	5	61	34.91	1.6678	0.7686	1.0597	1.6836
"U1501C"	4	5	70	35	1.9385	0.73821	1.3689	1.6986
"U1501C"	4	5	81	35.11	1.7344	0.95724	1.9356	1.7119
"U1501C"	4	5	90	35.2	1.7587	1.1126	1.449	1.7185
"U1501C"	4	5	101	35.31	2.2314	1.075	3.2383	1.726
"U1501C"	4	5	110	35.4	2.3239	0.99869	3.9358	1.731
"U1501C"	4	5	121	35.51	2.4034	1.4733	6.9754	1.7341
"U1501C"	4	5	130	35.6	2.1884	1.3747	5.7183	1.7084
"U1501C"	4	5	141	35.71	2.5078	1.5088	7.5708	1.5357
"U1501C"	4	6	1	35.81	1.7881	0.96068	3.9988	1.6814
"U1501C"	4	6	10	35.9	1.7731	1.0438	5.8225	1.6785
"U1501C"	4	6	21	36.01	1.3472	0.76461	1.1748	1.6647
"U1501C"	4	6	30	36.1	1.2949	0.9141	0.91828	1.6676
"U1501C"	4	6	41	36.21	1.8261	1.4989	6.4261	1.6859
"U1501C"	4	6	50	36.3	1.9414	1.4797	6.6661	1.7009
"U1501C"	4	6	61	36.41	1.9722	0.71848	1.4815	1.7125
"U1501C"	4	6	70	36.5	1.9339	0.78161	1.321	1.7128
"U1501C"	4	6	81	36.61	1.7222	0.95411	1.6578	1.6972
"U1501C"	4	6	90	36.7	1.6482	0.77891	2.0625	1.6575
"U1501C"	4	6	101	36.81	2.2758	1.2631	3.2432	1.6437
"U1501C"	4	6	110	36.9	2.0781	1.1235	3.3322	1.6763
"U1501C"	4	6	121	37.01	1.9918	1.322	5.7122	1.6732
"U1501C"	4	6	130	37.1	1.9677	1.3295	5.0734	1.6667
"U1501C"	4	6	141	37.21	1.9824	1.4443	6.1061	1.6417
"U1501C"	4	6	150	37.3	1.7727	1.57	5.4508	1.5839
"U1501C"	4	7	1	37.31	1.6545	0.97187	4.5814	1.6621
"U1501C"	4	7	10	37.4	1.9152	1.203	5.2049	1.6506
"U1501C"	4	7	21	37.51	1.3138	0.8044	1.0073	1.6593
"U1501C"	4	7	30	37.6	1.4437	0.97048	0.95542	1.6772
"U1501C"	4	7	41	37.71	1.9019	1.566	7.1258	1.6987
"U1501C"	4	7	50	37.8	2.1104	1.2412	7.6674	1.7022
"U1501C"	5	1	1	37.81	1.8958	0.95837	5.1218	1.6855
"U1501C"	5	1	10	37.9	1.9865	1.2033	5.0631	1.6501
"U1501C"	5	1	21	38.01	1.4232	0.68541	1.502	1.5858
"U1501C"	5	1	30	38.1	1.218	0.77472	0.76936	1.6211
"U1501C"	5	1	41	38.21	1.5518	1.0838	5.1702	1.6954
"U1501C"	5	1	50	38.3	1.6055	1.2264	5.586	1.6719
"U1501C"	5	1	61	38.41	1.7157	0.77822	0.922	1.6628
"U1501C"	5	1	70	38.5	1.5972	0.53957	0.30527	1.6559
"U1501C"	5	1	81	38.61	1.4091	0.81793	1.9677	1.6477
"U1501C"	5	1	90	38.7	1.4002	0.68751	0.81546	1.6521
"U1501C"	5	1	101	38.81	1.8569	1.3305	2.7834	1.6601
"U1501C"	5	1	110	38.9	1.8834	1.013	2.8151	1.663
"U1501C"	5	1	121	39.01	1.9178	1.2269	6.4063	1.6633
"U1501C"	5	1	130	39.1	2.0169	1.3472	5.9591	1.6607
"U1501C"	5	1	141	39.21	2.0632	1.6206	5.9564	1.6132
