Time_Ma,d13C,d18O
0.000564,-0.8,3.52
0.002689,0.43,3.57
0.003099,-0.07,3.56
0.004131,-1.22,3.51
0.005134,0.23,3.7
0.005617,-0.32,3.91
0.005917,0.23,3.81
0.007103,-0.52,3.83
0.007579,-0.28,4.23
0.008589,-0.14,3.82
0.010024,-0.69,4.71
0.010076,-0.92,5.14
0.011553,-0.72,4.82
0.012469,-0.67,4.82
0.013048,-1.25,5.22
0.014006,-0.69,5.38
0.014914,-0.88,5.46
0.015196,-0.86,5.25
0.015414,-0.52,5.39
0.016821,-0.73,5.35
0.017359,-0.72,5.34
0.017785,-0.98,5.19
0.018229,-0.63,5.3
0.019636,-0.68,5.22
0.019804,-0.59,5.13
0.020375,-0.8,5.09
0.022249,-0.64,5.12
0.022964,-0.85,4.98
0.023859,-0.52,5.03
0.024626,-0.65,5.07
0.024969,-1.03,4.97
0.02575,-0.46,4.94
0.026585,-0.71,4.94
0.026833,-0.21,4.87
0.027694,-0.48,4.97
0.0282,-0.75,4.89
0.02904,-0.28,5.03
0.029815,-0.67,4.92
0.031246,-0.2,4.79
0.031431,-0.69,4.84
0.031583,-0.19,4.87
0.033046,-0.55,4.81
0.033453,-0.12,4.83
0.033528,0,4.85
0.034662,-0.83,4.86
0.035472,-0.18,4.65
0.036277,-0.73,4.82
0.037892,-0.46,4.79
0.039361,-0.32,4.78
0.039508,-0.32,4.72
0.040074,-0.45,4.78
0.041123,-0.63,4.93
0.041306,-0.5,4.86
0.042281,-0.04,4.73
0.042738,-0.24,4.72
0.04325,-0.28,4.74
0.044354,-0.95,4.65
0.044487,-0.49,4.45
0.045181,-0.54,4.61
0.04604,-0.74,4.6
0.046625,-0.04,4.89
0.046758,0.02,4.79
0.047773,-0.75,4.61
0.048431,-0.1,4.85
0.049049,-0.11,4.57
0.049507,-0.31,4.76
0.050236,-0.01,4.86
0.05124,-1.07,4.9
0.051339,-0.4,4.54
0.052042,0.15,4.73
0.052973,-0.45,4.75
0.053629,-0.15,4.73
0.053847,-0.17,4.46
0.054707,-0.86,4.65
0.055111,-0.53,4.67
0.05592,-0.65,4.74
0.05644,-0.7,4.75
0.057458,-0.55,4.75
0.058173,-0.7,4.8
0.05821,-0.81,4.67
0.059264,-1.25,4.8
0.059907,-1.04,4.85
0.0605,-0.95,4.98
0.061069,-0.67,5.11
0.06164,-1.18,4.72
0.06279,-0.79,4.97
0.062875,-1.06,4.97
0.063373,-1.08,4.81
0.064681,-0.98,5.01
0.065081,-1.01,4.92
0.066486,-0.98,5.02
0.067371,-0.52,4.77
0.069093,-0.44,4.82
0.069432,-0.68,4.56
0.070097,-0.5,4.65
0.070827,-0.82,4.6
0.072533,0.18,4.41
0.072683,-0.6,4.52
0.073409,-1.21,4.5
0.0756,0.23,4.44
0.076085,-0.09,4.44
0.076735,0.12,4.23
0.078667,-0.38,4.37
0.078761,-0.48,4.23
0.080787,0.16,4.29
0.081438,-0.17,4.12
0.081733,0.12,4.36
0.084114,-0.14,4.22
0.0848,0.13,3.93
0.08484,0.28,4.21
0.086791,-0.6,4.24
0.087867,-0.56,4.09
0.088892,-1.18,4.51
0.090933,-0.59,4.68
0.094,-0.3,4.42
0.095583,-0.45,4.59
0.095856,0.21,4.32
0.096118,0.22,4.48
0.098055,-0.22,4.5
0.098236,0.17,4.19
0.100526,-0.49,4.34
0.102472,0.15,4.11
0.102998,-0.2,4.21
0.103389,0.17,4.01
0.105516,-0.11,4.1
0.105987,0,3.98
0.108225,-0.9,4.13
0.10874,-0.58,4.07
0.109195,-0.17,4.36
0.110935,-0.23,4.13
0.111493,-1.14,4.34
0.111517,-0.21,4.31
0.113645,-0.78,4.39
0.113839,-0.73,4.61
0.116064,-0.37,4.62
0.116193,-0.71,4.28
0.116957,-0.18,4.42
0.118191,-0.31,4.37
0.120318,-0.21,4.43
0.120395,0.01,4.12
0.120963,-0.47,4.58
0.122446,-0.08,3.81
0.123348,-0.44,4.21
0.123521,0.05,3.93
0.124573,-0.03,3.32
0.125733,-0.07,3.89
0.126646,-0.55,3.43
0.1267,-0.79,3.83
0.127737,-0.12,3.41
0.127844,-0.44,3.58
0.128822,-0.14,3.21
0.12947,-0.64,3.74
0.129643,0,3.52
0.130746,-0.74,4.28
0.131443,-0.88,3.55
0.13267,-0.84,4.23
0.132935,-0.82,4.99
0.133242,-1.4,4.81
0.134554,-0.82,5.16
0.134668,-0.43,5.32
0.135041,-1.17,5.21
0.136371,-0.4,5.24
0.138188,-0.69,5.2
0.14009,-0.72,5.3
0.141717,-0.78,5.19
0.142062,-0.67,5.07
0.14289,-1.53,5.18
0.144034,-0.71,5.19
0.146006,-0.79,4.98
0.146824,-1.29,5
0.14715,-0.89,5.11
0.147978,-1.48,4.79
0.148432,-1.43,4.96
0.148961,-1.37,4.97
0.149753,-1.06,4.92
0.150772,-1.23,5.1
0.152934,-1.09,4.73
0.153893,-0.87,5.1
0.154703,-1.19,5.03
0.155865,-0.2,4.9
0.156205,-0.82,5.12
0.15631,-1.15,4.82
0.157837,-0.35,4.77
0.158016,-0.46,4.79
0.159809,-0.92,4.99
0.160214,-1.03,4.71
0.161781,-0.76,4.85
0.162485,-1.09,4.77
0.164911,-1.85,4.8
0.167083,-0.18,4.82
0.167336,-0.76,4.62
0.168899,-0.52,4.64
0.169762,-1.19,4.69
0.170714,-0.47,4.63
0.172187,-1.15,4.72
0.174345,-0.78,4.96
0.174613,-1.33,4.54
0.176161,-0.44,4.85
0.177038,-1.24,4.7
0.179464,-1.06,4.86
0.179792,-0.22,4.69
0.181889,-0.96,4.91
0.185238,-0.74,4.9
0.18674,-1.23,4.77
0.188869,-0.45,4.66
0.190685,-0.06,4.1
0.190916,-0.09,4.36
0.191591,-0.43,4.12
0.193629,0.05,3.9
0.194017,-0.68,4.21
0.1962,0.05,3.92
0.196418,-1.46,4.04
0.198682,-0.26,3.83
0.19888,0.13,4
0.201169,-0.98,3.89
0.201612,-0.06,3.69
0.201813,0.04,3.69
0.203656,-0.47,3.97
0.204747,-0.08,4.01
0.207706,0.14,3.94
0.208382,0.01,3.98
0.210904,0.19,3.92
0.214857,-0.15,4.1
0.217298,0.04,3.74
0.217845,-0.17,4.1
0.218334,-0.06,3.69
0.220413,-0.32,3.78
0.220637,-0.93,3.85
0.220695,-0.43,3.81
0.223078,-0.92,4.09
0.223185,-0.44,3.94
0.225675,-0.62,3.97
0.225742,-0.67,4.85
0.228165,-1.19,4.68
0.228902,-0.09,4.54
0.231083,-0.07,4.69
0.233378,-0.78,4.28
0.234197,-0.69,4.55
0.235793,-0.88,4.62
0.237348,-0.33,4.63
0.238232,-0.13,4.21
0.238913,-1.3,4.14
0.240829,0,4.1
0.241303,-0.5,4.18
0.243105,-0.75,3.69
0.243455,-1.1,3.84
0.243859,-0.04,3.51
0.245024,-0.86,4.29
0.246143,-1.04,3.78
0.246593,-1.18,4.67
0.248427,-0.64,4.7
0.250711,-0.54,4.56
0.251938,-0.59,4.93
0.252712,-0.32,4.98
0.254163,-0.71,4.97
0.255772,-0.7,4.93
0.256403,-0.75,4.87
0.256859,-0.37,4.89
0.257718,-0.16,5.07
0.257757,-0.26,4.71
0.258643,-0.69,4.91
0.25928,-0.33,4.89
0.260098,-0.34,4.75
0.260883,-0.89,4.72
0.2617,-0.27,4.72
0.261728,-0.32,4.87
0.262238,-0.91,4.67
0.263123,-1.17,4.8
0.263713,-1.18,4.81
0.264123,-0.44,4.82
0.264856,-0.33,4.8
0.265363,-1.07,4.84
0.266543,-1.25,4.75
0.267236,-1.27,4.94
0.267603,-1.01,4.83
0.267684,-1.29,4.64
0.268862,-1.25,4.95
0.269589,-1.36,4.84
0.269669,-1.41,4.96
0.269843,-1.74,4.86
0.271013,-1.24,4.92
0.273162,-1.07,4.77
0.273588,-1.68,4.8
0.27364,-1.3,4.85
0.274167,-1.02,4.96
0.275312,-1.04,4.86
0.277461,-0.89,4.69
0.278618,-1.42,4.89
0.284576,-0.03,4.48
0.288392,-0.82,4.3
0.289424,-0.65,4.23
0.290867,-1.12,4.53
0.291849,-0.19,3.94
0.293342,-1.02,4.54
0.294273,-0.86,4.29
0.295817,-1.05,4.48
0.296697,-0.88,4.86
0.298045,-0.52,4.79
0.300765,-1.03,4.5
0.301545,-0.42,4.73
0.303346,0.1,4.6
0.306918,0,4.67
0.309175,0.15,4.36
0.311748,-0.92,4.2
0.313707,-1.14,4.68
0.316893,-0.87,4.3
0.318469,-0.36,3.92
0.319466,-0.16,4.17
0.32085,-0.32,3.98
0.322039,-0.42,3.96
0.32329,-0.7,4.12
0.326281,0.21,3.55
0.32862,0.07,3.58
0.329274,0.2,3.6
0.332267,-0.16,3.46
0.334689,-0.31,3.24
0.335669,-0.1,3.39
0.336905,-1.06,3.36
0.3389,-1.75,4.17
0.343553,-0.96,4.99
0.345767,-0.52,5.2
0.348168,-1.08,4.42
0.350591,-0.36,4.82
0.350594,-1.06,5.2
0.352683,-1.33,4.76
0.353014,-1.17,4.83
0.354771,-0.64,4.96
0.355437,-1.19,4.78
0.356859,-1.14,4.76
0.35786,-1.1,4.91
0.361036,-1.33,4.88
0.365126,-0.6,4.83
0.365213,-1.08,5.01
0.367549,-0.3,4.78
0.369971,-0.37,4.67
0.372394,-0.73,4.71
0.373566,-0.42,4.87
0.374575,-0.25,4.61
0.375655,-0.68,4.75
0.376133,-1.08,4.65
0.37724,-0.42,4.55
0.377743,-0.25,4.5
0.378919,-0.62,4.58
0.379663,-0.27,4.35
0.379831,-0.81,4.57
0.382086,-0.63,4.68
0.38449,-0.71,4.58
0.384506,-0.1,4.22
0.386929,-0.07,4.6
0.387276,-0.48,4.42
0.389352,-0.04,4.25
0.390273,0.1,4.2
0.390356,-0.06,4.35
0.391775,-0.08,4.31
0.392361,0.06,4.33
0.394197,0.1,4.24
0.39662,0.03,4.08
0.398716,-1.3,4.32
0.399116,-0.67,4.16
0.399351,-0.45,4.14
0.399908,-0.17,4.1
0.402313,0.25,3.74
0.404678,0.34,3.32
0.40523,0.18,3.95
0.407063,0.3,3.42
0.408143,0.08,3.34
0.408643,-0.44,4.04
0.409296,0.15,3.46
0.410063,0.04,3.35
0.41087,0.21,3.43
0.411344,0.32,3.32
0.41285,-0.7,3.87
0.41291,-0.09,3.71
0.414333,-0.16,3.91
0.414893,-0.17,3.49
0.415592,-1.37,5.04
0.416416,-0.8,4.29
0.416936,-0.46,3.98
0.417167,-1.34,5.17
0.418741,-1.25,5.41
0.418849,0.12,3.59
0.418979,-1.55,4.09
0.421039,-0.34,4.17
0.422268,-1.84,5.09
0.422704,-0.07,4.24
0.423008,-1.03,5.5
0.423034,-1.11,5.26
0.423543,-1.13,5.46
0.42378,-1.71,5.34
0.423979,-1.25,5.23
0.424799,-1.52,5.26
0.425218,-1.22,5.4
0.425292,-1.77,5.33
0.425678,-1.18,5.33
0.425793,-1.17,5.32
0.426308,-0.89,5.21
0.426527,-0.91,5.12
0.426804,-1.67,5.22
0.427375,-0.59,4.67
0.428224,-0.62,4.85
0.428571,-0.58,4.92
0.429073,-0.41,4.58
0.429409,-0.52,4.84
0.429923,-0.59,4.82
0.429931,-1.21,4.98
0.430686,-0.67,4.83
0.430975,-1.15,4.82
0.43131,-0.79,5.03
0.43134,-1.25,5.17
0.43162,-1.04,5.03
0.43269,-0.7,4.74
0.432851,-1.01,5.05
0.433327,-0.56,5.02
0.434069,-1.15,4.94
0.434363,-1.61,4.94
0.435448,-1.34,4.99
0.435875,-1.09,5.03
0.437902,-1.17,4.97
0.43808,-0.7,4.86
0.441073,-0.98,5.1
0.442855,-0.28,4.69
0.444244,-0.47,4.65
0.44763,-0.32,4.64
0.453756,-1.01,4.86
0.454243,-0.41,4.76
0.456927,-0.58,4.96
0.461803,-0.69,4.34
0.463268,-0.75,4.8
0.466439,-0.74,4.64
0.46961,-0.39,4.48
0.47278,0.22,4.51
0.473902,0.06,4.32
0.483161,0.37,4.13
0.484117,-0.17,3.99
0.486166,0.05,4.2
0.488588,0.17,3.78
0.488674,0.44,3.85
0.49101,-1.06,3.86
0.492171,0.11,3.9
0.492887,-0.16,3.94
0.493432,-0.28,3.72
0.494885,0.05,4.25
0.496058,0.23,4.01
0.497943,-0.43,4.61
0.499226,-0.14,4.54
0.499244,0.12,4.01
0.500081,-0.31,4.59
0.500335,0.4,3.98
0.501364,-0.52,4.21
0.502151,0.49,3.92
0.502219,-0.33,4.62
0.503502,-0.05,4.54
0.504221,0.15,3.81
0.504357,-0.17,4.46
0.50564,-0.09,4.51
0.506495,0.05,4.45
0.507718,0.32,4.08
0.507778,-0.29,4.42
0.508633,0.11,4.38
0.509916,0.21,4.27
0.510771,-0.18,4.41
0.510884,0.26,4.22
0.511605,0.51,4.28
0.512054,-0.21,4.24
0.512904,0.44,4.38
0.512909,0.08,4.34
0.514192,0.17,4.19
0.514923,0.5,4.37
0.515047,-0.11,4.27
0.517025,0.52,4.18
0.517288,0.01,3.93
0.518098,0.45,4.4
0.519221,0.49,4.24
0.519613,0.11,4.24
0.520515,0.3,4.18
0.521008,-0.48,4.32
0.521938,-0.08,4.32
0.522604,0.45,4.02
0.523333,-0.59,4.39
0.524263,-0.54,4.45
0.525625,-0.15,4.25
0.525658,-0.41,4.42
0.526381,0.21,4.11
0.526461,0.1,4.21
0.526588,-1.04,4.82
0.527497,-0.3,4.59
0.527983,-1.51,4.78
0.528268,-0.08,3.99
0.528535,-0.5,4.32
0.528937,-1.5,4.88
0.529571,-0.64,4.44
0.530156,-0.46,4.78
0.530477,-0.94,4.51
0.530789,-0.61,4.74
0.531503,-0.82,4.69
0.532113,-0.58,4.92
0.532294,-0.64,4.73
0.533043,-0.7,5.13
0.533496,-0.39,4.85
0.53407,-0.8,5.05
0.534156,-0.67,4.94
0.534696,-0.53,4.86
0.53561,-0.77,4.89
0.535899,-0.04,4.95
0.536198,-0.38,4.88
0.536636,-0.77,4.8
0.537098,-0.02,4.98
0.538176,-0.84,4.8
0.538241,-0.61,4.93
0.538301,-0.45,4.9
0.539202,-0.69,4.78
0.5395,-0.2,4.85
0.540363,-0.27,4.95
0.540762,-0.81,4.78
0.541667,-1.15,4.84
0.542048,-0.46,4.83
0.542712,-0.4,4.81
0.54333,-0.23,4.78
0.54398,-0.64,4.72
0.544616,-0.59,4.61
0.54506,-0.78,4.79
0.545901,-0.3,4.55
0.547866,-0.38,4.5
0.549894,-0.26,4.39
0.550108,-1.16,4.59
0.551921,-0.32,4.55
0.551925,-0.24,4.65
0.553944,-0.84,4.22
0.555629,0,4.31
0.557402,-0.8,4.47
0.56019,-0.17,3.72
0.561049,-0.48,4.59
0.5628,-0.03,4.36
0.563873,-0.18,3.94
0.566615,-0.09,4.49
0.567867,-0.13,4.37
0.568023,-0.65,4.18
0.568405,0.08,3.94
0.570307,0.21,3.72
0.571171,-0.39,3.9
0.571602,-0.14,4.24
0.572214,0.22,3.54
0.574117,0.2,3.63
0.574319,-0.1,3.99
0.575337,0.06,3.79
0.576023,0.22,3.7
0.577811,-0.98,3.74
0.577926,-0.37,3.72
0.579071,0.15,3.51
0.579832,-0.42,3.61
0.581451,-0.49,4.21
0.581735,-0.74,3.91
0.582806,0.22,3.72
0.582906,-0.17,3.72
0.583642,-0.85,4.49
0.58509,-0.41,4.84
0.585544,-1.33,4.27
0.586343,-0.96,4.57
0.58691,-0.79,4.39
0.587451,-0.93,4.68
0.58873,-1.38,4.65
0.588812,-1.03,4.68
0.588996,0.05,4.25
0.590459,-0.32,4.58
0.59047,-0.97,4.5
0.592028,-0.13,4.92
0.593099,0,4.24
0.593211,-0.83,4.59
0.593586,-0.46,4.59
0.594833,-0.09,4.39
0.595144,-0.21,4.45
0.595325,0.13,4.28
0.59574,-0.04,4.18
0.596098,-0.097,4.472
0.596759,-0.08,4.42
0.597438,-0.89,4.13
0.59808,-0.56,4.3
0.59838,0.01,4.4
0.598411,0.03,4.3
0.599402,0.164,4.398
0.599702,-0.28,4.37
0.600063,0.18,4.34
0.6011,-0.03,4.17
0.601385,-1.04,4.24
0.602398,0.04,4.4
0.602706,-0.382,4.345
0.60293,-0.86,4.42
0.603367,-0.37,4.29
0.604689,-0.54,4.23
0.604756,-0.19,4.24
0.605243,0,3.99
0.606011,-0.508,4.388
0.606586,0.16,4.78
0.606672,-0.7,4.09
0.607993,-0.38,4.09
0.608412,0.07,4.11
0.609315,-0.524,4.088
0.609976,-0.51,4.03
0.610241,0.22,3.76
0.610933,-0.17,4.26
0.611297,-0.49,4.15
0.612067,0,4.09
0.612619,-0.708,4.249
0.61328,-0.7,4.19
0.613779,0.07,3.76
0.613897,0.14,4.05
0.614602,-0.31,4.11
0.615723,0.15,3.62
0.615923,-0.846,3.976
0.616584,-0.83,3.92
0.616624,-0.11,3.84
0.617553,0.02,3.85
0.617906,-0.27,3.67
0.619228,-0.256,4.032
0.619379,-0.05,3.95
0.619469,0.02,3.65
0.619838,-0.24,3.98
0.620955,-0.37,4.1
0.621257,-0.59,4.29
0.622322,-0.708,4.271
0.622383,-0.12,4.05
0.623011,-0.7,4.21
0.623458,-0.7,5.38
0.625417,-0.88,4.33
0.625616,-0.97,5.07
0.625767,-0.282,4.106
0.626456,-0.27,4.05
0.627769,-0.85,5.43
0.627833,-1.34,5.12
0.62845,-0.77,5.23
0.629211,-1.799,5.393
0.6299,-1.79,5.33
0.629923,-0.87,5.47
0.631278,-1.78,5.41
0.631483,-1.04,5.26
0.63208,-0.61,5.43
0.632656,-0.956,5.453
0.633222,-0.94,5.4
0.633984,-1.15,5.53
0.634028,-0.7,5.41
0.634111,-1.07,5.48
0.635,-1.151,5.27
0.635444,-1.14,5.21
0.635826,-0.47,5.42
0.635953,-0.66,5.25
0.636333,-1.23,5.37
0.637222,-0.985,5.273
0.637621,-0.56,5.46
0.637667,-0.97,5.22
0.637921,-0.9,5.31
0.638556,-1.25,5.42
0.639419,-0.61,5.26
0.639444,-1.137,5.198
0.639889,-1.12,5.14
0.63989,-0.74,5.33
0.640778,-1.29,5.13
0.641214,-0.78,5.32
0.641667,-1.452,5.095
0.641859,-0.86,5.23
0.642111,-1.44,5.04
0.643,-0.99,5.26
0.643012,-0.67,5.2
0.643827,-1.3,5.16
0.643889,-1.377,5.188
0.644333,-1.36,5.13
0.644807,-0.9,5.11
0.645222,-1.1,5.12
0.645985,-0.81,5.21
0.646111,-1.394,5.079
0.646556,-1.38,5.02
0.646605,-1.13,5.09
0.647444,-1.09,5.09
0.648333,-1.538,5.037
0.648399,-0.77,5.13
0.648529,-0.62,5.01
0.648903,-1.52,4.98
0.650198,-0.47,5.03
0.650292,-1.1,4.98
0.651072,-0.92,4.99
0.651681,-1.266,5.115
0.651776,-0.41,5.07
0.652375,-1.25,5.05
0.653255,-0.74,4.93
0.653361,-0.98,4.95
0.65473,-0.79,4.93
0.655153,-1.558,5.057
0.655847,-1.55,5
0.656159,-0.8,4.86
0.656209,-0.86,4.97
0.657236,-1.29,4.95
0.657684,-0.42,4.91
0.658625,-1.412,4.922
0.658703,-1.06,4.88
0.659163,-1.01,4.81
0.659319,-1.4,4.87
0.660639,-1.15,4.91
0.660708,-1.95,4.94
0.661246,-0.92,5.09
0.662097,-1.171,5.083
0.662117,-0.3,4.72
0.662792,-1.16,5.02
0.663593,-0.19,4.83
0.66379,-0.8,4.86
0.664181,-2.05,5.01
0.665071,-0.63,4.88
0.665569,-1.458,4.748
0.666264,-1.44,4.69
0.666547,-1.6,4.77
0.668035,-1.24,5.01
0.669042,-1.216,4.804
0.669526,-0.64,4.9
0.669715,-0.83,4.91
0.669736,-1.2,4.74
0.671016,-0.8,4.7
0.672208,-1.503,4.836
0.67251,-1.43,4.76
0.67278,-1.49,4.78
0.673097,-0.9,4.85
0.673924,-1.53,4.85
0.674001,-1.12,4.91
0.675495,-0.76,4.84
0.676478,-1.07,4.75
0.676985,-0.38,4.73
0.678479,-0.33,4.4
0.67997,-0.39,4.49
0.680789,-1.449,4.911
0.681361,-1.64,4.61
0.682505,-1.38,4.84
0.682954,-0.66,4.45
0.683242,-0.67,4.78
0.684221,-1.08,4.61
0.685365,-0.71,4.56
0.685939,-0.15,4.35
0.686223,-1.281,4.8
0.686623,-0.42,4.43
0.686795,-1.47,4.5
0.686831,-0.3,4.2
0.688028,-0.11,4.11
0.68937,-0.64,4.415
0.689786,0,4.01
0.6899,-0.26,4.24
0.689942,-0.62,4.36
0.690216,-0.49,3.98
0.691937,0.01,3.92
0.69223,-0.525,4.556
0.692802,-0.51,4.5
0.694502,0.15,3.84
0.69454,-0.27,4.37
0.695069,-0.888,4.359
0.695636,-0.87,4.3
0.696205,0.25,3.9
0.696768,-0.75,4.26
0.696845,0.02,3.75
0.697901,-1.171,4.181
0.698467,-1.16,4.12
0.69876,-0.23,3.93
0.699512,0,3.72
0.6996,-0.53,4.02
0.700463,-0.01,4.04
0.7016,-0.43,3.84
0.702592,0.2,4.08
0.702933,-0.25,3.86
0.703018,-0.28,4.18
0.704242,-0.243,3.983
0.704848,-0.23,3.92
0.706061,-0.14,3.87
0.707273,-0.167,4.003
0.707879,-0.15,3.95
0.710303,-0.087,4.004
0.710462,-1.31,4.6
0.710909,-0.07,3.94
0.712121,-0.2,4.09
0.712398,-0.6,4.34
0.713333,-0.502,4.236
0.713939,-0.49,4.18
0.714333,-1.16,4.52
0.71472,-0.16,4.03
0.715151,-0.51,4.14
0.716364,-0.357,4.201
0.71697,-0.34,4.14
0.718182,-1.15,4.36
0.718204,-1.5,4.65
0.718591,-1.16,4.89
0.719394,-0.875,4.377
0.719485,-1.37,4.6
0.72,-0.86,4.32
0.72014,-1.34,4.83
0.721272,-1.48,4.46
0.722075,-1.28,4.84
0.722212,-1.39,4.92
0.722462,-1.27,4.86
0.722544,-0.734,4.28
0.724007,-0.32,4.69
0.724562,-1.2,4.92
0.725057,-1.068,4.761
0.725193,-1.08,4.82
0.725447,-1.05,4.7
0.726094,-0.91,4.9
0.726379,-0.27,4.73
0.727006,-0.675,4.741
0.727396,-0.66,4.68
0.727565,-0.11,4.55
0.727626,-0.79,4.78
0.727803,-0.11,4.65
0.728176,-1.28,4.48
0.728752,-0.27,4.69
0.728956,-0.327,4.358
0.729159,-0.22,4.72
0.729346,-0.31,4.3
0.729938,0.07,4.28
0.730125,-0.53,4.65
0.730175,0.12,4.4
0.730691,-0.2,4.52
0.730905,-0.394,4.587
0.731124,0.01,4.47
0.731295,-0.38,4.53
0.732075,-1.62,4.44
0.732223,0.05,4.36
0.73231,0.04,4.1
0.732548,0.03,4.32
0.732854,-0.238,4.411
0.733244,-0.22,4.36
0.733755,-0.22,4.43
0.734024,-0.46,4.45
0.734683,-0.02,4.43
0.734804,-0.893,4.222
0.73492,-0.01,4.4
0.735193,-0.88,4.16
0.735288,-0.15,4.4
0.735973,-0.48,4.47
0.736753,-0.548,4.48
0.73682,-0.12,4.42
0.737055,-0.55,4.36
0.737143,-0.53,4.42
0.737922,-0.88,4.43
0.738242,-0.31,4.36
0.738702,-0.681,4.542
0.739092,-0.67,4.48
0.739428,-0.25,4.37
0.739665,-0.4,4.38
0.739872,-0.72,4.48
0.739884,-0.29,4.5
0.74062,-0.93,4.97
0.740651,-0.838,4.453
0.741041,-0.82,4.4
0.741417,-0.5,4.32
0.741821,-0.62,4.45
0.742601,-0.635,4.35
0.742962,-1.24,5.01
0.742999,-0.62,4.29
0.743045,-1.06,4.9
0.744525,-1.39,4.74
0.74576,-0.92,4.82
0.746053,-1.312,4.742
0.746068,-1.25,4.87
0.746817,-1.3,4.69
0.74757,-0.96,4.99
0.748345,-1.35,4.97
0.749833,-0.85,4.73
0.749873,-1.111,4.85
0.750285,-1.26,4.53
0.750637,-1.1,4.79
0.752095,-1.41,4.85
0.752165,-1.43,4.82
0.753693,-1.299,4.554
0.754358,-0.91,4.72
0.754457,-1.28,4.5
0.75481,-0.85,4.85
0.755483,-1.08,4.81
0.755985,-1.76,4.72
0.757513,-1.202,4.722
0.758277,-1.19,4.66
0.758882,-0.73,4.68
0.759805,-1.3,4.68
0.761145,-1.32,4.42
0.761332,-1.876,4.666
0.762096,-1.86,4.61
0.763407,-1.44,4.39
0.763624,-1.84,4.8
0.765152,-1.273,4.603
0.765916,-1.26,4.54
0.767444,-2.05,4.52
0.767932,-0.16,4.22
0.768036,-1.14,4.4
0.768972,-2.031,4.278
0.769736,-2.02,4.22
0.769785,-0.44,4.49
0.771264,-1.24,4.49
0.771536,-0.23,4.35
0.772792,-0.735,4.387
0.773287,-0.4,3.97
0.773556,-0.72,4.33
0.774313,-0.42,4.34
0.775084,-0.8,4.04
0.776612,-1.015,4.148
0.776789,-0.08,4.22
0.777376,-1,4.09
0.777451,-0.17,4.12
0.780432,-0.317,3.792
0.781196,-0.3,3.73
0.782041,-0.01,4.11
0.782723,-0.25,3.93
0.783728,-0.29,4.02
0.784251,-0.31,3.97
0.785015,-0.3,3.91
0.786543,-0.2,3.8
0.786866,-0.24,3.69
0.788069,-0.462,3.658
0.788804,-0.45,3.6
0.789006,-0.86,3.83
0.789343,-0.11,3.69
0.790276,-0.45,3.81
0.790692,-1.44,4.99
0.791747,-0.661,3.911
0.791889,-0.08,3.82
0.792482,-0.65,3.86
0.792517,-1.53,4.88
0.796584,-1.3,5.01
0.796982,-1.25,4.74
0.798493,-1.29,5.17
0.800118,-1.1,5.14
0.800443,-1.05,5
0.801744,-1.2,5.07
0.801819,-1.32,5
0.804206,-1.55,5.06
0.804994,-0.89,4.88
0.806593,-1.1,4.98
0.806619,-1.21,4.68
0.806944,-1.08,4.94
0.808244,-0.44,4.35
0.808981,-1.01,4.8
0.809526,-0.543,4.192
0.809869,-0.84,4.62
0.809961,-0.73,3.9
0.810194,-0.85,4.84
0.811368,-0.7,4.89
0.811494,-0.68,4.69
0.811701,-1.171,4.628
0.812136,-1.16,4.57
0.813119,-1.26,4.25
0.813444,-0.58,4.49
0.813755,-0.69,4.57
0.813875,-1.153,4.556
0.81431,-1.14,4.5
0.814744,-1.48,4.32
0.81605,-0.913,4.397
0.816485,-0.9,4.34
0.818225,-0.405,4.21
0.81866,-0.39,4.15
0.819646,-0.94,4.13
0.820983,-0.606,4.126
0.821245,-0.52,3.94
0.821652,-0.59,4.07
0.82287,-0.24,4.3
0.822989,-1.02,4.15
0.823195,-0.27,3.68
0.823303,-0.39,3.91
0.824327,-0.609,4.049
0.824995,-0.59,3.99
0.82612,-0.99,4.25
0.826332,-0.7,4.21
0.82767,-1.22,4.199
0.828077,-1.35,4.31
0.828338,-1.21,4.14
0.828819,-0.23,4.2
0.829089,-0.19,4.33
0.830464,-0.42,4.36
0.831013,-0.517,4.223
0.831347,-0.5,4.17
0.831518,-0.3,4.12
0.831788,-0.19,4.39
0.832852,-0.48,4.03
0.832867,-0.12,4.23
0.833019,-0.98,4.36
0.834216,-0.66,4.07
0.834356,-0.413,3.941
0.83469,-0.4,3.88
0.838093,-0.25,4.07
0.838535,-0.35,4.23
0.839029,-0.367,4.669
0.840225,-0.48,4.4
0.842953,-0.77,4.11
0.844019,-0.783,4.164
0.844518,-0.77,4.1
0.844721,-0.19,4.02
0.84693,-0.31,3.88
0.847372,-0.19,3.8
0.84901,-1.168,4.129
0.849725,-0.35,3.78
0.850008,-1.15,4.07
0.851349,-0.26,3.65
0.851791,-0.54,3.66
0.854,-0.466,3.906
0.854764,-0.45,3.85
0.855615,-0.2,4.12
0.856908,-0.34,4.05
0.857818,-1.088,4.156
0.858582,-1.07,4.1
0.858846,-0.06,3.66
0.861754,-0.97,3.76
0.862018,-1.02,4.13
0.862077,-0.17,3.62
0.863369,-1.01,3.64
0.863435,-0.83,3.82
0.864985,-1.14,3.87
0.865308,-1.46,4.87
0.865836,-0.47,3.62
0.866478,-0.7,3.48
0.8666,-1.34,4.84
0.868215,-1.33,4.91
