Time_Ma,d13C,d18O
23.910789,0.79,2.22
23.912718,0.87,2.17
23.914648,0.56,1.92
23.9159,0.53,1.96
23.916577,0.7,1.9
23.9172,0.72,2.18
23.9185,0.65,2.19
23.918506,0.78,2.09
23.9199,0.74,2.09
23.920436,0.8,2.13
23.9212,0.73,1.94
23.922365,0.69,2.25
23.9225,0.45,2.12
23.9252,0.78,2.19
23.9265,0.67,2.24
23.9279,0.7,2
23.9295,0.65,2.2
23.9312,0.67,1.99
23.9329,0.66,2.15
23.9347,0.73,2.14
23.937,0.75,1.93
23.9392,0.72,2.02
23.9414,0.74,2.03
23.9436,0.86,2.13
23.9441,0.83,2.13
23.9463,0.72,2.17
23.9488,0.72,1.98
23.9514,0.68,2.16
23.9539,0.7,1.98
23.9564,0.59,1.84
23.9589,0.74,1.91
23.9615,0.75,1.9
23.964,0.8,2.04
23.9666,0.83,2.21
23.9693,0.87,2.21
23.972,0.61,1.99
23.9747,0.56,2.04
23.9774,0.68,2.03
23.9801,0.79,2.21
23.9827,0.64,2.27
23.9854,0.42,2.1
23.9881,0.54,2.08
23.9908,0.51,1.99
23.9935,0.64,2.09
23.9961,0.35,2.04
23.9988,0.43,2.04
24.0015,0.38,1.87
24.0042,0.3,1.88
24.0069,0.49,1.86
24.0096,0.57,2.08
24.0122,0.49,1.94
24.0157,0.41,1.98
24.0191,0.43,1.98
24.0224,0.41,1.94
24.0258,0.31,1.87
24.0291,0.3,1.85
24.0324,0.22,2.11
24.0357,0.45,2.11
24.0391,0.57,2.04
24.0426,0.47,2.07
24.0459,0.53,1.85
24.0499,0.43,1.81
24.0541,0.35,1.92
24.0583,0.44,1.83
24.0625,0.59,2.18
24.0668,0.43,2.13
24.071,0.43,2.13
24.0754,0.3,2.11
24.0797,0.33,2.08
24.08287,0.54,2.178
24.0839,0.39,1.97
24.085327,0.56,2.169
24.087784,0.53,1.965
24.0879,0.35,2.13
24.090241,0.47,2.164
24.0913,0.38,2.18
24.092698,0.48,2.094
24.097612,0.47,2.049
24.100069,0.6,2.096
24.102525,0.47,2.082
24.104982,0.37,2.144
24.107439,0.38,1.949
24.109896,0.48,2.084
24.112353,0.53,2.062
24.117267,0.37,1.835
24.119724,0.47,1.996
24.12218,0.48,2.086
24.124637,0.54,1.982
24.127094,0.41,1.818
24.129551,0.56,2.049
24.134465,0.73,2.192
24.136922,0.48,1.961
24.139379,0.52,1.885
24.141835,0.52,1.987
24.144292,0.56,2.053
24.146749,0.53,2.059
24.149206,0.48,1.962
24.151663,0.54,2.096
24.159034,0.64,2.099
24.16131,0.64,2.044
24.162865,0.64,2.065
24.165975,0.71,2.159
24.16753,0.79,2.136
24.169084,0.67,2.317
24.170639,0.52,1.993
24.172194,0.6,1.975
24.173749,0.52,1.968
24.175304,0.72,2.158
24.176859,0.33,2.061
24.178414,0.78,2.033
24.179969,0.82,2.067
24.181524,0.64,2.084
24.183078,0.61,2.052
24.184633,0.4,2.159
24.186188,0.32,2.022
24.187743,0.38,2.106
24.189298,0.43,2.077
24.190853,0.33,2.314
24.192408,0.34,1.962
24.193963,0.39,1.978
24.195518,0.26,2.17
24.198627,0.45,2.161
24.200182,0.47,2.08
24.201737,0.46,1.946
24.203292,0.59,2.264
24.204847,0.44,2.076
24.206402,0.53,2.125
24.207957,0.44,1.978
24.209512,0.4,1.916
24.211067,0.42,1.988
24.212621,0.46,2.113
24.214176,0.33,1.862
24.215731,0.45,2.073
24.217286,0.45,2.071
24.218841,0.56,1.986
24.220396,0.44,1.969
24.221951,0.53,2.115
24.223506,0.49,1.995
24.226615,0.4,1.978
24.22817,0.48,1.879
24.229725,0.55,1.942
24.232835,0.36,1.815
24.235945,0.4,1.932
24.2375,0.63,2.166
24.239055,0.71,2.091
24.24061,0.66,2.217
24.242164,0.68,2.094
24.243719,0.79,2.419
24.245274,0.66,2.05
24.246829,0.61,2.022
24.248384,0.73,2.023
24.249939,0.68,2.218
24.251494,0.77,2.003
24.253049,0.85,2.184
24.254604,0.79,2.133
24.256158,0.86,2.109
24.257713,0.8,2.199
24.259268,0.38,1.926
24.260823,0.61,2.125
24.262378,0.67,2.149
24.265056,0.74,2.123
24.268481,0.72,2.332
24.271907,0.64,2.202
24.275333,0.92,2.4
24.278759,0.61,2.454
24.282185,0.85,2.217
24.285611,0.93,2.345
24.289037,0.67,2.343
24.292463,0.9,2.282
24.295889,0.86,2.267
24.299315,0.79,2.102
24.302741,0.72,2.189
24.309593,0.72,2.215
24.313019,0.86,2.298
24.316444,0.83,2.181
24.323296,0.75,2.215
24.333574,0.57,2.179
24.337,0.93,2.292
24.343282,0.8,2.224
24.346423,0.75,2.174
24.349564,0.9,2.245
24.352705,0.59,2.234
24.365269,0.68,2.32
24.36841,0.71,2.218
24.371551,0.49,2.214
24.374692,0.67,2.244
24.377833,0.51,2.069
24.380974,0.43,2.027
24.387256,0.75,2.205
24.390397,0.61,2.074
24.393538,0.79,2.25
24.396679,0.89,2.291
24.39982,0.7,2.106
24.402961,0.51,2.145
24.406102,0.6,2.428
24.409243,0.83,2.366
24.412384,0.78,2.114
24.415525,0.81,2.273
24.418666,0.87,2.187
24.421807,0.54,2.435
24.424948,0.87,2.399
24.428089,0.78,2.316
24.43123,0.94,2.335
24.434371,0.59,2.539
24.440609,0.63,2.333
24.442613,0.64,2.426
24.444617,0.74,2.448
24.446621,0.76,2.441
24.448624,0.68,2.405
24.450628,0.58,2.344
24.454635,0.66,2.334
24.456639,0.72,2.524
24.458643,0.4,2.284
24.460647,0.66,2.389
24.46265,0.52,2.278
24.464654,0.43,2.021
24.466658,0.43,2.161
24.468661,0.41,2.105
24.470665,0.49,2.22
24.474673,0.65,2.482
24.476676,0.58,2.294
24.47868,0.58,2.162
24.480684,0.26,1.947
24.482687,0.57,2.495
24.484691,0.41,2.196
24.486695,0.31,2.1
24.488699,0.37,2.103
24.490702,0.51,2.154
24.492706,0.62,2.136
24.49471,0.76,2.402
24.496713,0.61,2.317
24.498717,0.64,2.248
24.500721,0.62,2.18
24.502725,0.34,2.361
24.504728,0.61,2.236
24.506732,0.32,2.392
24.508736,0.43,2.263
24.510739,0.54,2.32
24.512743,0.3,2.337
24.514747,0.41,2.43
24.516751,0.59,2.43
24.518754,0.49,2.452
24.520758,0.48,2.235
24.522762,0.6,2.286
24.524765,0.49,2.429
24.526769,0.64,2.221
24.528773,0.69,2.335
24.530776,0.43,2.323
24.53278,0.54,2.255
24.534784,0.57,2.289
24.536788,0.49,2.104
24.538791,0.62,2.373
24.540795,0.37,2.05
24.542799,0.67,2.343
24.545147,0.59,2.287
24.548011,0.63,2.467
24.550876,0.64,2.607
24.55374,0.56,2.209
24.556605,0.57,2.484
24.559469,0.7,2.382
24.562334,0.33,2.038
24.565199,0.68,2.345
24.568063,0.34,1.984
24.570928,0.48,2.281
24.573792,0.35,2.13
24.576657,0.53,2.226
24.579521,0.41,2.236
24.582386,0.54,2.223
24.58525,0.38,2.232
24.588115,0.48,2.26
24.590979,0.25,1.889
24.593844,0.68,2.083
24.596708,0.38,1.948
24.599573,0.17,2.01
24.605302,0.35,2.176
24.611031,0.56,1.998
24.613896,0.56,2.272
24.61676,0.33,2.007
24.619625,0.55,2.187
24.622489,0.5,2.127
24.625354,0.36,1.963
24.628218,0.63,2.307
24.631083,0.53,1.9
24.633947,0.56,2.014
24.636812,0.54,2.022
24.639676,0.38,1.892
24.641624,0.53,1.95
24.642541,0.56,2.269
24.645405,0.75,2.419
24.645635,0.56,2.07
24.64827,0.76,2.47
24.649759,0.58,2.2
24.651134,0.64,2.275
24.652853,0.68,2.35
24.653999,0.72,2.375
24.655279,0.62,2.32
24.657413,0.64,2.44
24.659547,0.76,2.43
24.661681,0.73,2.32
24.663815,0.9,2.37
24.665949,0.65,2.37
24.668082,0.7,2.29
24.670216,0.71,2.18
24.67235,0.72,2.29
24.674484,0.73,2.41
24.676618,0.66,2.17
24.678752,0.67,2.09
24.680886,0.71,2.19
24.683019,0.74,2.37
24.685153,0.58,2.24
24.687287,0.85,2.38
24.689421,0.67,2.22
24.691555,0.56,2.28
24.693689,0.61,2.22
24.695822,0.58,2.13
24.697956,0.64,2.23
24.70009,0.66,2.22
24.702224,0.76,2.22
24.704358,0.51,2.21
24.706492,0.59,2.11
24.708626,0.61,2.3
24.710759,0.6,2.05
24.712893,0.44,2.32
24.715027,0.41,2.16
24.717161,0.31,2.22
24.719295,0.68,2.19
24.721429,0.28,2.16
24.723563,0.44,2.19
24.725696,0.46,2.14
24.72783,0.39,2.14
24.729964,0.53,2.15
24.732098,0.71,2.27
24.734232,0.26,2.26
24.736366,0.53,2.26
24.7385,0.56,2.09
24.742767,0.47,2.21
24.744901,0.59,2.27
24.747035,0.54,2.34
24.751303,0.48,2.25
24.753436,0.56,2.24
24.75557,0.43,2.19
24.757704,0.3,2.33
24.759838,0.45,2.18
24.761972,0.5,2.35
24.76624,0.62,2.23
24.768373,0.66,2.22
24.770507,0.42,2.12
24.772641,0.51,2.43
24.774775,0.71,2.19
24.776909,0.64,2.26
24.779043,0.69,2.2
24.781177,0.55,2.47
24.78331,0.41,2.54
24.785444,0.5,2.44
24.787578,0.54,2.19
24.789712,0.5,2.41
24.791846,0.49,2.22
24.79398,0.55,2.31
24.796113,0.63,2.35
24.798247,0.49,1.98
24.800381,0.68,2.35
24.802515,0.58,2.29
24.804649,0.5,2.49
24.806783,0.58,2.38
24.808917,0.68,2.32
24.81105,0.59,2.3
24.813184,0.52,2.37
24.815318,0.57,2.31
24.817452,0.35,2.47
24.819586,0.46,2.34
24.82172,0.49,2.27
24.8246,0.51,2.4
24.8286,0.34,2.44
24.8326,0.31,2.36
24.8366,0.43,2.12
24.8406,0.46,2.42
24.8446,0.46,2.26
24.8486,0.33,1.93
24.8526,0.19,2.25
24.8606,0.07,1.95
24.8646,0.26,2.1
24.8686,0.23,2.1
24.8766,0.32,2.19
24.880599,0.19,2.07
24.884599,0.3,2.13
24.888599,0.37,2.29
24.892599,0.2,2.04
24.900599,0.2,2.17
24.904599,0.43,2.18
24.908599,0.29,2.25
24.912599,0.18,2.26
24.916599,0.42,2.36
24.920599,0.28,2.59
24.924599,0.38,2.29
24.932599,0.41,2.18
24.936337,0.46,2.48
24.93968,0.51,2.39
24.943024,0.39,2.22
24.946368,0.71,2.3
24.949712,0.48,2.46
24.959743,0.31,2.32
24.963087,0.26,2.35
24.969774,0.35,2.26
24.973118,0.35,2.45
24.976462,0.44,2.51
24.979806,0.41,2.36
24.986493,0.37,2.22
24.989837,0.27,2.17
24.996525,0.16,2.55
24.999868,0.48,2.25
25.003212,0.23,2.1
25.006556,0.34,2.25
25.0099,0.41,2.34
25.019931,0.28,2.36
25.023275,0.57,2.4
25.026619,0.53,2.41
25.029962,0.44,2.25
25.033306,0.32,2.28
25.03665,0.46,2.32
25.039994,0.46,2.42
25.043593,0.48,2.5
25.047574,0.59,2.26
25.051556,0.36,2.34
25.055537,0.61,2.13
25.059519,0.72,2.21
25.0635,0.47,2.31
25.067482,0.6,2.32
25.071463,0.35,2.45
25.075445,0.42,2.28
25.079426,0.24,2.09
25.083408,0.38,2.25
25.087389,0.36,2.17
25.091371,0.41,2.21
25.095352,0.15,2.06
25.099334,0.58,2.19
25.103315,0.45,2.06
25.107297,0.53,2.39
25.111278,0.45,2.3
25.11526,0.59,2.24
25.119241,0.27,2.24
25.123223,0.42,2.37
25.127204,0.49,2.2
25.131186,0.43,2.28
25.135167,0.26,2.16
25.139149,0.37,2.34
25.14313,0.58,2.29
25.147112,0.25,2.16
25.151093,0.27,2.06
25.155075,0.34,2.19
25.159056,0.29,2.19
25.163038,0.59,2.28
25.167019,0.13,2.26
25.171001,0.36,2.19
25.174982,0.57,2.31
25.178964,0.44,2.19
25.182945,0.23,2.09
25.186927,0.38,2.25
25.190908,0.59,2.34
25.19489,0.52,2.34
25.198871,0.52,2.35
25.202853,0.42,2.31
25.206834,0.51,2.08
25.210816,0.45,2.19
25.214623,0.53,2.31
25.217733,0.36,2.17
25.220844,0.38,2.29
25.223954,0.63,2.5
25.227065,0.47,2.25
25.230175,0.54,2.26
25.233286,0.47,2.24
25.236396,0.62,2.46
25.239506,0.28,2.19
25.242617,0.16,2.25
25.245727,0.08,2.06
25.248838,0.42,2.51
25.251948,0.11,2.26
25.255058,0.28,2.17
25.258169,0.44,2.31
25.261279,0.24,1.97
25.26439,-0.02,2.19
25.2675,0.07,2.31
25.27061,0.43,2.09
25.273721,0.35,2.16
25.276831,0.15,2.04
25.279942,0.2,2.13
25.283052,0.4,2.13
25.286162,0.4,2.19
25.289273,0.43,2.16
25.292383,0.41,2.26
25.295494,0.33,2.25
25.298604,0.53,2.35
25.301714,0.44,2.28
25.304825,0.46,2.13
25.307935,0.33,2.27
25.311046,0.47,2.31
25.314156,0.4,2.11
25.317267,0.47,2.41
25.323724,0.46,2.28
25.32713,0.52,2.3
25.330537,0.31,2.08
25.333943,0.27,2.35
25.337349,0.42,2.42
25.340755,0.44,2.39
25.344162,0.36,2.33
25.347568,0.08,2.04
25.350974,0.33,2.21
25.354381,0.21,2.25
25.357787,0.32,2.36
25.361193,0.26,2.33
25.364599,0.58,2.48
25.368006,0.45,2.35
25.371412,0.32,2.31
25.374818,0.16,2.06
25.378225,0.28,2.11
25.381631,0.24,1.97
25.385037,0.22,2.18
25.388443,0.33,2.13
25.39185,0.18,1.86
25.395256,0.28,2.09
25.398662,0.41,2.37
25.402068,0.45,2.4
25.405475,0.15,2.14
25.408881,0.32,2.19
25.412287,0.21,2.28
25.415694,0.38,2.17
25.4191,0.33,2.12
25.422506,0.45,2.15
25.425912,0.67,2.21
25.429319,0.61,2.1
25.432583,0.72,2.17
25.435813,0.58,2.11
25.439042,0.56,2.09
25.442271,0.61,2.17
25.4455,0.35,2.16
25.448729,0.48,2.18
25.451959,0.27,2.03
25.455188,0.52,2.35
25.458417,0.57,2.34
25.461646,0.42,2.18
25.464875,0.51,2.19
25.468105,0.32,2.45
25.471334,0.39,2.23
25.474563,0.47,2.21
25.477792,0.69,2.14
25.481021,0.45,2.12
25.484251,0.51,2.09
25.48748,0.44,2.32
25.490709,0.51,2.08
25.493938,0.72,2.34
25.497167,0.45,2.04
25.497813,0.69,2.267
25.500526,0.48,2.36
25.501042,0.57,2.203
25.504013,0.47,2.48
25.504272,0.51,2.523
25.507372,0.76,2.35
25.507501,0.82,2.602
25.51073,0.75,2.372
25.510859,0.73,2.35
25.513959,0.88,2.568
25.517188,0.84,2.461
25.520418,0.85,2.494
25.523515,0.72,2.466
25.526082,0.82,2.426
25.52865,0.73,2.403
25.531217,0.79,2.491
25.533785,1,2.612
25.536352,0.9,2.422
25.53892,0.78,2.469
25.541487,0.89,2.484
25.544055,0.64,2.626
25.546623,0.86,2.51
25.54919,0.83,2.38
25.551758,0.72,2.528
25.554325,0.74,2.406
25.556893,0.73,2.621
25.55946,0.66,2.467
25.562028,0.72,2.494
25.564596,0.62,2.501
25.567163,0.68,2.444
25.569731,0.72,2.447
25.572298,0.74,2.321
25.574866,0.82,2.512
25.577433,0.64,2.376
25.580001,0.7,2.272
25.582569,0.75,2.339
25.585136,0.63,2.268
25.587704,0.64,2.397
25.590271,0.76,2.39
25.592839,0.75,2.333
25.595406,0.77,2.594
25.597974,0.72,2.329
25.600797,0.73,2.446
25.603792,0.72,2.608
25.606786,0.76,2.347
25.60978,0.65,2.259
25.612774,0.63,2.357
25.615768,0.6,2.308
25.618762,0.65,2.302
25.621757,0.73,2.377
25.624751,0.46,2.263
25.627745,0.54,2.378
25.630739,0.57,2.371
25.633733,0.39,2.361
25.636727,0.55,2.359
25.639722,0.49,2.209
25.642716,0.34,2.372
25.64571,0.68,2.359
25.648704,0.71,2.472
25.654692,0.48,2.228
25.657686,0.61,2.416
25.660681,0.6,2.282
25.663675,0.67,2.223
25.666669,0.4,2.278
25.669663,0.4,2.341
25.672657,0.49,2.299
25.675651,0.54,2.386
25.678646,0.41,2.361
25.68164,0.75,2.171
25.684634,0.72,2.431
25.687628,0.57,2.18
25.690622,0.65,2.125
25.693616,0.68,2.199
25.696611,0.7,2.266
25.702496,0.67,2.266
25.704974,0.45,2.497
25.707452,0.61,2.357
25.70993,0.59,2.56
25.712408,0.53,2.518
25.714886,0.49,2.465
25.717364,0.53,2.509
25.719842,0.5,2.447
25.72232,0.49,2.566
25.724798,0.68,2.374
25.727277,0.68,2.319
25.729755,0.59,2.256
25.732233,0.61,2.412
25.737189,0.7,2.278
25.739667,0.5,2.194
25.742145,0.6,2.287
25.744623,0.59,2.435
25.747101,0.44,2.374
25.749579,0.66,2.591
25.752057,0.46,2.478
25.754536,0.56,2.467
25.759492,0.66,2.383
25.76197,0.52,2.303
25.764448,0.6,2.305
25.766926,0.7,2.31
25.769404,0.46,2.264
25.771882,0.5,2.262
25.77436,0.36,2.237
25.776838,0.4,2.195
25.779316,0.43,2.24
25.781795,0.65,2.296
25.784273,0.49,2.377
25.786751,0.54,2.18
25.789229,0.71,2.37
25.791707,0.36,2.306
25.794185,0.43,2.249
25.796663,0.51,2.255
25.799141,0.77,2.17
25.801619,0.85,2.121
25.804097,0.57,2.293
25.806575,0.87,2.334
25.809054,0.67,2.33
25.811532,0.84,2.572
25.81401,0.77,2.51
25.816888,0.79,2.514
25.820033,0.64,2.436
25.823178,0.73,2.349
25.826323,0.88,2.485
25.829469,0.65,2.469
25.832614,0.66,2.386
25.835759,0.8,2.499
25.838904,0.74,2.295
25.842049,0.91,2.534
25.845194,0.75,2.469
25.848339,0.74,2.302
25.851484,0.63,2.464
25.85463,0.76,2.26
25.857775,0.8,2.457
25.86092,0.79,2.274
25.864065,0.67,2.553
25.86721,0.77,2.473
25.870355,0.79,2.552
25.8735,0.7,2.486
25.876645,0.74,2.474
25.87979,0.6,2.465
25.882936,0.9,2.398
25.886081,0.83,2.636
25.889226,0.74,2.28
25.892371,0.87,2.542
25.895652,0.71,2.408
25.898967,0.65,2.419
25.902283,0.66,2.473
25.905598,0.74,2.535
25.908913,0.6,2.361
25.912228,0.74,2.489
25.915543,0.65,2.432
25.918859,0.64,2.474
25.922174,0.55,2.319
25.925489,0.66,2.508
25.928804,0.71,2.183
25.93212,0.85,2.316
25.935435,0.93,2.327
25.93875,0.74,2.408
25.942065,0.8,2.402
25.94538,0.68,2.637
25.948696,0.6,2.471
25.952011,0.75,2.38
25.95492,0.86,2.472
25.95722,0.64,2.398
25.95952,0.67,2.387
25.96182,0.71,2.557
25.96412,0.57,2.534
25.96642,0.5,2.618
25.96872,0.56,2.616
25.97102,0.75,2.488
25.97332,0.6,2.427
25.97562,0.75,2.442
25.97792,0.76,2.517
25.98022,0.61,2.376
25.98252,0.8,2.453
25.98482,0.67,2.346
25.98712,0.61,2.279
25.98942,0.4,2.389
25.99172,0.67,2.528
25.99402,0.62,2.259
25.99632,0.51,2.437
25.99862,0.54,2.232
26.00782,0.33,2.27
26.01012,0.66,2.398
26.01242,0.52,2.364
26.01472,0.62,2.347
26.01702,0.46,2.301
26.01932,0.62,2.28
26.02162,0.69,2.364
26.02392,0.61,2.211
26.02622,0.59,2.399
26.02852,0.53,2.204
26.03082,0.62,2.106
26.03312,0.54,2.256
26.03542,0.41,2.352
26.03772,0.5,2.439
26.04002,0.47,2.388
26.04232,0.52,2.292
26.04462,0.41,2.341
26.0471,0.52,2.384
26.04985,0.28,2.184
26.0526,0.41,1.955
26.05535,0.46,2.042
26.0581,0.61,2.48
26.06085,0.4,2.572
26.0636,0.66,2.207
26.06635,0.6,2.372
26.0691,0.57,2.266
26.07185,0.51,1.993
26.0746,0.54,2.457
26.07735,0.45,2.268
26.0801,0.33,2.065
26.08285,0.27,2.151
26.0856,0.38,2.243
26.08835,0.43,2.327
26.0911,0.49,2.52
26.09385,0.44,2.472
26.0966,0.3,2.3
26.09935,0.38,2.41
26.1021,0.71,2.616
26.10485,0.44,2.611
26.1076,0.55,2.447
26.11035,0.49,2.418
26.1131,0.28,2.066
26.11585,0.17,2.048
26.1186,0.19,2.088
26.12135,0.3,2.314
26.1241,0.09,2.006
26.12685,0.38,2.164
26.1296,0.31,2.011
26.13235,0.55,2.114
26.1351,0.46,1.944
26.13785,0.5,2.073
26.1406,0.36,2.25
26.14335,0.26,2.377
26.1461,0.09,2.297
26.14885,0.37,2.297
26.1516,0.12,2.188
26.15435,0.37,2.322
26.157106,0.5,2.124
26.159872,0.35,2.564
26.162638,0.55,2.647
26.165404,0.26,2.232
26.16817,0.6,2.482
26.170936,0.59,2.326
26.173702,0.62,2.473
26.176468,0.39,2.458
26.179234,0.5,2.297
26.182,0.51,2.406
26.184766,0.51,2.438
26.187532,0.65,2.479
26.190298,0.29,2.631
26.193064,0.44,2.477
26.19583,0.47,2.596
26.198596,0.48,2.524
26.201362,0.37,2.62
26.204128,0.48,2.231
26.206894,0.49,2.485
26.20966,0.38,2.286
26.212426,0.5,2.538
26.215191,0.72,2.287
26.217957,0.56,2.246
26.220723,0.32,2.196
26.223489,0.28,2.058
26.226255,0.42,2.507
26.229021,0.41,2.27
26.231787,0.74,2.249
26.234553,0.68,2.374
26.237319,0.6,2.448
26.240085,0.59,2.099
26.242851,0.52,2.259
26.245617,0.82,2.324
26.248383,0.53,2.265
26.251149,0.61,2.32
26.253915,0.54,2.524
26.256681,0.71,2.442
26.259447,0.55,2.429
26.263018,0.43,2.411
26.266791,0.6,2.376
26.270564,0.44,2.427
26.274336,0.47,2.296
26.278109,0.63,2.628
26.281882,0.6,2.212
26.285655,0.56,2.357
26.289427,0.69,2.068
26.2932,0.73,2.352
26.296973,0.74,2.306
26.300745,0.62,2.204
26.304518,0.8,2.651
26.308291,0.77,2.208
26.312064,0.72,2.539
26.315836,0.77,2.443
26.319609,0.63,2.469
26.323382,0.49,2.724
26.327155,0.44,2.729
26.330927,0.54,2.762
26.3342,0.52,2.28
26.3347,0.47,2.677
26.338473,0.61,2.548
26.342245,0.55,2.554
26.344979,0.66,2.421
26.347452,0.73,2.55
26.348,0.73,2.31
26.349926,0.8,2.449
26.352399,0.62,2.479
26.3533,0.6,2.61
26.354873,0.66,2.427
26.357346,0.88,2.665
26.3586,0.46,2.65
26.35982,0.63,2.443
26.360314,0.64,2.58
26.362788,0.65,2.728
26.3633,0.43,2.44
26.365261,0.57,2.8
26.3711,0.54,2.67
26.3745,0.69,2.49
26.378,0.53,2.39
26.3814,0.62,2.7
26.3848,0.53,2.65
26.3882,0.35,2.65
26.3917,0.5,2.58
26.3951,0.39,2.64
26.3985,0.52,2.44
26.4017,0.44,2.31
26.4049,0.64,2.55
26.4082,0.53,2.33
26.4114,0.53,2.6
26.4146,0.58,2.74
26.4178,0.52,2.81
26.421,0.55,2.4
26.4242,0.48,2.61
26.4274,0.36,2.22
26.4306,0.56,2.64
26.4414,0.25,2.45
26.4504,0.38,2.5
26.4559,0.48,2.43
26.4625,0.06,2.37
26.4694,0.04,2.19
26.4762,0.13,2.17
26.4831,0.28,2.32
26.49,0.17,2.47
26.4969,0.27,2.38
26.5037,0.48,2.38
26.5097,0.52,2.54
26.5152,0.41,2.21
26.518862,0.66,2.682
26.5207,0.26,2.44
26.522025,0.76,2.814
26.525187,0.47,2.628
26.5262,0.35,2.55
26.52835,0.61,2.616
26.531512,0.37,2.612
26.5316,0.58,2.38
26.534675,0.46,2.629
26.537,0.39,2.76
26.544155,0.4,2.571
26.547309,0.56,2.68
26.550464,0.66,2.686
26.553619,0.39,2.547
26.556774,0.37,2.613
26.559928,0.63,2.743
26.563083,0.23,2.423
26.566238,0.53,2.822
26.569393,0.46,2.456
26.572547,0.21,2.517
26.575702,0.15,2.448
26.578857,0.43,2.624
26.582012,0.27,2.308
26.585166,0.23,2.358
26.588321,0.51,2.299
26.591476,0.49,2.688
26.59463,0.37,2.528
26.597785,0.4,2.436
26.60094,0.34,2.644
26.604095,0.47,2.653
26.607249,0.35,2.578
26.610404,0.4,2.698
26.613559,0.31,2.797
26.616714,0.39,2.743
26.619868,0.17,2.439
26.623023,0.41,2.682
26.626178,0.3,2.443
26.629333,0.27,2.346
26.632487,0.61,2.636
26.635642,0.64,2.454
26.641951,0.67,2.471
26.645106,0.57,2.429
26.648926,0.56,2.453
26.653743,0.53,2.389
26.663377,0.6,2.362
26.673011,0.55,2.278
26.682646,0.29,2.377
26.687463,0.68,2.325
26.69228,0.58,2.182
26.697097,0.44,2.305
26.701914,0.45,2.201
26.706731,0.35,2.502
26.711548,0.68,2.322
26.716365,0.68,2.496
26.721182,0.4,2.62
26.726,0.26,2.361
26.730817,0.48,2.399
26.740451,0.31,2.48
26.745268,0.56,2.614
26.750085,0.73,2.567
26.759719,0.38,2.469
26.764536,0.39,2.495
26.769353,0.37,2.603
26.774171,0.59,2.499
26.778988,0.5,2.542
26.783805,0.61,2.506
26.788622,0.69,2.534
26.793439,0.55,2.505
26.798256,0.69,2.556
26.803073,0.57,2.525
26.807058,0.66,2.733
26.810487,0.55,2.64
26.813917,0.53,2.49
26.817346,0.48,2.699
26.820776,0.38,2.41
26.824205,0.54,2.781
26.827635,0.42,2.576
26.831064,0.71,2.63
26.834494,0.78,2.699
26.837923,0.38,2.394
26.841353,0.5,2.855
26.844782,0.49,2.523
26.848212,0.63,2.608
26.851641,0.43,2.373
26.855071,0.54,2.555
26.858501,0.5,2.478
26.86193,0.44,2.471
26.86536,0.47,2.57
26.868789,0.33,2.32
26.872219,0.46,2.538
26.875648,0.44,2.597
26.879078,0.49,2.544
26.882507,0.29,2.494
26.885937,0.31,2.503
26.889366,0.27,2.578
26.892796,0.66,2.801
26.896225,0.36,2.718
26.899655,0.56,2.629
26.903084,0.64,2.612
26.906514,0.35,2.577
26.909943,0.37,2.62
26.913637,0.65,2.713
26.917728,0.5,2.425
26.921819,0.29,2.415
26.92591,0.29,2.419
26.930001,0.3,2.257
26.934092,0.43,2.398
26.938183,0.38,2.535
26.946364,0.6,2.269
26.950455,0.69,2.401
26.954546,0.6,2.219
26.958637,0.26,2.148
26.962728,0.46,2.625
26.966819,0.24,2.29
26.97091,0.53,2.507
26.975,0.32,2.4
26.979091,0.51,2.531
26.983182,0.54,2.67
26.987273,0.32,2.653
26.991364,0.53,2.606
26.995455,0.51,2.455
26.999546,0.42,2.607
27.003637,0.59,2.703
27.007727,0.49,2.819
27.011818,0.43,2.77
27.015909,0.52,2.721
27.02,0.54,2.697
27.023013,0.51,2.566
27.026026,0.57,2.707
27.029038,0.49,2.454
27.032051,0.34,2.462
27.035064,0.29,2.44
27.038077,0.45,2.493
27.04109,0.2,2.366
27.044103,0.33,2.367
27.047115,0.33,2.688
27.050128,0.45,2.571
27.053141,0.06,2.512
27.056154,0.16,2.542
27.059167,0.35,2.364
27.062179,0.35,2.499
27.065192,0.34,2.44
27.068205,0.26,2.44
27.071218,0.33,2.305
27.074231,0.42,2.434
27.077244,0.17,2.524
27.080256,0.5,2.503
27.083269,0.46,2.601
27.086282,0.54,2.416
27.089295,0.55,2.669
27.092308,0.54,2.602
27.095321,0.51,2.548
27.098333,0.55,2.694
27.101346,0.37,2.477
27.104359,0.47,2.541
27.107372,0.57,2.538
27.110385,0.63,2.38
27.113397,0.52,2.501
27.117016,0.43,2.457
27.120787,0.33,2.687
27.124557,0.41,2.431
27.128328,0.41,2.585
27.132098,0.47,2.697
27.135869,0.23,2.724
27.139639,0.37,2.418
27.14341,0.3,2.356
27.14718,0.45,2.2
27.150951,0.13,2.507
27.154721,0.18,2.685
27.158492,0.44,2.554
27.162262,0.41,2.427
27.166033,0.28,2.251
27.169803,0.35,2.535
27.173574,0.27,2.707
27.177344,0.38,2.316
27.184885,0.53,2.239
27.188656,0.36,2.167
27.192426,0.04,2.315
27.196197,0.36,2.494
27.199967,0.34,2.267
27.203738,0.1,2.24
27.207508,0.14,2.308
27.211279,0.24,2.445
