AGE(ka),GR(gAPI)
1415.580586,23.45645612
1416.979653,23.89898504
1418.378719,22.04715066
1419.777785,20.5533015
1421.176852,20.24844898
1422.575918,20.25074362
1423.974984,19.11194819
1425.37405,18.05495457
1426.773117,18.18431331
1428.172183,18.15528241
1429.571249,17.69295843
1430.970316,17.98069701
1432.369382,19.13699199
1433.768448,19.81291795
1435.167514,19.62670404
1436.566581,19.12085409
1437.965647,19.37311764
1439.364713,19.52879349
1440.76378,19.30205029
1442.162846,20.22091417
1443.561912,22.46463307
1444.960979,22.64219619
1446.360045,21.55031764
1447.759111,22.04519643
1449.158177,21.64293656
1450.557244,20.44618906
1451.95631,20.24744714
1453.355376,20.96982307
1454.754443,20.51431819
1456.153509,18.10264572
1457.552575,16.60339089
1458.951641,16.77231803
1460.350708,16.93310475
1461.749774,17.86595501
1463.14884,18.66152079
1464.547907,18.95978315
1465.946973,18.26041793
1467.346039,17.65960386
1468.745106,18.41451467
1470.144172,18.45426465
1471.543238,18.37343315
1472.942304,19.04050005
1474.341371,17.44979097
1475.740437,16.33009827
1477.139503,17.43129276
1478.53857,19.23473331
1479.937636,19.28642559
1481.336702,17.03944698
1482.735768,15.80028307
1484.134835,17.13975173
1485.533901,16.98683226
1486.932967,15.94858467
1488.332034,15.60612567
1489.7311,16.03827575
1491.130166,17.28312504
1492.529232,17.6960526
1493.928299,17.1463189
1495.327365,17.66842257
1496.726431,18.14339701
1498.125498,18.38554031
1499.524564,18.62555129
1500.92363,19.1842363
1502.322697,20.65592853
1503.721763,21.65414375
1505.120829,21.15104126
1506.519895,19.90472367
1507.918962,19.99859554
1509.318028,20.25150394
1510.766774,20.37874236
1512.217056,21.6326557
1513.667339,22.64264
1515.117621,21.52392814
1516.567904,20.03361454
1518.018186,20.19488724
1519.468469,20.49519507
1520.918751,20.27403622
1522.369034,19.84086
1523.819316,19.46664535
1525.269599,19.22787869
1526.719881,19.34720189
1528.170164,20.09887024
1529.620446,20.82109255
1531.070729,20.66243165
1532.521011,19.47692399
1533.971294,18.61923822
1535.421576,19.3786585
1536.871859,20.10862701
1538.322141,18.37372816
1539.772424,17.0681852
1541.222706,16.91317533
1542.672989,17.75835751
1544.123271,17.62256748
1545.573554,16.10054249
1547.023836,15.91562089
1548.474119,17.09030425
1549.924401,17.70955496
1551.374684,18.15557189
1552.824966,19.08570417
1554.275249,19.23382281
1555.725531,17.92219378
1557.175814,18.44533591
1558.626096,20.69866661
1560.076379,22.47179969
1561.526661,22.5729285
1562.976944,21.36296756
1564.427226,21.05837766
1565.877508,20.62663213
1567.327791,19.96183748
1568.778073,20.26907971
1570.228356,19.80901433
1571.678638,19.69731396
1573.128921,18.32447501
1574.579203,16.45390346
1576.029486,14.96978714
1577.479768,16.24244696
1578.930051,17.23272827
1580.380333,17.27616816
1581.830616,16.82598953
1583.280898,17.11464575
1584.731181,18.63626892
1586.181463,20.52861157
1587.72945,22.44953709
1589.292035,23.51126806
1590.854621,23.1552874
1592.417207,22.87079606
1593.979792,22.70053528
1595.542378,23.26429037
1597.104964,22.92878165
1598.667549,22.70436577
1600.230135,21.66435724
1601.792721,22.37574197
1603.355307,23.57044394
1604.917892,22.34748465
1606.480478,21.64250921
1608.043064,22.10236701
1609.605649,20.90965832
1611.168235,18.30618189
1612.730821,16.42259864
1614.293406,16.50637291
1615.855992,16.27391543
1617.418578,15.68416021
1618.981164,16.32302929
1620.543749,17.73953528
1622.106335,18.35094092
1623.668921,17.95326866
1625.231506,17.95058016
1626.794092,18.77637764
1628.356678,20.0751548
1629.919263,19.5934326
1631.481849,20.15838538
1633.044435,20.5433436
1634.607021,19.99504512
1636.169606,20.17532916
1637.732192,19.56541199
1639.294778,18.14839402
1640.857363,17.30568709
1642.419949,17.61191218
1643.982535,16.24270693
1645.54512,15.15278344
1647.107706,15.66756979
1648.670292,16.67303898
1650.232878,16.37645205
1651.795463,17.06839745
1653.358049,18.24342472
1654.920635,19.17968669
1656.48322,18.93704827
1658.045806,18.31268803
1659.608392,19.39721394
1661.170977,20.33294675
1662.733563,20.87375315
1664.296149,20.94933984
1665.858735,20.79012535
1667.765794,20.63662315
1669.74847,21.04618213
1671.731146,21.01150349
1673.713822,20.92204803
1675.696498,19.82300247
1677.679174,19.21859197
1679.66185,19.12353134
1681.644526,17.30208005
1683.627202,17.26471438
1685.609878,19.41568197
1687.592554,20.5625678
1689.57523,20.71029675
1691.557906,21.22503701
1693.540582,22.67039003
1695.523258,22.57172546
1697.505933,20.35044323
1699.488609,19.78277357
1701.471285,20.10625598
1703.453961,20.64197543
1705.436637,19.56725512
1707.419313,17.64147039
1709.401989,16.87309732
1711.384665,17.58601622
1713.367341,17.39721165
1715.350017,17.63932425
1717.332693,18.12835333
1719.315369,17.88295927
1721.298045,18.00213748
1723.280721,18.47776714
1725.263397,19.3289579
1727.246073,19.6381726
1729.228749,18.47096656
1731.211425,19.49007811
1733.194101,20.63831378
1735.176776,20.84223325
1737.159452,19.97868094
1739.142128,19.75080835
1741.124804,19.59169239
1743.10748,18.30675215
1745.090156,16.76089913
1747.072832,16.81791058
1749.055508,17.70221598
1751.038184,19.15057
1753.02086,20.16268483
1755.003536,20.55988047
1756.986212,20.50456142
1758.968888,19.19751181
1760.951564,18.34883609
1762.93424,19.35440449
1764.916916,18.36912415
1766.899592,18.16621588
1768.882268,17.74881693
1770.864944,16.27958087
1772.847619,15.15124667
1774.830295,14.90246315
1776.812971,15.14673152
1778.795647,16.3260852
1780.778323,17.61718724
1782.760999,17.77752541
1784.743675,17.2812052
1786.726351,17.04098346
1788.709027,16.27433047
1790.691703,15.13244236
1792.674379,14.84309622
1794.819887,15.08481722
1797.760396,15.54718076
1800.700905,16.58918654
1803.641414,16.71092199
1806.581923,16.7444306
1809.522432,17.50480236
1812.462941,16.93427612
1815.40345,15.13573976
1818.343959,14.84424591
1821.284468,17.23996228
1824.224977,18.02693079
1827.165486,18.25003173
1830.105995,18.89045417
1833.046504,19.41784073
1835.987013,19.45330441
1838.927522,18.57889042
1841.868031,17.3797048
1844.80854,17.12089717
1847.749049,16.92475045
1850.689558,16.64795029
1853.630067,17.42356685
1856.570576,18.29476055
1859.511085,18.29607593
1862.451594,18.60375614
1865.392103,18.8460257
1868.332612,18.39856507
1871.273121,18.95836748
1874.21363,18.71125325
1877.154139,17.61338543
1880.094648,17.33877126
1883.035157,17.32958766
1885.975666,18.32801843
1888.916175,19.6767889
1891.856684,20.44057118
1894.797193,20.319301
1897.737702,19.66902646
1900.678211,18.66797328
1903.61872,17.43041522
1906.559229,17.04320606
1909.499738,17.5355889
1912.440247,17.56774034
1915.380756,16.75201362
1918.321265,15.82175609
1921.261774,16.05318861
1924.202283,15.72121748
1927.142792,15.72883113
1930.083301,15.68648659
1933.02381,14.89372614
1935.964319,15.75026472
1938.904828,18.00254184
1941.845337,18.75389409
1944.785846,17.63749388
1947.726355,16.15055055
1950.666864,16.10379606
1953.607373,15.92051281
1956.547882,16.04653433
1959.488391,16.73893157
1962.4289,17.19480759
1965.369409,17.46103517
1968.309918,17.15101008
1971.250427,16.29976987
1974.190936,16.62280593
1977.131445,17.01655748
1980.071954,17.66241575
1983.012463,19.03903541
1985.952972,19.09924433
1988.893481,17.2365889
1991.83399,16.51534402
1994.774499,17.29230102
1997.715008,17.48884486
2000.655517,17.28594318
2003.596027,16.59946835
2006.536536,15.17998583
2009.477045,14.65867218
2012.417554,15.5763052
2015.358063,17.00318307
2018.298572,17.97561638
2021.239081,18.2347622
2024.17959,19.05279315
2027.120099,19.59368045
2030.060608,19.08864984
2033.001117,19.49926286
2035.941626,18.99744265
2038.882135,18.77507898
2041.822644,18.45650814
2044.763153,17.36297024
2047.703662,17.14467024
2050.644171,17.99509045
2053.58468,18.66795667
2056.525189,18.49774937
2059.465698,18.08792955
2062.406207,17.74574551
2065.346716,17.65421087
2068.287225,17.72438722
2071.227734,18.36616748
2074.755837,19.17808512
2078.371742,19.68099021
2081.987646,19.97644903
2085.603551,19.97545291
2089.219455,19.79896134
2092.83536,19.19494339
2096.451264,18.11507724
2100.067169,17.39273215
2103.683074,17.03440829
2107.298978,16.57723654
2110.914883,17.42693706
2114.530787,16.52721223
2118.146692,15.61523252
2121.762596,16.71549031
2125.378501,18.9362184
2128.994406,19.55579976
2132.61031,18.76441273
2136.226215,19.12635992
2139.842119,19.52498024
2143.458024,19.21961835
2147.073928,18.47549856
2150.689833,17.96723882
2154.305738,18.3488085
2157.921642,19.31229932
2161.537547,20.30884945
2164.805377,20.20302924
2167.937844,19.58026294
2171.070312,20.06103559
2174.202779,19.9242826
2177.335247,19.75349467
2180.467714,19.50463
2183.600182,18.9189327
2186.732649,17.73505722
2189.865117,16.82761732
2192.997584,17.10330152
2196.130052,17.50542383
2199.262519,17.56663803
2202.394987,18.31311252
2205.527455,19.30074559
2208.659922,19.43320677
2211.79239,19.79045677
2214.924857,19.40465593
2218.057325,19.26083457
2221.189792,20.13758328
2224.32226,19.33409879
2227.454727,18.25906016
2230.587195,19.07140661
2233.719662,20.09850223
2236.85213,20.68262992
2239.984597,20.88541386
2243.117065,20.69543625
2246.249532,20.01721992
2249.382,19.83191835
2252.514468,19.99801339
2255.646935,20.13308504
2258.779403,20.80239328
2261.91187,21.09922178
2265.044338,20.90527984
2268.176805,21.22716089
2271.309273,22.14747848
2274.44174,21.92233937
2277.574208,20.19453491
2280.706675,19.23455879
2283.780802,19.76717346
2286.648083,22.23174601
2289.515364,23.34418087
2292.382645,21.93179236
2295.249926,20.49652648
2298.117207,19.93397186
2300.984488,20.01028457
2303.85177,18.90131312
2306.719051,17.16025722
2309.586332,16.69429654
2312.453613,16.52245407
2315.320894,15.33948126
2318.188175,15.70620882
2321.055456,17.87079898
2323.922737,19.07068475
2326.790018,18.29893
2329.6573,17.43816801
2332.524581,17.42503782
2335.391862,18.44808528
2338.259143,19.02678761
2341.126424,17.94721278
2343.993705,17.98322969
2346.860986,19.05741919
2349.728267,18.99444386
2352.595548,18.81062276
2355.462829,18.89155948
2358.330111,18.40300055
2361.197392,17.49137693
2364.064673,16.43455782
2366.931954,16.24982772
2369.799235,16.84307055
2372.666516,17.6266443
2375.533797,18.62468735
2378.936528,18.70884346
2382.602988,17.32766129
2386.269447,17.25354113
2389.935907,18.2497785
2393.602366,18.34437136
2397.268826,17.74636262
2400.935286,18.24723906
2404.601745,18.35932373
2408.268205,18.54491134
2411.934665,17.7960578
2415.601124,17.77152102
2419.267584,17.41612155
2422.934043,16.64723913
2426.600503,16.13496971
2430.266963,16.37772451
2433.933422,16.35867472
2437.599882,15.94343045
2441.266342,15.32761706
2444.932801,14.18908299
2448.599261,13.44218638
2452.26572,14.5425522
2455.93218,15.15807299
2459.59864,14.72533761
2463.265099,14.84930108
2466.931559,16.05711
2470.598019,16.85303945
2474.264478,16.45477121
2477.930938,14.91801614
2481.597398,14.793721
2485.263857,15.20890751
2488.930317,14.43469827
2492.596776,14.59903399
2496.263236,15.94693583
2499.929696,17.10003252
2503.596155,17.7433826
2507.262615,17.62577955
2510.929075,17.58767654
2514.595534,18.11743806
2518.261994,18.93579953
2521.928453,19.12022921
2525.594913,18.29653367
2529.261373,17.10047753
2532.927832,16.74878236
2536.594292,17.61946929
2540.260752,18.34280801
2543.927211,17.75539016
2547.593671,16.3619152
2551.26013,15.63692496
2555.055245,16.44694173
2559.069419,16.59060178
2563.083593,15.06903488
2567.097768,14.1339026
2571.111942,14.83626417
2575.126117,15.62023822
2579.140291,15.81835346
2583.154466,15.79864585
2587.16864,16.08130801
2591.182815,16.7164611
2595.196989,16.93797722
2599.211164,16.3718343
2603.225338,16.60999693
2607.239512,17.54814769
2611.253687,18.40063199
2615.267861,19.24354984
2619.282036,19.77400297
2623.29621,19.80052018
2627.310385,18.61721512
2631.324559,17.26378604
2635.338734,16.8538884
2639.352908,17.54741441
2643.367083,18.28989892
2647.381257,17.94819976
2651.395431,16.50266906
